administrative_source_type,downloaded_in_this_task,expected_byte_size,expected_claim_upgrade_tags,likely_claim_gaps,marginal_claim_value_per_mib,municipality,period,priority_score,recovery_recommendation,required_before_visual,side,source_family,source_review_id,state,uniqueness
payroll_roster,False,224340,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",140.22145,Williamston,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6a1d4e54a65c9d9f4cbb4628,NC,e5ccbc77f908bc1c9ad65d1cdacfb492a40055dd70d8580ebef229f4d8ab5383
payroll_roster,False,224882,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",139.883494,Russell,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-4629e2c7c7cc3aa41ca0c943,OH,ff487bde74ff13ac2ac7c6d725e3dc13b7547490aa4a98cdfcfb9108d374c16b
payroll_roster,False,226966,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",138.599085,Lakewood,2018,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-9eb27f68dd6b11339dad2089,NY,d36713eaf0b7047496c88678aa0df2341f3c6f206d1c8ac46aa4f4f872f26884
payroll_roster,False,228483,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",137.678865,Franklin,2017,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-b4a83657cd07b41040462d00,OH,e457d1c7b32dc9dac4f482d7f2abcc9824153e040629c8d4886dd9d39f1b486c
payroll_roster,False,233654,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",134.631892,Butler,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7750e215181805db07789c8f,WI,3913929378df8680cb2c9a0f6d962e5d580486dd9fdedae8bb265900d065394d
payroll_roster,False,235270,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",133.707145,Lawrence Park,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-9fed8c9e51a02098c36a57e3,PA,28c8387890aa5ac495d82b2b171e30f1720a2b5e5575c15fa7be21dbea762533
payroll_roster,False,236229,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",133.164345,Butler,2022,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0d51375b3ffb4404b4e7b4e5,WI,3b4819a86586a39c1407690fe7b35d2a8b251e0ecfecfc58dde9957e06119655
payroll_roster,False,237045,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",132.705942,Williamston,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-1a1602ac2590a6442ba93cdc,MI,d38bada1c298ff55b12703f480fb73241f20c5a6b01d09bfb5d625a7e28cd021
payroll_roster,False,246829,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",127.445641,New Hartford,2018,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-a2a8c8e2bdacc1f9b6dac0c4,CT,f299737ac3776571edae934aa7c9c6154ea3a545f8f1e06fb3714b1e344a9773
payroll_roster,False,249605,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",126.028245,Butler,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-f541e905ec04acdaa4e70e35,WI,82e3a69a962f671018f25a7757f2656c6d98bb2a59fc00248c209917dd349867
payroll_roster,False,253086,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",124.294825,Cassopolis,2016,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-3fae25a3ed4924d7897167ca,MI,45f7e47d47b821b5616104121272885c498fdba9c5756fd938f022621e2fa464
payroll_roster,False,253411,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",124.135416,Butler,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-8d5b22f8af3b9edc32843576,WI,95f08371834697c2179f2da4b26f707f5810a525ac84614669eed2510abb2760
payroll_roster,False,257459,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",122.183649,East Fishkill,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-02480acf33f794ab85bab966,NY,40e8a5bc69a8a16116af4ebf7c663f7a14f237fd03184e61ed2aafc0d2546b92
payroll_roster,False,268089,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",117.338943,Cooperstown,2017,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-b3492a0c24c9499015cb91b2,NY,ca0074493e24d34bbae4d5e663fed7c91ed66b48ab036ed70f891bbcc2c98b19
payroll_roster,False,273370,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",115.072173,Manalapan,2015,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-290e17e93382f7c2cedff202,FL,c511047510b86b669e1c0b54ba0680a0f3d4ca487ca093e8e8fea900038660d8
payroll_roster,False,275768,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",114.071538,Biscayne Park,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0db8cea13d05b4f828e2a89f,FL,21e66b489ae4b0eceba7424a9c3e3aec2d74be93fdf61aa5d84eca59002c9974
payroll_roster,False,278242,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",113.057267,Frankfort,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-17c845f4e39276ccad0c8de3,NY,03102cb6c8b6d917b2feb3c7a658df43185ed4f06871a55748387abb1d93cb0a
payroll_roster,False,280870,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",111.99943,South Hackensack,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-75c5f651e82983f36d0e47c1,NJ,a4efeb7697f83602ac0fd2e9d605a43ce38a83306586a813299d119e1a4f8769
payroll_roster,False,281350,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",111.808353,Geneseo,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-d21674148b82090c0c8eb2f6,NY,2fae02ace6853c49c851eba1be3ee96c8df9c95c8efbecb3700e704437b80113
payroll_roster,False,281383,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",111.79524,Biscayne Park,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-42186d55282d1a6e3afa714c,FL,e23cd4e23f139cf59fe3ee08e4749138be9eff422516992a68f83a8c8703efcb
payroll_roster,False,286020,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",109.982798,Lawrence Park,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0833b025749a610127cead77,PA,311151dc675d4332a1f0fa80c5fcd767e49372c06a5f196f607a032f175a82b5
payroll_roster,False,294007,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",106.995004,Windber,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7dbf534f16bcef6b1ab47e6e,PA,c0abb068796015aeb837ff1e9582f7a44a17921f73cd1afdfe270f921db24cfc
payroll_roster,False,299762,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",104.940853,Porter,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-4849a4c8f438266bbf4b42ac,IN,496f2802ba030d1e379c776fc0bdc8946985fd9aa60b34e296d5c03d58d5f8eb
payroll_roster,False,300904,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",104.542578,Broadview,2023,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-d6c9b3dab1edc7816defa6bc,IL,c7c3af8099dca3c79f78b155c6e3f5e738f954ff7503946c79d3174dfe1f6c64
payroll_roster,False,303389,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",103.686291,Orchard Park,2018,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-8efb529f4db6cd759678e3ca,NY,e10e9ae8406d0531556d3c56eceb6d7e4bf28a2a4f5b7b3ef7483afc14d8ce1d
payroll_roster,False,314166,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",100.129486,Hubbard,2017,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6421a99b7cc2173bc1ac652e,OH,d0711b0a927a6984036d68d72856061b591e9d756d67a4846a687cfd7eaa145d
payroll_roster,False,346145,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",90.878909,Nutley,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-2af94c9fdfbc65eca4123a52,NJ,6e00a22202c5f2c642c19f2318e16072a77ae1b83a1d6a3df0d9e6ef9f3c80a6
payroll_roster,False,357992,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",87.871461,Woodstock,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-006f49dac236e320939c9bd1,NY,e57838ab4c8e6eb3920e99ac8a203b7b477b51272b36e270c2d7c9ebdc82e403
payroll_roster,False,358821,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",87.668447,Ticonderoga,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-8f1cd5df2c43322e768e8cfc,NY,3dd28bd40c313fa6ed5e1c3839283fd6a7d95a1f1ab75867a5d4f3621badc250
payroll_roster,False,366453,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",85.842605,Ferdinand,2026,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-8fa760b045af27a8615aed45,IN,e1bbcf3f773ca8cb06a075c2f4ed356c826c4afa3e7e6bbb91b64bdd6854998a
payroll_roster,False,370264,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",84.959056,Detroit,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-66257d766502c50063db472a,MN,7b02d1e5a1487d4b681dd8719839425a5cd108e60380e6241705c2a9fd3fff24
payroll_roster,False,373645,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",84.190288,Poland,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6cb6ad34b275543ee4932a19,OH,fe970920c277a4b4995b2d0707c9b71ef51032a29f00778c76af3d10fd8159d2
payroll_roster,False,374076,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",84.093286,River Hills,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7c342977b615d1b7298efd70,WI,1bc7a58918f531bb44320bb0f4f815798b1b1bbd306ae75e623f14dd82af8486
payroll_roster,False,374390,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",84.022757,Butler,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-1524a80f3d1fe0b22509a956,WI,7a70deb0404d1e8376625ae0fbcecc1b62a865871d455cb921d62447a0d74664
payroll_roster,False,381644,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",82.425716,Barrington Hills,2015,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-1e509c776a3cbb63fd6c8640,IL,fe26762b395916f147d112ddd8ab9d07c9e9872513a9ed4322abe2134920e0f3
payroll_roster,False,382076,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",82.33252,Belle Plaine,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-70d1dccc84730eb36cbc21a6,MN,ae93bbf05e645168cbbec0d9a26a259ce647da263711dba7a2b030c2d1615568
payroll_roster,False,385607,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",81.578602,Franklin,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-30141d5b64f5ff9ca2c838a8,MI,3e366fc9f0700c25ce7eb7ac03380173f72e5b8464abaad437e4ad3b0a09a146
payroll_roster,False,386416,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",81.407809,Lake View,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-366ca3a2bd7a172db92a5993,SC,f5c6c909d86354b7b3d2ef8b5f00615e9b71bffc8bc286437a0416dec585e70e
payroll_roster,False,389874,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",80.68576,Cooperstown,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6936afb3ed9893f1f6f1e282,NY,bd7bd4ae48ca8d3498219d5a2c3597fd8a794f4842834b3f16286e72a9f5e7c1
payroll_roster,False,391129,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",80.426867,Lake View,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-790335f2f15eef388280d02d,SC,4b73998783e8ced7b251985271ee165a385c1f0b524bca009b5d9e3db17ca9c0
payroll_roster,False,401050,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",78.437302,Cooperstown,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-f8447ef8de43613ef07acac6,NY,8be2aa8bbebb1eea3966b31940fb5e67f0e6f67a38541f74c3aff4195380f180
payroll_roster,False,422559,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",74.444705,Langley,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-f41c5241d513bfcce4014368,WA,5d8bc576f253a5711b1f61cc8ebc10d05ba73a3438d36bea89176a947cbcee0a
payroll_roster,False,426001,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",73.843207,Langley,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7d6d8a5320581254e5d403d3,WA,c838095d47a58bb3a7b9ef403101a8f0d5e9be13b068ac20ace3b83c4ef410c1
payroll_roster,False,426119,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",73.822758,Woodstock,2026,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-00b89034742ab36069a29e1e,NY,ec693b7cf16aa177459157a3f29d804429828e180c1927b227dd0f2d30d6c15f
payroll_roster,False,434416,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",72.412802,Delaware,2022,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-e26b3a22e6693db2cee162e3,OH,43d5911c11c48bf126e92748d7f75bed81570e8a2f102465793f97d15b50c377
payroll_roster,False,437198,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",71.952022,Frankfort,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0c7cc2f384fcc094b362e586,NY,08e7b8edc50254ed3918532364e855dbb36fa6196282681578c6e29e0485222a
payroll_roster,False,441019,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",71.328628,Ohio,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-8869828a0fdd5ea4218c5836,OH,0def7e7f3532648b77a9f8fe396a1f8ab774c8d4988574b9007835f3f179c6b5
payroll_roster,False,442131,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",71.14923,Franklin,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-da0ad646903e4604e07c8692,WI,549ed636979981f4bebbb07ae24fd8b7cd83c73bc1d767a50d37d03b22a4477d
