mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status
mix_443a1af8615f3d1f161f48d4,cexrem_f09cc0a9db4f3b170fc9268a,doc_07a25ff891920b4d732a180c,ttd_f540ed99a9b2bfa9aa8c9066,sr_a925a781be81468ae85e6da1,NSCQ-CO-20260720-0012,CO,Greeley,CITY OF GREELEY,police,cba,qobs_0d41f6fbda5e5132b362e837|qobs_24d1334a7e2060d186ff5c8d|qobs_de595251f1371b2aa1500d0b|qobs_a0f1ba42f923909a2742de39|qobs_b4ab4787badb067c4035630c,lobs_0d41f6fbda5e5132b362e837|lobs_24d1334a7e2060d186ff5c8d,5,2,medium,ARTICLE_VIII_SALARY_STEP_SCHEDULE_BASE_W|ARTICLE_VIII_SALARY_STEP_INCREASE_ELIGIB|ARTICLE_VIII_SALARY_CHIEF_DISCRETION_RET|ARTICLE_IX_HEALTH_INSURANCE_80PCT|ARTICLE_IX_DENTAL_PLAN_SAME_AS_CITY_EMP|ARTICLE_IX_LIFE_INSURANCE_1_5X_AND_1000|ARTICLE_IX_LINE_OF_DUTY_DEATH_100PCT_HEA|ARTICLE_VIII_TUITION_ASSISTANCE_GRADE_EL,provisional_unverified
mix_0854b475c2903fb479f26388,cexrem_e6343c9ba63f07f57371bac3,doc_29aee11acaa53bef34500332,ttd_41e01843f2229b36c75d740b,sr_5f19f82f3b02944a64d6bc5f,NSCQ-CT-20260720-0023,CT,Danbury,CITY OF DANBURY,fire,cba,qobs_0e253a46c549fe9d542c4b5e|qobs_3b0a17652992b9238f346e70|qobs_3c1afc99fc0fe5fa53fe0fee|qobs_0fccb5c5673f79c2d40dd6e6|qobs_509f4014ec3e0e5f33fa4851,lobs_0e253a46c549fe9d542c4b5e,5,1,low,FUNDAMENTAL_BASE_PAY_RULE_STEP1_FOR_NEW_|FUNDAMENTAL_BASE_PAY_RULE_STEP2_FOR_1_TO|FUNDAMENTAL_BASE_PAY_RULE_STEP1_FIRE|FUNDAMENTAL_BASE_PAY_RULE_STEP2_FIRE|FUNDAMENTAL_BASE_PAY_RULE_STEP3_FIRE|BASE_STEP_ELIGIBILITY_BY_YEARS_AND_CERT|OCFI_MINIMUM_FOUR_HOURS_AT_OVERTIME_RATE|OCFI_WEEK_ROTATION_FORFEIT_DAILY_FLAT,needs_review
mix_1ac315d0993aef015c535085,cexrem_14c020965f446057788c02c8,doc_a5609eb593cf8d7063d93b2b,ttd_fa0a45ed5b869e67611449b0,sr_0c7496cb87bef660439694be,NSCQ-DE-20260720-0016,DE,Seaford,CITY OF SEAFORD,police,arbitration_award,qobs_c14e5f35c6c493a2ee4615cb|qobs_8760bed95437525491b21286|qobs_7b52df0932d5af22c660a7e9|qobs_ae232ea5863e119762b9bb03|qobs_8695c543f32d2bd8bbba8cfb,lobs_c14e5f35c6c493a2ee4615cb|lobs_8760bed95437525491b21286|lobs_7b52df0932d5af22c660a7e9,5,3,medium,SALARY_YEAR1_GENERAL_INCREASE_7_1_8|SALARY_YEAR2_GENERAL_INCREASE_3|SALARY_YEAR3_GENERAL_INCREASE_3|STEP_INCREMENT_INCREASE_STEPS1_TO_2_FROM|STEP_INCREMENT_INCREASE_STEPS1_THROUGH_3|CBA_PARA_17_2_STEP_RULE_EFFECTIVE_7_1_00|STEP_INCREMENT_RECALIBRATION_BY_YEAR_1_2|RETROACTIVITY_SALARY_INCREASES_TO_7_1_00,provisional_unverified
mix_3c7dbebdd88c5e607551e879,cexrem_7af30c827c93c34ccaee92ca,doc_0a3a497e310c64dda69af9c5,ttd_b07579d3a11bf7c9e6f2801c,sr_4ed758c8b2142655eabb793f,NSCQ-FL-20260720-0039,FL,Coral Springs,CITY OF CORAL SPRINGS,police,cba,qobs_5b2430241262e7cf264c7f5d,lobs_5b2430241262e7cf264c7f5d,1,1,medium,WS_COMP_LIEU_BASE_SALARY_PERCENT_FOR_UPT|WS_COMP_LIEU_BASE_SALARY_FOR_UP_TO_1040H|HEALTH_PREMIUM_PARTTIME_AMOUNTS|HEALTH_PREMIUM_RETIREE_NOT_ON_PLAN_AMOUN|HEALTH_PREMIUM_SPOUSE_NOT_ON_PLAN_AMOUNS,provisional_unverified
mix_f177c486ee175d5a251a79a4,cexrem_f5ec171068921abba0ae8aeb,doc_8667a1c549cfcdec10592a2a,ttd_d56a6e830a627b78a81fac76,sr_2260803be26cc119dc9e1fe1,NSCQ-FL-20260720-0100,FL,Delray Beach,CITY OF DELRAY BEACH,non_safety,cba,qobs_60e861c8491a12331fbea1bf,lobs_60e861c8491a12331fbea1bf|lobs_638aeebccacdf45ad2a7fd91,1,2,medium,BASE_PROMOTION_INCREASE_RULE_MIN_NEW_|BASE_SALARY_INCREASE_EFFECTIVE_DATE_ON_|ASE_BONUS_5_PERCENT_OF_GROSS_PAY_PER_PAY|ASE_BONUS_10_PERCENT_OF_GROSS_PAY_PER|ASE_BONUS_15_PERCENT_OF_GROSS_PAY_PER|CERTIFICATION_TESTING_EXPENSES_REIMBURSE|RETENTION_INCENTIVE_PAY_2200_ONE_TIME,provisional_unverified
mix_588f63f5fdc85ee0404bbdd0,cexrem_0b4d1de0c905c0e502656083,doc_9206a36b41bfc718d868adcf,ttd_9c2e815c85a7b327f30cf008,sr_4051e7236ed55cae88d2a779,NSCQ-FL-20260720-0180,FL,Hallandale Beach,CITY OF HALLANDALE BEACH,police,cba,qobs_eef8184f99a83ea8906c8088|qobs_6249ef3cdf7b905d51728288|qobs_118fff69001e05a959efda3a|qobs_e348a099481120fbe243b64d|qobs_3f0891a08b823668d6e97785,lobs_eef8184f99a83ea8906c8088|lobs_6249ef3cdf7b905d51728288,5,2,medium,PAGE29_SECTION21_1_STEP_ADJUSTMENT_UP_BY|PAGE29_SECTION21_1_WAGE_INCREASE_ALL_MEM|PAGE29_SECTION21_1_WAGE_INCREASE_2024|PAGE29_SECTION21_1_WAGE_INCREASE_2025|PAGE30_APPENDIX_A_STYLE_ANNUAL_VALUE_223|PAGE29_WAGE_ADVANCEMENTS_IMPLEMENTATION_|PAGE31_EFFECTIVE_AT_BEGINNING_OF_PAYPER|PAGE29_LONGETIVITY_ELIGIBILITY_CUTOFF_,provisional_unverified
mix_6e4d4cfe59bd23367bf8ad3f,cexrem_59dbc58c49bab227835759a8,doc_9819a2cf3b52a40f09f970b7,ttd_83a87fe802f4d6d28a01427a,sr_4df7d032d5e831a67fdfe510,NSCQ-FL-20260720-0229,FL,Lake Wales,CITY OF LAKE WALES,fire,memorandum_or_settlement,qobs_7635976b0d861763cb2fa1eb|qobs_f04182bd3ca55f7109025cae,lobs_7635976b0d861763cb2fa1eb,2,1,medium,COLA|MAJOR_CLAUSE_PARAMEDIC_PAY_INCREASE_BASE|COLA_IMPLEMENTATION,provisional_unverified
mix_3103bbfdbdb1f6afcd393c9c,cexrem_664e1a49bc45f7ccd575ea3a,doc_ddc72cd0a817c77f151f3ab2,ttd_34709251567676c562de1181,sr_4ac2e5112eccfc66da5a358f,NSCQ-FL-20260720-0120,FL,Oviedo,CITY OF OVIEDO,police,cba,qobs_e3011db02f97fde2bbcd2c08,lobs_e3011db02f97fde2bbcd2c08,1,1,medium,PROMOTION_WAGE_INCREASE_WHICHEVER_GREATH|PROMOTION_WAGES_STARTING_SALARY_VS_10PCT,provisional_unverified
mix_02d93410c0d3441daf9315f8,cexrem_22bf7ad917ea4f62773e2c0f,doc_e08dd95cb1a77cd5b400bee3,ttd_f4f8cdf366640f261d142511,sr_50c8c8c685dde95ae530de47,NSCQ-FL-20260720-0110,FL,Palm Beach Gardens,CITY OF PALM BEACH GARDENS,police,cba,qobs_0ca3a046bf59fc283f5f0170|qobs_59a0ee99e42d0caa0e4946ab|qobs_b7bf193737a56fffafcaf524|qobs_b32d636e8208c6234a852f99,lobs_0ca3a046bf59fc283f5f0170|lobs_59a0ee99e42d0caa0e4946ab|lobs_b7bf193737a56fffafcaf524,4,3,medium,R5_BASE_INCREASE_2027_COMMS_8PCT|R6_BASE_INCREASE_2027_OFFICER_SERGEANT_1|R4_BASE_INCREASE_2026_10PCT|R12_PROMOTION_SERGEANT_SALARY_INCREASE_5|Q_SELECTION_REGISTER_75PASS_ASSESSMENT|Q_PROBATION_12MONTHS_PROMOTIONS|Q_EXTEND_PROBATION_UP_TO_12MONTHS_EDUC_Y|NB_LUMP_SUM_EXCEED_MAX_NOT_ADDED_TO_BASE,provisional_unverified
mix_fda34d70050cd79ec29f5d9d,cexrem_a42e85c41930c5292d2a5555,doc_00f189ad9659a24159a223b5,ttd_b20d67e96806f6c0ccaf488a,sr_3283b5fca0e170f8265f266b,NSCQ-FL-20260720-0112,FL,Pensacola,CITY OF PENSACOLA,fire,cba,qobs_1ac808fb0fcde6081ddf7df0|qobs_8646742680b0acbe85e94226,lobs_1ac808fb0fcde6081ddf7df0,2,1,medium,DOCUMENTED_PERCENT_INCREASE_TO_ANNUAL_SA|PROMOTION_BASE_PAY_INCREASE_OR_NEW_MIN|OVERTIME_ONE_AND_ONE_HALF_TIMES_STRAIGHT|WORK_PERIOD_LENGTH_FOR_OVERTIME_CALC|OVERTIME_CALC_AND_UNSCHEDULED_OVERTIME|OUT_OF_CLASS_DIFFERENTIAL_10_PERCENT_PRE,provisional_unverified
mix_2132fb753747dc707e929251,cexrem_a69df6dc79896f76b34ad21a,doc_c80078ebb08dca3c8c13bd3e,ttd_7466918efa7c45e8bf1a2132,sr_a0cf04650a1978eb5668a094,NSCQ-FL-20260720-0230,FL,Safety Harbor,CITY OF SAFETY HARBOR,fire,cba,qobs_8623c8df1363dd9c571c7a1b,lobs_8623c8df1363dd9c571c7a1b,1,1,medium,CBA_7_LES_STEP_PLAN_GENERAL_WAGE_INCR_4P|CBA_7_APPENDIX_A_STEP_PLAN_CREDIT_YEARS|CBA_7_ART14_KELLY_DAYS_EFF_10_1_2026|CBA_7_ART9_FUNERAL_LEAVE_DURATION|CBA_7_ART11_SICK_LEAVE_PEHP|CBA_7_ART19_UNIFORM_REIMB_AMOUNTS|CBA_7_ART22_TUITION_REIMB_PROCESS_LIMITS,provisional_unverified
mix_62489ae688fba53f71f14ad4,cexrem_e53e006ab799c35b732250fe,doc_e762e210a35576354c2ad89f,ttd_f9dd5aac9d6e34813a80c1fc,sr_2bb540ef1776c52ac16a475c,NSCQ-FL-20260720-0179,FL,West Melbourne,CITY OF WEST MELBOURNE,police,cba,qobs_850a6509b629be4f2c73358f|qobs_3d35eff8fc567725cab7829e|qobs_c4dfa1d000a9b0132cc067d6|qobs_6ebae07393432bcc1eb25895|qobs_609278cba1567ceffc1ca6fa,lobs_850a6509b629be4f2c73358f|lobs_3d35eff8fc567725cab7829e|lobs_c4dfa1d000a9b0132cc067d6,5,3,medium,BASE_WAGE_RANGE_MIN_CHANGE|BASE_WAGE_RANGE_MIN_TOP_CHANGE|BASE_WAGE_INCREASE_RULE_5_5_PERCENT_BASE|BASE_WAGE_INCREASE_RULE_7_PERCENT_WITH_6|BASE_WAGE_ONLY_5_5_EXCEPTION_BOTTOM|NON_BASE_LONGETIVITY_ONE_TIME_PER_YEAR_1|NON_BASE_LONGETIVITY_ONE_TIME_LESS_THAN_|NON_BASE_LONGETIVITY_TEN_YEARS_1150,provisional_unverified
mix_911eb05673dbd1e28efd214e,cexrem_b825de58157f3ac5c320fa6c,doc_ea2f111c62e2b2c09fcc727b,ttd_b4b9ac4354bc6f5444c37a76,sr_14a719294983d39462d4aa03,NSCQ-IA-20260720-0033,IA,Marion,CITY OF MARION,police,cba,qobs_a9da8677ddb91811e06c5ae1|qobs_3ab68b031670fb399f538869|qobs_f83ec5e087ea567639e74a11|qobs_8e5656bc8b9d298c2f44abdd,lobs_a9da8677ddb91811e06c5ae1|lobs_3ab68b031670fb399f538869,4,2,medium,BASE_WAGE_EXTRACTED_FROM_ANNUAL_AND_HOUL,provisional_unverified
mix_9b034e0fae60bd5d7dad64e0,cexrem_bc003451d8f670262c031511,doc_741d42489c0a63ac3f92c94c,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,qobs_1542090aec0ae417a714cb2e|qobs_29cffb2730f0f7e4e9210da8|qobs_9082b7601a968656a2b6e652|qobs_525f3957473fdc58b6a6a52d|qobs_b7d5ff5a8ec42c242924a4c7,lobs_1542090aec0ae417a714cb2e|lobs_29cffb2730f0f7e4e9210da8|lobs_9082b7601a968656a2b6e652|lobs_525f3957473fdc58b6a6a52d,5,4,medium,COLA_AND_MARKET_ADJUSTMENT_STEP_INCREASE|ONE_TIME_MARKET_ADJUSTMENT_STEP_INCREASE|EFFECTIVE_DATE_SALARY_SCHEDULE_IN_EFFECT|SALARY_STEPS_TIME_IN_SERVICE_EVALUATION_|COLA_CPI_W_ROLLING_AVERAGE_GUIDELINES|PAY_MATRIX_STEP_RANGE_INCREASE_OCTOBER_1|PARAMEDIC_PREMIUM_DIFFERENTIAL_REMOVED|MERP_NON_BASE_COMPENSATION,provisional_unverified
mix_0806fb4413d5aafe9f32d0b6,cexrem_fed0a9d3d0231cbeaf2ed74f,doc_ddf83440281c05bb4d211e41,ttd_c8f34877a488aca873f1703c,sr_79b68a27a5157112741b3c40,NSCQ-IL-20260720-0069,IL,Carbondale,CITY OF CARBONDALE,police,cba,qobs_4a6b8943d4fd820bdad42ca3|qobs_a2279729f284c1cdee0b0885|qobs_6a49ffc0e2260b3d87ea4dd1|qobs_f4a831ad527c31498b2066db,lobs_4a6b8943d4fd820bdad42ca3,4,1,medium,FY24_BASIC_HOURLY_COMP_SCHEDULE_EFFECT_5|CPI_U_REOPENER_GREATER_THAN_12_BARGAIN_W|HOLIDAY_PREMIUM_NOT_BASE|UNIFORM_ALLOWANCE_AND_DRY_CLEANING_NOT_B|FIELD_TRAINING_OFFICER_STIPEND_NOT_BASE,provisional_unverified
mix_feaab0933f3fd8757d62d242,cexrem_31574721c173676aa7bc9225,doc_78eb74414637d2ac0327cfd7,ttd_6764fc5b4defc08849b1b70e,sr_a5c8ec277a2e32039e76af55,NSCQ-IL-20260720-0062,IL,Normal,TOWN OF NORMAL,fire,cba,qobs_51753ef59e0d255ff5949fcc|qobs_b1be5fb2fab3e21e5c6600b4|qobs_845e7e32171b89c4f975990f|qobs_93cb3631a8ec86ea22964dd4,lobs_51753ef59e0d255ff5949fcc,4,1,medium,BASE_WAGE_INCREASE_EFFECTIVE_2020_TO_732|BASE_WAGE_INCREASE_EFFECTIVE_2021_TO_749|BASE_WAGE_INCREASE_EFFECTIVE_2022_TO_766|BASE_WAGE_INCREASE_EFFECTIVE_2023_TO_783|LONGEVITY_STEP_ADJUSTMENTS_ON_EMPLOYMENT|RETIREMENT_HEALTH_SAVINGS_ACCOUNT_SALARY|PARAMEDIC_CERTIFICATION_WAGE_DIFFERENCE_|PARAMEDIC_CERTIFICATION_OUTSIDE_GROUP_WA,provisional_unverified
mix_a675ad46befc2f847bb76ce5,cexrem_4b7930faa9295221b271789e,doc_dbe16f66d924ff4aa0791731,ttd_3baf55557ed7318f91358b3f,sr_cfc4dd12e1f1f056ef10b208,NSCQ-IL-20260720-0075,IL,Quincy,CITY OF QUINCY,non_safety,cba,qobs_f748713d284c85102c14e8cf|qobs_f2e16bc12a2abda3085ada7b|qobs_a93aa59d3bb2511a1db60e2e|qobs_9d00373c67ca5ad96f6084e7,lobs_f748713d284c85102c14e8cf|lobs_f2e16bc12a2abda3085ada7b|lobs_a93aa59d3bb2511a1db60e2e,4,3,medium,HOURLY_RATE_INCREASE_TO_MAX_RATE_RANGE|HOURLY_RATE_INCREASE_TO_TOP_RATE_AFTER_3|IMMEDIATELY_RECEIVE_MAXIMUM_RATE_LOWERED|IMMEDIATELY_RECEIVE_MAXIMUM_RATE_RETURN|QUALIFICATION_TEST_CONDITION_BEFORE_RATE,provisional_unverified
mix_ff75a229aec9215fb4cb06a6,cexrem_dc791d0d491dc0a433922d59,doc_4eaeb17a4a88cf72557e3248,ttd_e90dde92fd3f4abd3fe1c6a6,sr_d8e0cae01d520b5addaeaab2,NSCQ-IL-20260720-0055,IL,Skokie,VILLAGE OF SKOKIE,fire,cba,qobs_7a6c8a4908b0478167247978|qobs_de28ba8fea82b095d012e7a2|qobs_1c5a70d7d98666647e2e19d2|qobs_15a7476e4c5a5ebbbbda8418|qobs_6f27b42b68e182678b75635c,lobs_7a6c8a4908b0478167247978|lobs_de28ba8fea82b095d012e7a2,5,2,medium,EVT_ACROSS_THE_BOARD_EQUITY_ADJUSTMENT|EVT_ACROSS_THE_BOARD_SALARY_ADJUSTMENT|BASE_SALARY_SCHEDULE_STEP_A|BASE_SALARY_SCHEDULE_STEP_B|BASE_SALARY_SCHEDULE_STEP_C|STEP_INCREASE_INTERVALS_AND_ELIGIBILITY|GRIEVANCE_REMEDY_FOR_DENIED_STEP_ADVANC_|LON_GETTING_STARTED_SCHED_VALUES_MONTHLY,provisional_unverified
mix_25efb917b9354a89ce63760d,cexrem_49dfe4f44d1064b2d1c1f338,doc_f3a8c5d850626a40b5c56df8,ttd_065156d1d0746f27646cb4df,sr_32786611fb6285f4b9d0ad9d,NSCQ-IN-20260720-0031,IN,Lawrence,CITY OF LAWRENCE,non_safety,ordinance_or_policy,qobs_f36e3f4b3de743590affc1ba|qobs_3b3350f26db53b5da83a959a|qobs_ec4f52fc46e62858d1a51c77|qobs_83c4551fa846e056b9a96ae7|qobs_4095f4d2e37a285ebc14d23e,lobs_f36e3f4b3de743590affc1ba,5,1,medium,SECTION_1_BASE_WAGE_RANGES_EXEMPT_AND_HO|SECTION_4_AUTOMATIC_ANNUAL_INCREASE_RULE|SECTION_OTHER_TECHNICAL_PAY_AND_OTHER_AD,provisional_unverified
mix_021e3b25e3b47bd01638b94d,cexrem_ac0baf0243c56f075bddd3a0,doc_8f4026ddc1fbdfac7627ca4f,ttd_a43aeee358fd3e199af6cf73,sr_eead7747b3c2edef47e79614,NSCQ-KS-20260720-0012,KS,Lawrence,CITY OF LAWRENCE,fire,cba,qobs_0ff5e9d96b8cc726d7def290|qobs_f0c3e2846e3a2854a264b070|qobs_7088be26d8bb7d71b4b69f48|qobs_b1db3bccb8a980ccd9599bbb|qobs_531f390ecf64fcdd1b2eb00e,lobs_0ff5e9d96b8cc726d7def290|lobs_f0c3e2846e3a2854a264b070,5,2,medium,BASE_PAY_STEP_COUNT_FROM_COMP_PLAN|BASE_PAY_STEP_INCREASE_FACTOR_PREVIOUS|MERIT_INCREASE_STEP16_TO_HIGHER_STEP_BY_|MERIT_INCREASE_STEP15_BY_3_STEPS_5PCT_IN|MERIT_INCREASE_STEP16_TO_20_BY_4_STEPS_5|MERIT_STEP_MOVEMENT_AND_EVALUATION_EFFE|GENERAL_WAGE_ADJUSTMENT_TIMING_AND_REOP|LONGETIVITY_RATE_PER_MONTH,provisional_unverified
mix_2fed0c88ad3d3ec6d79e36d8,cexrem_5dedfead530241fbce590d1d,doc_68a014389376652124165574,ttd_e53a1b15cba67200bc9fa5d6,sr_109c0a6a52316b256a3af46d,NSCQ-MA-20260720-0141,MA,Greenfield,CITY OF GREENFIELD,fire,cba,qobs_b240512058d0572b0f7c9765|qobs_1bd00843fc299a3fdc5cda36|qobs_9d4cbec043d55973014f224d|qobs_e69ee64427af35166d97e9f5|qobs_84335743d4955d6a7ed7585a,lobs_b240512058d0572b0f7c9765,5,1,medium,BASE_WAGE_INCREASE_BY_CREDITS_10_POINTS|BASE_WAGE_INCREASE_BY_CREDITS_25_POINTS|BASE_WAGE_INCREASE_BY_CREDITS_40_POINTS|BASE_WAGE_INCREASE_BY_CREDITS_60_POINTS|BASE_WAGE_INCREASE_BY_CREDITS_90_POINTS_|BASE_WAGE_INCREASE_MECHANISM_CREDIT_ACC|NON_BASE_ONE_TIME_PAYMENT_PROBOARD_CERT_|NON_BASE_REIMBURSEMENT_EMT_CERT_FEE,provisional_unverified
mix_70bad7948ad736429637da8b,cexrem_804fdf02fc05f4834231d87a,doc_38eb39e9e86cf388f9f95691,ttd_6d4894327c3eb0c1d4772631,sr_5f0368a2840df9c86be0eb1f,NSCQ-MA-20260720-0044,MA,New Bedford,CITY OF NEW BEDFORD,fire,memorandum_or_settlement,qobs_6a58717160e111f15ed36ee6|qobs_420384d7d8c13d1f4c3f1cf6|qobs_461bdfa3bed174228991b997|qobs_4075d03c903ed7e2364b0178,lobs_6a58717160e111f15ed36ee6|lobs_420384d7d8c13d1f4c3f1cf6,4,2,medium,ARTICLE_20_WAGES_INCREASE_EFFECTIVE_JULY|ARTICLE_20_STEP_5A_DESCRIBED_AS_THREE_P0|ARTICLE_20_STEP_5A_ELIGIBILITY_YEARS_REN|ARTICLE_20_STEP_5A_EXCEPTION_FOR_LIEUTEN|ARTICLE_20_FLOATER_TRANSFER_STIPEND_INCR|ARTICLE_20_EMT_STIPEND_2000_EFFECTIVE_JU|ARTICLE_20_STIPEND_PAID_DECEMBER_1_NOT_B|ARTICLE_23_SICK_LEAVE_FUNCTIONS_EXAMPLES,provisional_unverified
mix_0da545ba4de2522334bdb787,cexrem_e440d0d602f08abfc33b5007,doc_7fbc9ddc7fe1e13527e8a0d7,ttd_f6addb11bb545164a02299a9,sr_2a53e75211ac070680ebe0e2,NSCQ-MA-20260720-0094,MA,Salem,CITY OF SALEM,non_safety,cba,qobs_7b2d13d2c2a556a2945e58df|qobs_79f29bc1a59ae22724268ff0|qobs_afdf1d81171a31c9c9c014c1|qobs_1adc35879766d4a1e2dd0104|qobs_3c4f41d10db5684ab7291047,lobs_7b2d13d2c2a556a2945e58df|lobs_79f29bc1a59ae22724268ff0,5,2,medium,P9_ART8_PAY_CLASSIFICATION_EFFECTIVE_202|P10_LICENSE_HOURLY_UPGRADE_050_PER_HOUR|P10_STEP_INCREASE_ELIGIBILITY_ANNIVERSAR|P10_PROMOTION_STEP_MINIMUM_4PERCENT|P9_MOA_LUMP_SUM_1000,provisional_unverified
mix_e736fef684bf0c986ecc13df,cexrem_563a0466323779c46cb229ee,doc_43217a3766919c4805d90906,ttd_4fcd75928b39509aee3cf12a,sr_346a89c5f1515120aa023e79,NSCQ-MD-20260720-0034,MD,Cumberland,CITY OF CUMBERLAND,fire,ordinance_or_policy,qobs_5019ae3b77802be6d3b36d59|qobs_39279e2e494cfb3c2c3751d5|qobs_a490bbf622ff36f1bd120ed0|qobs_85c5709c7d5241f2f567bf22|qobs_df17d7a1a818beeeae31dc85,lobs_5019ae3b77802be6d3b36d59,5,1,medium,WAGE_GRADE_TOKEN|EFFECTIVE_DATE_REFERENCE_TOKEN,provisional_unverified
mix_605036f4e03aa93f3114480e,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,qobs_02cf16b14ae780a5964de0af|qobs_c46cc6b991eacd85d1e1a665|qobs_d89732344e9dd9836824d44b|qobs_8eb810058766b5de7bcc80de|qobs_4f436a7467a1c04f8f7c2b01,lobs_02cf16b14ae780a5964de0af,5,1,medium,BASE_WAGE_INCREASE_FROM_PRIOR_RATE_TOKEN|BASE_WAGE_INCREASE_TO_NEW_RATE_TOKEN|BASE_WAGE_PERCENT_INCREASE_MASTER_TOKEN|BASE_WAGE_PERCENT_INCREASE_SCHEDULE_STEP|BASE_WAGE_PERCENT_INCREASE_SCHEDULE_STEP|BASE_WAGE_STEP_PROGRAM_RESTRUCTURE_MECH|NON_BASE_CLOTHING_ALLOWANCE_AMOUNT|NON_BASE_DENTAL_COVERAGE_TOKEN,provisional_unverified
mix_32db066bbe3f7716192e3188,cexrem_c643d99030e4662aa1f2b597,doc_45cae9acac70a142ffeeaa1e,ttd_c03a9b63dea16c16cce60662,sr_c40ef0b5b5d00b2e25dc7cb7,NSCQ-MN-20260720-0015,MN,Duluth,CITY OF DULUTH,non_safety,cba,qobs_04a9b383f777af3239a206b5|qobs_980aba06a198d2473df9ba6d|qobs_b7ea68152aa5cef6c00a54dd|qobs_421bcc46ce0a1d17334efb3c|qobs_c46e2f622d25d77d186b6b98,lobs_04a9b383f777af3239a206b5|lobs_980aba06a198d2473df9ba6d|lobs_b7ea68152aa5cef6c00a54dd,5,3,medium,DOC_8_1_BASIC_HOURLY_RATE_INCREASE_2022|DOC_8_1_BASIC_HOURLY_RATE_INCREASE_2023|DOC_8_1_BASIC_HOURLY_RATE_INCREASE_2024|TRAINING_WAGE_FORMULA_6_TO_12_MONTHS_79P|TRAINING_WAGE_FORMULA_12_MONTHS_80P|ARTICLE_8_1_EFFECTIVE_DATES_AND_APPENDIX|ARTICLE_8_4_STEP_PROGRESS_AND_COURSE_CON|TRAINING_WAGE_NEXT_STEP_AFTER_JATC_RULE,provisional_unverified
mix_da77a64b4bd845875d2cce18,cexrem_dfc40cce66184a471cd27a1d,doc_c40e7e8e1140564726d1f623,ttd_04d35fdd7d9301f250bf1c0a,sr_66c930bfa1db5b5291032797,NSCQ-MO-20260720-0033,MO,Gladstone,CITY OF GLADSTONE,police,cba,qobs_5d3eb673fb3ac877e6cf9747,lobs_5d3eb673fb3ac877e6cf9747,1,1,high,PROMOTION_PAY_INCREASE_AT_LEAST_4PCT|PROMOTION_LOWEST_STEP_OF_NEW_CLASS_WITH_,provisional_unverified
mix_3bc29ae76c4bba07db83b0df,cexrem_b085f1c4fa070718aa9cb183,doc_785cacbe2dd0578f53885650,ttd_c385ffe4df79495f3a7067fe,sr_29f9947a9564b665e638555b,NSCQ-MT-20260720-0028,MT,Havre,CITY OF HAVRE,fire,factfinding,qobs_f1f9f921c1897ed0670ddc1c,lobs_f1f9f921c1897ed0670ddc1c|lobs_d5cf9fe3be6195a25efd2553,1,2,medium,BASE_WAGE_PROPOSED_PERCENT_INCREASE_RET0|WAGE_COMPARABILITY_CLASS2|PRECEDENT_INTEREST_ARBITRATION_COMPARIS0|HEALTH_INSURANCE_TIER_AND_CONTRIBUTIONS_|CALLBACK_TIME_ON_EMERGENT_AMBULANCE_|EMPLOYER_HEALTH_INSURANCE_PROGRAM_CONTR0|INSURANCE_PREMIUM_CONTRIBUTION_CONVERT,provisional_unverified
mix_411a9256dca44ae9d075d46b,cexrem_8f874b79109afd37ca03171b,doc_08b5ba425cdc6e33796d5932,ttd_32fb95b1da28c3c58fa2a2d9,sr_54d4733da5d100e386d52091,NSCQ-NE-20260720-0025,NE,Scottsbluff,CITY OF SCOTTSBLUFF,non_safety,wage_schedule_or_compensation_plan,qobs_d73ebc1d39cc8b48d5b36dc7|qobs_8e78c1f4e193499293c04f38|qobs_62ca25dc8b19c560d6ccb06e,lobs_d73ebc1d39cc8b48d5b36dc7|lobs_8e78c1f4e193499293c04f38,3,2,medium,HOURLY_RATES_GENERAL_EMPLOYEES_ONLY_BASE|ANNUAL_AMOUNT_TABLE_WITH_SAME_PAY_PLAN_H|HOURLY_RATES_IBEW_ELIGIBLE_EMPLOYEES_BAS|STEP_INCREASE_AFTER_ONE_YEAR_AT_DEPT_DIS|APPROVAL_SEP_5_EFFECTIVE_SEP_25,provisional_unverified
