review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason,resolution_classification,resolution_status,unresolved_flag,structured_basis,canonical_observation_id,duplicate_observation_ids
potential_quantitative_conflict,cex1000_bb94b3a47589687bfa15a57f,11,quantitative,qobs_b4a8ba6882648b0701533c87|qobs_05cafd3ebd6a0a4b06934d47,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_04b836ed41c17c6edeb241be,19,quantitative,qobs_7e6dfa8a35c9512167c97797|qobs_dd86396322628f1801dfe43a,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cex1000_2074e2fd9dfba2ce67029050,17,quantitative,qobs_8d584be93ed2057bab665e6b|qobs_331bdb1d5afe365ec99c8ea4|qobs_d971a6a38c819bb32eec2887|qobs_a48e80d73d01831ae65d9c18|qobs_b816f14e5f62836a2eb36d4f,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cex1000_717c3b80483aec1697f186d5,24,quantitative,qobs_835149ee462e6637e8f8700f|qobs_ef9a2d125eabc39f794099c6,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_717c3b80483aec1697f186d5,24,quantitative,qobs_b675a2e53a04a44de33bc59d|qobs_3f9b49ed145bb678d54a2852,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_35dc3daf0d4fcd0332f7d0e2,8,quantitative,qobs_e7d065a47ede9da2ca9c9bf4|qobs_c702c01aaa380ba5421a63ef|qobs_642603a66adb930a4bc11f89,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_af84a371c33fa01fd46e1def,9,quantitative,qobs_44c176d723a45d092b70a220|qobs_2a4ff935eacf0887f6e17bf6,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_af84a371c33fa01fd46e1def,9,quantitative,qobs_fe46d8e0f5e88cafcd12fcb9|qobs_ec129e9ee12c9cb34b781063,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cex1000_766e7fb59acb57ebd5420964,6,quantitative,qobs_20d65e665197b9e7ab2f882b|qobs_fb4e6561d95c8ce95e3d5a57,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Reason codes distinguish named/classified/market pay components.,,
possible_non_base_wage_quantitative,cex_6967b92238ab419d9d658bb2,33,quantitative,qobs_1547f92c49fc4ce216b399eb,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_98090552e5e889272128f1bd,16,quantitative,qobs_673e6f469f6383819adafc05,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a8b0a89bfcd3f21db563404c,12,quantitative,qobs_ac77bd3dea6ab8d7d6c0b514,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a8b0a89bfcd3f21db563404c,12,quantitative,qobs_b9d202876deeb73aa2f4549d,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_ab58f60853f3f470ab7b4550,3,quantitative,qobs_9d0a3ae3960edef12c082109,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,12,quantitative,qobs_12675747f529cc22643d267a,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,12,quantitative,qobs_358851fa61a74937ef101eb2,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,12,quantitative,qobs_547013330eda6b674902b6ab,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,13,quantitative,qobs_506590bed0fae04e37ec7b3c,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5bcf8fc4872759a9bb92a89b,10,quantitative,qobs_9a911ba6f32064b9c1ecd2a1,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_c30576f6b358214f6fa8d459,11,quantitative,qobs_a7d9c8996c6599c5f980d15f,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_fe5f0732483c83ed976081d2,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_caa2402b7c7f7e565bd88e2f,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_f0d9ae9c217ee556d2bdcb6e,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_8bed7fe526d64fc6765696b9,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2be7bdd7287b3a2f00090ecd,19,quantitative,qobs_8e3d458bd040fcfd560d8c9b,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2be7bdd7287b3a2f00090ecd,8,quantitative,qobs_8f07198b9dc54a268dda1339,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8e422fc7cff83da56aec2e17,11,quantitative,qobs_82f427dee4781b1dc13010fe,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_85f4e36aa58da0a367ebc4e5,25,quantitative,qobs_a8474b05c63b874f1552ae5b,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,8,quantitative,qobs_4c7f4861f0a6c8b7f0c038b9,1,POSSIBLE_NON_BASE_REIMBURSEMENTS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected reimbursements terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,8,quantitative,qobs_2ace8f053e2982f93a39a31c,1,POSSIBLE_NON_BASE_REIMBURSEMENTS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected reimbursements terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,7,quantitative,qobs_321a9ecdaaa78113f22b7db7,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_2674ed65bf442095b28bae00,1,POSSIBLE_NON_BASE_LONGEVITY,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected longevity terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_d49dbe7a1253a4345cd3bb9a,1,POSSIBLE_NON_BASE_LONGEVITY,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected longevity terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_c5a0345d30b90f83c4725de1,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,9,quantitative,qobs_bb631003d77687b4db8ca253,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,9,quantitative,qobs_3f7053226d6aa0e11cc078f9,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,10,quantitative,qobs_07a2b38ff3a40b99dd8a22db,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d56afb42faccde857d6ceaba,35,quantitative,qobs_fe154092e51e21f85dadbbd3,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d56afb42faccde857d6ceaba,35,quantitative,qobs_21a5a79843616d2edbe24023,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_fb56931c22da3938b1933bd7,18,quantitative,qobs_2b350a9b33a98959015e993d,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_fb56931c22da3938b1933bd7,18,quantitative,qobs_c4c366416560b0952be14ba0,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_31574344d8c91def7c527707,52,quantitative,qobs_aa7bafdbc5c0497379b452f7,1,POSSIBLE_NON_BASE_BENEFITS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected benefits terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_db21a7a81ef153a937019b6a,25,quantitative,qobs_5d2d95b233b1f94cda9d44a7,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_9237c602e6f58a80caac9f92,26,quantitative,qobs_599e27868a9429bf3e38ec2f,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_4fc9e2e33f52c7404e0263d5,1,POSSIBLE_NON_BASE_REIMBURSEMENTS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected reimbursements terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8492d48d29aa385a1727d246,11,quantitative,qobs_ea2c7a4faa80b18c518ba8ef,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,17,quantitative,qobs_88ed7f699c0325ae6592a4c9,1,POSSIBLE_NON_BASE_REIMBURSEMENTS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected reimbursements terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,16,quantitative,qobs_b31306f853bc63bb027b72e0,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,16,quantitative,qobs_e09525aade283075103c5440,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7a9626f998f407c9c69284fb,19,quantitative,qobs_1354b624c86e695a74ab7e12,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_0cae3a90688ce5612e8e9e91,13,quantitative,qobs_275ae8c2e7fd393d0a2f5999,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_3661b239ace0d41cf9fd555e,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_129257f63317ad64136df014,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_1a38b5bf4ebd337b7e2d79c7,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_b5e01f9cc0a1c5d068968047,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_97ec3eb28fbb5dcfa33a3149,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_2e8287659eb9d3cd175e851f,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8edceeb0ad4ae0322e14d92d,52,quantitative,qobs_dd8202d6beec469dbfc8c09f,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5ae5f98e2beab26ced8cb794,18,quantitative,qobs_34e7e12d1784727123afd4f3,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5ae5f98e2beab26ced8cb794,18,quantitative,qobs_2b8d1362d00761ad14e1e27c,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_90a52d9038b64c1a1778bdcd,14,quantitative,qobs_11f48dd556541aacd530d0ce,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,10,quantitative,qobs_1a4432d5a62366933ff45e3c,1,POSSIBLE_NON_BASE_LONGEVITY,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected longevity terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_4c3bc327d067d59fb7763e23,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_6647bd89a4b202b1abfa2f6f,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_aa3dd53a7c01eb85387c1950,6,quantitative,qobs_4966d913b199278293b2a3da,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8e895c0bb5dce19638945bf4,9,quantitative,qobs_149b1c512819ff835eb836d7,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_93d8c41615b89f0990db44d5,11,quantitative,qobs_d32c604e7f46186625f94248,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_271b0edd356bda45209830dc,5,quantitative,qobs_90249386fc69ee8c020b0a82,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_f33cb55b9017055bbcc5085b,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_b1335b82ecd100e7d867abf6,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_31f9c953218f19e7964688ca,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_a5bfda09da519aa0571566a9,1,POSSIBLE_NON_BASE_HEALTHCARE_CONTRIBUTIONS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected healthcare_contributions terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_2918ac2c6914abf42b3e6f1b,1,POSSIBLE_NON_BASE_HEALTHCARE_CONTRIBUTIONS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected healthcare_contributions terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_ef79bfa3f979667321b2c24d,1,POSSIBLE_NON_BASE_HEALTHCARE_CONTRIBUTIONS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected healthcare_contributions terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_34b684a9209ecd6ff1eaa31b,18,quantitative,qobs_dd6b835efdfadf68c8d8f127,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_34b684a9209ecd6ff1eaa31b,18,quantitative,qobs_d18e7b4cf6ae124765896a86,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_e469fdd18c2c380fe9bc356d,10,quantitative,qobs_3828e752a3d0d97a8c8050a8,1,POSSIBLE_NON_BASE_LONGEVITY,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected longevity terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_0b2d1d985795442c973d5786,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_8f15eacd6fcdb9d3c60f7d1e,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_30a76e281f5f36b716862289,11,quantitative,qobs_59950d582d1e474ad4a9d8ee,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_9523cb185bb9f74794fe3c5e,16,quantitative,qobs_c329ec0426fded06d486fc99,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5e2e8d155227ce4ce0db2b0e,3,quantitative,qobs_de24e72a38451fdcce1d16fa,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_c6e7e5d5d28aba07a1596a07,11,quantitative,qobs_7264b18f963ca78bd9616ac7,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_976546b71456fa236ffc00be,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_ce0d72e739eda9e4b7089bfc,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_470cfefab424214bb4fbdc85,24,quantitative,qobs_f228f3280bfd4237f01fba16,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_db0ea1cb4c5c8fc309ad6143,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_0d1666d1a4f2e5dd7d830c97,14,quantitative,qobs_11cd817869938fca85992ea3,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_20342df70b4375b7d1c4b8bd,21,quantitative,qobs_782a5810aa792ad8c952d0e2,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_96041e6bf3594bd45a314de4,17,quantitative,qobs_a94d220c662616359f2f75ef,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_96041e6bf3594bd45a314de4,20,quantitative,qobs_a6edecae7597c060fc9d7c1d,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,17,quantitative,qobs_877aeb89fda8d1167cd6c9db,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,27,quantitative,qobs_41b86413bd4b30d4b8e84b83,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,27,quantitative,qobs_224b64dd87d211132fad53a7,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_76ce5cec8b6bf25552be5669,19,quantitative,qobs_56867a4debd79b1d09fe7ef0,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_79aafe8118d39be51d73d715,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_bfdc42924c7f5a79c445e581,15,quantitative,qobs_c2c9b92f80cbf0140095413f,1,POSSIBLE_NON_BASE_BENEFITS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected benefits terminology in an active seed quantitative record.,,
