extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status,cumulative_cohort
cex_22fd8486a8983f9881a0f909,doc_ebec227745d9053e680b86d0,ttd_55f95ac4729cc02ec77a9aec,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0171_sr_d8a132477f09effcb39c4cec.pdf#page=12,5,0,0,0,0,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,23,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=23,1487,6,10,0,0,17,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,1498,6,19,0,1,6,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,24,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=24,1494,7,8,0,3,17,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,26,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=26,1498,2,23,0,4,10,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=25,22,0,2,0,1,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,27,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=27,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=2,1300,2,11,0,2,6,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=1,1495,0,34,0,6,1,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=3,14,0,1,0,0,0,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,10,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=10,1432,10,23,1,0,4,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=9,1498,2,23,0,6,3,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0155_sr_334b3d37f04e2c9c7a82ce51.pdf#page=11,244,1,4,0,1,0,no,no,,6,5983,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=1,1496,5,42,1,4,4,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=2,1495,7,9,0,5,10,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=3,14,0,1,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,18,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=18,1495,13,6,0,4,15,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=17,1496,9,20,2,1,7,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0192_sr_7002d50e3facdd8b4c81b544.pdf#page=19,3,0,1,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=1,1475,1,36,0,5,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=2,1007,2,6,0,2,3,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=3,14,0,1,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,24,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=24,1499,5,31,0,3,3,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,23,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=23,697,1,1,0,0,4,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_329cda24ea8fa2e5f44cf81c.pdf#page=25,1306,0,12,0,12,2,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=1,1497,8,22,2,6,8,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=2,1498,5,14,1,4,7,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=3,14,0,1,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,12,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=12,1480,1,11,1,5,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=11,1482,1,12,1,6,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_1fd94c2f9061c9c3d59e0719.pdf#page=13,27,1,1,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=6,1497,14,16,2,6,4,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=5,1492,1,10,0,2,5,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=7,1497,18,25,3,6,9,yes,no,,6,5993,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,21,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=21,1487,6,12,0,3,13,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=20,20,0,1,0,0,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0099_sr_9f9892dd6eb5e453d0feebc4.pdf#page=22,0,0,0,0,0,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=6,1493,4,9,1,3,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=5,1498,0,11,0,4,1,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=7,1496,6,5,1,3,1,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=15,1461,0,8,0,8,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=14,46,0,2,0,2,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0430_sr_09557ae995b3972e33fa3009.pdf#page=16,2,0,1,0,0,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,28,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=28,1497,6,19,0,3,19,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,27,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=27,1498,7,30,1,6,15,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,29,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=29,1467,2,12,0,2,18,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,37,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=37,847,0,70,0,3,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,36,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=36,686,0,63,0,3,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,38,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf#page=38,2,0,1,0,0,0,no,no,,6,5997,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=2,780,1,38,0,4,1,yes,no,,6,5986,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=1,125,0,4,0,1,0,no,no,,6,5986,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=3,1231,1,68,0,2,2,no,no,,6,5986,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=9,1448,1,11,0,2,0,no,no,,6,5986,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=8,1454,1,9,0,3,2,no,no,,6,5986,bounded_valid,corrected_500_seed
cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=10,948,0,11,0,2,0,no,no,,6,5986,bounded_valid,corrected_500_seed
cex_8bceef392695ce5e3441aa5a,doc_1fb0fc0378e068a414fbab3e,ttd_f8d2e8eb7890f94534f13b71,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0151_sr_60670629a56a85a61efc653f.pdf#page=2,1495,0,51,0,0,0,no,no,,5,4573,bounded_valid,corrected_500_seed
cex_8bceef392695ce5e3441aa5a,doc_1fb0fc0378e068a414fbab3e,ttd_f8d2e8eb7890f94534f13b71,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0151_sr_60670629a56a85a61efc653f.pdf#page=1,1305,0,31,0,0,0,no,no,,5,4573,bounded_valid,corrected_500_seed
cex_8bceef392695ce5e3441aa5a,doc_1fb0fc0378e068a414fbab3e,ttd_f8d2e8eb7890f94534f13b71,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0151_sr_60670629a56a85a61efc653f.pdf#page=3,251,0,7,0,0,0,no,no,,5,4573,bounded_valid,corrected_500_seed
cex_8bceef392695ce5e3441aa5a,doc_1fb0fc0378e068a414fbab3e,ttd_f8d2e8eb7890f94534f13b71,138,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0151_sr_60670629a56a85a61efc653f.pdf#page=138,1370,5,152,2,1,0,yes,no,,5,4573,bounded_valid,corrected_500_seed
cex_8bceef392695ce5e3441aa5a,doc_1fb0fc0378e068a414fbab3e,ttd_f8d2e8eb7890f94534f13b71,137,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0151_sr_60670629a56a85a61efc653f.pdf#page=137,152,0,7,0,0,0,no,no,,5,4573,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=2,1498,3,27,0,1,4,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=1,173,0,3,0,1,0,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=3,1492,2,12,0,7,1,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,13,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=13,1491,0,7,0,22,1,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,1324,16,11,2,2,5,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=14,10,0,0,0,0,0,no,no,,6,5988,bounded_valid,corrected_500_seed
cex_32924f70afd7e7d858e2477a,doc_486edf27398934937cd02857,ttd_ce7f6ca97cb7cafce643c1f7,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0230_sr_fdf27a5c3b62c120c9f294cb.pdf#page=8,1489,2,10,0,5,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_32924f70afd7e7d858e2477a,doc_486edf27398934937cd02857,ttd_ce7f6ca97cb7cafce643c1f7,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0230_sr_fdf27a5c3b62c120c9f294cb.pdf#page=7,690,3,44,0,1,1,yes,no,,6,5999,bounded_valid,corrected_500_seed
cex_32924f70afd7e7d858e2477a,doc_486edf27398934937cd02857,ttd_ce7f6ca97cb7cafce643c1f7,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0230_sr_fdf27a5c3b62c120c9f294cb.pdf#page=9,1495,2,13,0,1,3,no,no,,6,5999,bounded_valid,corrected_500_seed
