state,region,municipality,possible_cycle_or_year,unit_type,candidate_count,verification_status
MA,Northeast,Dartmouth,unclear (agenda mentions a contract but does not state contract term years in the visible excerpt),fire,1,not_verified
MA,Northeast,Falmouth,"July 1, 2022 – June 30, 2025",fire,1,not_verified
MA,Northeast,Falmouth,"July 1, 2024 – June 30, 2027",police,1,not_verified
MA,Northeast,Falmouth,"July 1, 2025 – June 30, 2027",police,1,not_verified
MA,Northeast,Falmouth,"July 1, 2025 – June 30, 2028",non_safety,1,not_verified
MA,Northeast,Falmouth,unclear,non_safety,1,not_verified
MA,Northeast,Lexington,"July 1, 2022 - June 30, 2025 (FY23-FY25 wage period stated)",fire,1,not_verified
MA,Northeast,Lexington,"July 1, 2025 - June 30, 2028",non_safety,1,not_verified
MA,Northeast,Lexington,unclear (FY24-FY26 stated in listing; exact start/end dates not extracted from PDF in this run),police,1,not_verified
MA,Northeast,Lexington,unclear (award date is in source; operative CBA period not extracted here),non_safety,1,not_verified
MA,Northeast,Natick,FY 22 - FY 25 (cover/title indicates period; operative duration clause not extracted),police,1,not_verified
MA,Northeast,Natick,"July 1, 2022 - June 30, 2025",fire,1,not_verified
MA,Northeast,Natick,"July 1, 2024 to June 30, 2027",non_safety,1,not_verified
MA,Northeast,Plymouth,"July 1, 2024 – June 30, 2027",fire,1,not_verified
MA,Northeast,Plymouth,unclear,non_safety,1,not_verified
MA,Northeast,Plymouth,unclear,police,2,not_verified
MA,Northeast,Shrewsbury,2010-2017 (compensation adjustment history shown); FY2018 recommendation discussed,unclear,1,not_verified
MA,Northeast,Shrewsbury,2023-2024,unknown,1,not_verified
MA,Northeast,Shrewsbury,unclear,non_safety,1,not_verified
MD,South,Centreville,unclear,non_safety,1,not_verified
MD,South,Centreville,unclear,unclear,3,not_verified
MD,South,Cheverly,unclear,non_safety,2,not_verified
MD,South,Delmar,unclear,police,2,not_verified
MD,South,Denton,unclear,police,1,not_verified
MD,South,Denton,unclear,unclear,1,not_verified
MD,South,Denton,unclear,unknown,2,not_verified
MD,South,District Heights,unclear,non_safety,1,not_verified
MD,South,District Heights,unclear,unclear,2,not_verified
MD,South,Glenarden,FY2025 actual / FY2025 approved / FY2026 approved (no CBA term shown),unclear,1,not_verified
MD,South,Glenarden,unclear,unclear,3,not_verified
MD,South,Glenarden,unclear,unknown,1,not_verified
MD,South,Leonardtown,unclear,non_safety,2,not_verified
MD,South,Middletown,unclear,unknown,1,not_verified
MD,South,Poolesville,"May 1, 2022 (effective date); specific wage amounts not provided",non_safety,1,not_verified
MD,South,Poolesville,unclear,non_safety,1,not_verified
MD,South,Poolesville,unclear,unclear,1,not_verified
ME,Northeast,Brunswick,2021-2024,police,1,not_verified
ME,Northeast,Brunswick,2022-2025,fire,1,not_verified
ME,Northeast,Brunswick,unclear,unclear,1,not_verified
ME,Northeast,Falmouth,"July 1, 2023 through June 30, 2026",fire,1,not_verified
ME,Northeast,Falmouth,"July 1, 2024 through June 30, 2027",police,1,not_verified
ME,Northeast,Falmouth,unclear,non_safety,1,not_verified
ME,Northeast,Gorham,"July 1, 2023 – June 30, 2026",police,1,not_verified
ME,Northeast,Gorham,"July 1, 2024 – June 30, 2027",fire,1,not_verified
ME,Northeast,Gorham,unclear,non_safety,1,not_verified
ME,Northeast,Kennebunk,"July 1, 2024 through June 30, 2027",non_safety,1,not_verified
ME,Northeast,Kennebunk,"July 1, 2025 through June 30, 2028",fire,1,not_verified
ME,Northeast,Kennebunk,"July 1, 2026 through June 30, 2029",police,1,not_verified
ME,Northeast,Kennebunk,unclear,non_safety,1,not_verified
ME,Northeast,Orono,"July 1, 2024 – June 30, 2027",non_safety,1,not_verified
ME,Northeast,Orono,unclear,fire,1,not_verified
ME,Northeast,Orono,unclear,non_safety,1,not_verified
ME,Northeast,Orono,unclear,unknown,1,not_verified
ME,Northeast,Scarborough,7/1/2024–6/30/2027,fire,1,not_verified
ME,Northeast,Scarborough,unclear (appears 7/1/2024–6/30/2027 from filename),police,1,not_verified
ME,Northeast,Scarborough,"unclear (appears date-range in filename, but not OCR-extractable)",non_safety,1,not_verified
ME,Northeast,Wells,2023-2026,fire,1,not_verified
ME,Northeast,Wells,2023-2026,non_safety,1,not_verified
ME,Northeast,Wells,2023-2026,police,1,not_verified
ME,Northeast,Windham,3.5% 07/01/2025-06/30/2026; 3% 07/01/2026-06/30/2027; 3% 07/01/2027-06/30/2028,fire,1,not_verified
ME,Northeast,Windham,"Contract Year 1: 07/01/2024-06/30/2025; Contract Year 2: 07/01/2025-06/30/2026; Contract Year 2: 07/01/2026-06/30/2027 (file shows wage scales for 3-year public works contract, though extracted text labels Year 2 in places)",non_safety,1,not_verified
ME,Northeast,Windham,Contract Year 1: 7/1/2025-6/30/2026; Contract Year 2: 7/1/2026-6/30/2027; Contract Year 3: 7/1/2027-6/30/2028,police,1,not_verified
ME,Northeast,Windham,"Effective July 1, 2025 through June 30, 2028 (auto-extended for successive 1-year periods unless notice given)",police,1,not_verified
ME,Northeast,Windham,Pay Scales shown for 7/1/2026 (year not explicitly stated as FY27 duration beyond file naming; operative date shown as 7/1/2026),non_safety,1,not_verified
ME,Northeast,Windham,unclear (source title indicates 2025-2028 but operative term dates not retrievable via tool due to fetch limitation),fire,1,not_verified
ME,Northeast,York,"July 1, 2019–June 30, 2022",fire,1,not_verified
ME,Northeast,York,"July 1, 2022–June 30, 2025",non_safety,1,not_verified
ME,Northeast,York,"July 1, 2023–June 30, 2026",police,1,not_verified
ME,Northeast,York,unclear,non_safety,1,not_verified
MI,Midwest,Canton charter,2026 Wage Scale (embedded within the manual; effective dates require further inspection),non_safety,1,not_verified
MI,Midwest,Canton charter,"Effective August 1, 2023; patrol officers wage scale described as in effect for a two-year period ending on 10/1/2025 (within broader POAM agreement duration)",police,1,not_verified
MI,Midwest,Canton charter,"January 1, 2023 - December 31, 2025",non_safety,1,not_verified
MI,Midwest,Canton charter,"January 1, 2023 - December 31, 2026",police,1,not_verified
MI,Midwest,Canton charter,"January 1, 2024 - December 31, 2026",non_safety,1,not_verified
MI,Midwest,Canton charter,"January 1, 2024 - December 31, 2028",fire,1,not_verified
MI,Midwest,Chesterfield,"January 1, 2020–December 31, 2022",fire,1,not_verified
MI,Midwest,Chesterfield,"January 1, 2020–December 31, 2022",non_safety,1,not_verified
MI,Midwest,Chesterfield,"January 1, 2020–December 31, 2022",police,1,not_verified
MI,Midwest,Chesterfield,"January 1, 2023–December 31, 2025",non_safety,1,not_verified
MI,Midwest,Clinton charter,"Amended August 25, 2025 (operative text date; full duration not indicated in prompt)",non_safety,1,not_verified
MI,Midwest,Clinton charter,"April 1, 2021 through March 31, 2026",police,1,not_verified
MI,Midwest,Clinton charter,"April 1, 2022 to March 31, 2027",fire,1,not_verified
MI,Midwest,Clinton charter,"April 1, 2024 through March 31, 2028",police,1,not_verified
MI,Midwest,Georgetown charter,unclear,non_safety,1,not_verified
MI,Midwest,Macomb,2021-2025,fire,1,not_verified
MI,Midwest,Macomb,2023-2029,fire,1,not_verified
MI,Midwest,Macomb,2026-2029,non_safety,1,not_verified
MI,Midwest,Macomb,unclear,unclear,1,not_verified
MI,Midwest,Redford charter,04/01/2024 - 03/31/2025,non_safety,1,not_verified
MI,Midwest,Redford charter,"April 1, 2021 to March 31, 2026",fire,1,not_verified
MI,Midwest,Redford charter,"April 1, 2024 through March 31, 2029",police,1,not_verified
MI,Midwest,Shelby charter,2023-01-01 to 2027-12-31,fire,1,not_verified
MI,Midwest,Shelby charter,unclear,police,1,not_verified
MI,Midwest,Waterford charter,2008-08-11 policy effective date (no contract term),unclear,1,not_verified
MI,Midwest,Waterford charter,2022-2025 (year range from document filename/title; operative effective/expiration dates not extracted),fire,1,not_verified
MI,Midwest,Waterford charter,2022-2025 (year range from filename/title),fire,1,not_verified
MI,Midwest,Waterford charter,2022-2025 (year range from filename/title; binding status/duration not confirmed from text),fire,1,not_verified
MI,Midwest,Waterford charter,2022-2025 (year range from filename/title; binding status/duration not confirmed from text),non_safety,1,not_verified
MI,Midwest,Waterford charter,2023 (operative year not further extracted beyond title),non_safety,1,not_verified
MI,Midwest,Waterford charter,2023-2026 (year range from title),police,1,not_verified
MI,Midwest,Waterford charter,2026 (year from title),non_safety,1,not_verified
MI,Midwest,Waterford charter,"Effective January 1, 2022 - December 31, 2025",police,1,not_verified
MI,Midwest,West Bloomfield charter,1993-1995,fire,1,not_verified
MI,Midwest,West Bloomfield charter,2017-unclear,fire,1,not_verified
MI,Midwest,West Bloomfield charter,2018-2021,police,1,not_verified
MI,Midwest,West Bloomfield charter,2022-2025,non_safety,1,not_verified
MI,Midwest,West Bloomfield charter,unclear,police,1,not_verified
MI,Midwest,Ypsilanti charter,2021-2024,police,1,not_verified
MI,Midwest,Ypsilanti charter,2022-2026,non_safety,1,not_verified
MI,Midwest,Ypsilanti charter,"unclear (title suggests 2023-2025, operative dates not extracted)",police,1,not_verified
MN,Midwest,Big Lake,01/01/2025–12/31/2026 (labor agreement term referenced as “existing labor agreement”),police,1,not_verified
MN,Midwest,Big Lake,2026 (pay plan year),non_safety,1,not_verified
MN,Midwest,Cloquet,1/01/24 - 12/31/26,non_safety,3,not_verified
MN,Midwest,Cloquet,1/01/24-12/31/26,non_safety,1,not_verified
MN,Midwest,Lake Elmo,2026,non_safety,1,not_verified
MN,Midwest,Lake Elmo,unclear,unclear,1,not_verified
MN,Midwest,Mounds View,2023–2025 (operative duration terms not fully captured; depends on attached Exhibit A),non_safety,1,not_verified
MN,Midwest,Mounds View,"January 1, 2023 to December 31, 2025",police,1,not_verified
MN,Midwest,Robbinsdale,"January 1, 2024 to December 31, 2025",non_safety,1,not_verified
MN,Midwest,Robbinsdale,"January 1, 2024 to December 31, 2025",police,1,not_verified
MN,Midwest,Robbinsdale,"January 1, 2026 to December 31, 2028",police,1,not_verified
MN,Midwest,Rogers,"January 1, 2023 through December 31, 2025",police,1,not_verified
MN,Midwest,Sauk Rapids,2024-2026,police,1,not_verified
MN,Midwest,Sauk Rapids,unclear,non_safety,1,not_verified
MN,Midwest,Sauk Rapids,unclear,police,2,not_verified
MN,Midwest,Vadnais Heights,unclear,non_safety,1,not_verified
MN,Midwest,Waconia,"as of January 1, 2025",non_safety,1,not_verified
MN,Midwest,Waconia,unclear,non_safety,1,not_verified
MN,Midwest,Waconia,unclear,unclear,1,not_verified
MO,Midwest,Carthage,unclear,fire,1,not_verified
MO,Midwest,Carthage,unclear,unclear,1,not_verified
MO,Midwest,Grain Valley,2022-2024,police,1,not_verified
MO,Midwest,Jackson,"3 years from execution (effective date shown as April 20, 2026; term clause states three (3) years from execution; evergreen clause also present)",fire,1,not_verified
MO,Midwest,Jackson,"Fiscal Year 2026; pay plan effective January 1, 2026 (operative ordinance effective from passage/approval; plan effective 1st day of January, 2026)",non_safety,1,not_verified
MO,Midwest,Lebanon,2019-2022,non_safety,1,not_verified
MO,Midwest,Lebanon,2023-2025,fire,1,not_verified
MO,Midwest,Lebanon,2023-2025,police,1,not_verified
MO,Midwest,Liberty,unclear,fire,1,not_verified
MO,Midwest,Liberty,unclear,police,1,not_verified
MO,Midwest,Liberty,unclear,unclear,1,not_verified
MO,Midwest,Overland,"July 1, 2025 – July 1, 2028",police,1,not_verified
MO,Midwest,Overland,"Pay plan for FY 2025/2026; operative effective date stated (January 5, 2026).",non_safety,1,not_verified
MO,Midwest,Poplar Bluff,unclear,fire,1,not_verified
MO,Midwest,Poplar Bluff,unclear,non_safety,1,not_verified
MO,Midwest,Poplar Bluff,unclear,unclear,2,not_verified
MO,Midwest,Washington,unclear,fire,1,not_verified
MO,Midwest,Washington,unclear,non_safety,1,not_verified
MO,Midwest,Washington,unclear,police,1,not_verified
MS,South,Bay St. Louis,"unclear (salary schedule ordinance adopted Jan 20, 2026; operative effective period described as ""full force and effect thirty (30) days"" after passage; payroll/disbursement timing text refers to Oct 17, 2025 and Oct 3, 2025)",non_safety,1,not_verified
MS,South,Canton,unclear,non_safety,1,not_verified
MS,South,Cleveland,unclear,non_safety,1,not_verified
MS,South,Cleveland,unclear,unclear,2,not_verified
MS,South,D'Iberville,2024-2025,police,1,not_verified
MS,South,D'Iberville,FY25-26 (effective 10-10-25 payroll; end date not stated in agenda text),non_safety,1,not_verified
MS,South,Diamondhead,unclear (PDF attachment not text-inspected successfully),police,1,not_verified
MS,South,Diamondhead,unclear (operative wage schedule details not text-inspected successfully),non_safety,1,not_verified
MS,South,Petal,unclear,unknown,2,not_verified
MS,South,West Point,unclear,unclear,1,not_verified
MS,South,West Point,unclear,unknown,1,not_verified
MS,South,Yazoo City,unclear,police,1,not_verified
MS,South,Yazoo City,unclear,unclear,2,not_verified
MT,West,Conrad,"unclear (no wage schedule, no contract/CBA term; only governance mechanism)",non_safety,1,not_verified
MT,West,Conrad,unclear (policy manual; no detected CBA/MOU term in retrieved excerpt),unclear,1,not_verified
MT,West,Cut Bank,1993 (board order date; operative wage/contract term not provided on index page),unclear,1,not_verified
MT,West,Cut Bank,unclear (PDF contents could not be fetched to confirm wage/pay plan term),unclear,1,not_verified
MT,West,Cut Bank,"unclear (meeting summary does not state contract duration/term; likely an approved contract for a specific project, not a CBA)",non_safety,1,not_verified
MT,West,Deer Lodge,unclear,unclear,3,not_verified
MT,West,Glasgow,2024 to 2026 (operative duration stated in article text; full executed CBA not located here),police,1,not_verified
MT,West,Glasgow,Fiscal Year 2025-2026 (operative in agenda text; binding wage/payscale text not confirmed),unclear,1,not_verified
MT,West,Glasgow,unclear,non_safety,1,not_verified
MT,West,Libby,"July 2, 2023 – June 29, 2025",police,1,not_verified
MT,West,Libby,unclear,unclear,1,not_verified
MT,West,Red Lodge,"July 1, 2020 - June 30, 2023",police,1,not_verified
MT,West,Red Lodge,unclear,non_safety,1,not_verified
MT,West,Shelby,unclear,non_safety,1,not_verified
MT,West,Shelby,unclear,unclear,1,not_verified
MT,West,Shelby,unclear,unknown,1,not_verified
MT,West,Stevensville,unclear,non_safety,1,not_verified
MT,West,Stevensville,unclear,police,2,not_verified
MT,West,Wolf Point,unclear,unknown,3,not_verified
NC,South,Apex,unclear,unclear,2,not_verified
NC,South,Garner,unclear,non_safety,3,not_verified
NC,South,Garner,unclear,unclear,1,not_verified
NC,South,Holly Springs,unclear,non_safety,2,not_verified
NC,South,Holly Springs,unclear,unclear,1,not_verified
NC,South,Huntersville,2015-11-01 (effective) with amendments through 2019-08-05 (years evidenced; full schedule years unclear),non_safety,1,not_verified
NC,South,Huntersville,unclear (operative duration clause not retrievable from snippet available),fire,1,not_verified
NC,South,Indian Trail,unclear,non_safety,1,not_verified
NC,South,Monroe,unclear,fire,1,not_verified
NC,South,Monroe,unclear,non_safety,1,not_verified
NC,South,Monroe,unclear,police,1,not_verified
NC,South,Mooresville,unclear,non_safety,2,not_verified
NC,South,Salisbury,unclear,non_safety,2,not_verified
NC,South,Salisbury,unclear,police,1,not_verified
NC,South,Salisbury,unclear,unclear,1,not_verified
ND,Midwest,Apple Creek,unclear,unclear,1,not_verified
ND,Midwest,Beulah,unclear,non_safety,1,not_verified
ND,Midwest,Beulah,unclear,police,1,not_verified
ND,Midwest,Beulah,unclear,unclear,1,not_verified
ND,Midwest,Devils Lake,unclear,police,1,not_verified
ND,Midwest,Lincoln,unclear,non_safety,1,not_verified
ND,Midwest,Lincoln,unclear,police,1,not_verified
ND,Midwest,Valley City,unclear (operative pay-plan content references 2022 salary schedule update and 2026 COLA/anniversary-step calculations; no explicit multi-year CBA duration found in inspected excerpt),police,1,not_verified
ND,Midwest,Wahpeton,unclear (budget year and described pay system mechanics; no explicit CBA/MOU duration),unclear,1,not_verified
ND,Midwest,Wahpeton,unclear (ordinance pages; needs identification of specific salary/wage/classification ordinances),unclear,1,not_verified
ND,Midwest,Wahpeton,unclear (policy manual; no labor agreement duration clause),unclear,1,not_verified
ND,Midwest,Watford City,2021 (publication referenced); contract_years=unclear (no CBA/MOA attached in the snippet shown).,unclear,1,not_verified
ND,Midwest,Watford City,2025 (publication referenced); contract_years=unclear (no CBA/Wage plan attached in this agenda file).,unclear,1,not_verified
ND,Midwest,Watford City,Unclear (budget packet period shown as 2023 in snippet; no CBA duration/award period provided).,police,1,not_verified
NE,Midwest,Alliance,"FY 2025-26 (effective October 1, 2025)",non_safety,1,not_verified
NE,Midwest,Alliance,unclear,police,1,not_verified
NE,Midwest,Alliance,unclear,unknown,1,not_verified
NE,Midwest,Blair,unclear,non_safety,1,not_verified
NE,Midwest,Crete,"Dispute period referenced as July 1, 2013 through June 30, 2014 (court discusses parties’ later stipulation that the period in dispute was October 1, 2012 through September 30, 2013).",police,1,not_verified
NE,Midwest,Crete,FY22-23 (2022-2023).,non_safety,1,not_verified
NE,Midwest,Crete,"Post-trial conference and final order issued November 13, 2014 clarifying the earlier September 3, 2014 Findings and Order; pay administration/benefit treatment tied to the previously determined wage order period.",police,1,not_verified
NE,Midwest,Gering,unclear,police,1,not_verified
NE,Midwest,Gretna,unclear,non_safety,1,not_verified
NE,Midwest,Lexington,unclear,non_safety,1,not_verified
NE,Midwest,Lexington,unclear,police,1,not_verified
NE,Midwest,Lexington,unclear,unclear,2,not_verified
NE,Midwest,McCook,unclear,non_safety,1,not_verified
NE,Midwest,Nebraska City,2017-10-01 to 2019-09-30,police,1,not_verified
NE,Midwest,Nebraska City,unclear,police,1,not_verified
NE,Midwest,Nebraska City,unclear,unclear,1,not_verified
NE,Midwest,Seward,unclear,non_safety,1,not_verified
NE,Midwest,Seward,unclear,police,1,not_verified
NE,Midwest,York,"September 22, 2025 through September 30, 2026 (referenced as approval period; contract text not provided in this document)",police,1,not_verified
NE,Midwest,York,unclear,unclear,1,not_verified
NH,Northeast,Bedford,1-1-2023 to 12-31-2026 (per document title),non_safety,1,not_verified
NH,Northeast,Bedford,2026-2028 (per document title),fire,1,not_verified
NH,Northeast,Bedford,2026-2028 (per document title),police,1,not_verified
NH,Northeast,Bedford,effective 1/1/2025 (duration not stated in title; operative term not extracted here),non_safety,1,not_verified
NH,Northeast,Derry,"Ending June 30, 2026 (cover indicates agreement period through that end date)",fire,1,not_verified
NH,Northeast,Derry,"July 1, 2021 – June 30, 2026",non_safety,1,not_verified
NH,Northeast,Derry,"July 1, 2024 through June 30, 2027",police,1,not_verified
NH,Northeast,Derry,unknown,non_safety,1,not_verified
NH,Northeast,Derry,unknown,unclear,2,not_verified
NH,Northeast,Exeter,2022–2024 (see document title; duration clause not separately extracted in scout parsing but years indicated by filename/title),non_safety,1,not_verified
NH,Northeast,Exeter,"July 1, 2022 through July 1, 2026 (ends June 30, 2026 per Duration clause)",police,1,not_verified
NH,Northeast,Exeter,unclear (filename suggests 2025–2028; operative duration not confirmed from parsed document text),fire,1,not_verified
NH,Northeast,Exeter,unclear (filename suggests 2025–2028; operative duration not confirmed from parsed document text),police,1,not_verified
NH,Northeast,Exeter,unclear (index only),unclear,1,not_verified
NH,Northeast,Exeter,unclear (page describes plan structure; no explicit operative year range captured in scout parsing),non_safety,1,not_verified
NH,Northeast,Goffstown,2024-2025 (title indicates 2024-2025; full duration clause not inspectable),non_safety,1,not_verified
NH,Northeast,Goffstown,unclear,unclear,1,not_verified
NH,Northeast,Goffstown,unclear (file appears to be a specific iteration; duration not accessible due to fetch restriction),fire,1,not_verified
NH,Northeast,Hampton,"April 1, 2024 to March 31, 2027",non_safety,1,not_verified
NH,Northeast,Hampton,unclear (only wage-scale content retrieved; agreement duration clause not observed),fire,1,not_verified
NH,Northeast,Hampton,"unclear (wage scale shows 4/1/2025, 4/1/2026, 4/1/2027; no full CBA duration clause captured in retrieved document excerpt)",police,2,not_verified
NH,Northeast,Hampton,"unclear (wage scale shows step dates 4/1/2024, 4/1/2025, 4/1/2026; overall agreement duration clause not observed in retrieved excerpt)",fire,1,not_verified
NH,Northeast,Hudson,"July 1, 2023 — June 30, 2028",police,1,not_verified
NH,Northeast,Hudson,"July 1, 2024 — June 30, 2027",fire,1,not_verified
NH,Northeast,Hudson,unclear,non_safety,1,not_verified
NH,Northeast,Hudson,unclear,police,1,not_verified
NH,Northeast,Hudson,unclear,unclear,1,not_verified
NH,Northeast,Londonderry,"July 1, 2022 through June 30, 2027",fire,1,not_verified
NH,Northeast,Londonderry,"July 1, 2023 through June 30, 2028",police,1,not_verified
NH,Northeast,Londonderry,"July 1, 2025 through June 30, 2028",non_safety,2,not_verified
NH,Northeast,Londonderry,unclear,non_safety,1,not_verified
NH,Northeast,Merrimack,2023 — 2026 (exact dates require verification in full document),fire,1,not_verified
NH,Northeast,Merrimack,2023 — 2026 (exact dates require verification in full document),non_safety,1,not_verified
NH,Northeast,Merrimack,2023 — 2027 (exact dates require verification in full document),unknown,1,not_verified
NH,Northeast,Merrimack,2024 — 2027 (exact effective/end dates require verification in full document),non_safety,1,not_verified
NH,Northeast,Merrimack,"July 1, 2013 — June 30, 2016",unclear,1,not_verified
NH,Northeast,Merrimack,"July 1, 2024 — June 30, 2027",police,1,not_verified
NH,Northeast,Milford,2026-2028 (1 April – 31 March),police,1,not_verified
NH,Northeast,Salem,2022-2026,police,1,not_verified
NH,Northeast,Salem,2022-2027,police,1,not_verified
NH,Northeast,Salem,2024-2027,fire,1,not_verified
NH,Northeast,Salem,4/1/2023-3/31/2028,non_safety,1,not_verified
NH,Northeast,Salem,unclear,non_safety,1,not_verified
NJ,Northeast,Brick,unclear,non_safety,2,not_verified
NJ,Northeast,Cherry Hill,Arbitration docket IA-95-110; specific contract period/award duration not shown in the synopsis excerpt (operative award period not visible here),police,1,not_verified
NJ,Northeast,Cherry Hill,"Visible salary years include 2022, 2023, 2024, 2025 for patrolmen/detectives; detectives and superior officers list 2022-2025 values; operative duration clause present but specific contract term years not stated in excerpt",police,1,not_verified
NJ,Northeast,Edison,2001-2004 (CBA in effect) and award references wage adjustments effective 1/1/2005 through 1/1/2009; exact award document not provided,unclear,1,not_verified
NJ,Northeast,Edison,2023-2027 (per resolution term clause),fire,1,not_verified
NJ,Northeast,Edison,2025 (operative salary range ordinance; duration clause not confirmed beyond the ordinance identifier/title),non_safety,1,not_verified
NJ,Northeast,Edison,unclear (duration clause in source indicates 2023-2027; addendum operative text not fully inspected),police,1,not_verified
NJ,Northeast,Franklin,unclear (listing snippet indicates extension until 12/31/2029; operative effective/raise language not confirmed via accessible content due to fetch issue),non_safety,1,not_verified
NJ,Northeast,Franklin,unclear (references CBA negotiated in 2022; set to expire on 12/31/2025; MOA effective 04/16/2023 but no end date for MOA/addendum in visible text),non_safety,1,not_verified
NJ,Northeast,Hamilton,"January 1, 2020 through December 31, 2024",police,1,not_verified
NJ,Northeast,Hamilton,"January 1, 2025 to December 31, 2028",non_safety,1,not_verified
NJ,Northeast,Hamilton,"January 6, 2025 to December 31, 2027",fire,1,not_verified
NJ,Northeast,Hamilton,unclear,non_safety,1,not_verified
NJ,Northeast,Lakewood,"effective retroactive to Jan 1, 2018; operative year(s) beyond that unclear",non_safety,1,not_verified
NJ,Northeast,Lakewood,unclear,non_safety,1,not_verified
NJ,Northeast,Lakewood,unclear,police,2,not_verified
NJ,Northeast,Old Bridge,"April 1, 2012 through December 31, 2013 (term stated in cited resolution text)",police,1,not_verified
NJ,Northeast,Old Bridge,Calendar Year 2025 (title indicates; operative tables not inspected),unclear,1,not_verified
NJ,Northeast,Old Bridge,MOA 2021-2024 (stated in lead snippet; specific operative wage/classification provisions not inspected),non_safety,1,not_verified
NJ,Northeast,Old Bridge,unclear,non_safety,1,not_verified
NJ,Northeast,Toms River,"January 1, 2022 through December 31, 2025",non_safety,1,not_verified
NJ,Northeast,Toms River,"January 1, 2022 through December 31, 2025",police,1,not_verified
NJ,Northeast,Toms River,unclear,fire,1,not_verified
NJ,Northeast,Trenton,unclear,police,1,not_verified
NJ,Northeast,Woodbridge,unclear,non_safety,1,not_verified
NJ,Northeast,Woodbridge,unclear,police,1,not_verified
NM,West,Aztec,unclear,non_safety,1,not_verified
NM,West,Aztec,unclear,unclear,1,not_verified
NM,West,Bosque Farms,unclear,non_safety,1,not_verified
NM,West,Bosque Farms,unclear,police,1,not_verified
NM,West,Bosque Farms,unclear,unclear,1,not_verified
NM,West,Bosque Farms,unclear,unknown,1,not_verified
NM,West,Clayton,unclear,non_safety,1,not_verified
NM,West,Clayton,unclear,unclear,1,not_verified
NM,West,Eunice,unclear,non_safety,1,not_verified
NM,West,Eunice,unclear,unclear,2,not_verified
NM,West,Rio Communities,unclear,non_safety,2,not_verified
NM,West,Rio Communities,unclear,unclear,1,not_verified
NM,West,Santa Rosa,Operative dates shown: Adopted 1/12/21; Effective 1/26/21 (no CBA term language identified).,non_safety,1,not_verified
NM,West,Tucumcari,unclear,unclear,3,not_verified
NM,West,Tularosa,unclear,unclear,1,not_verified
NV,West,Caliente,unclear,non_safety,1,not_verified
NV,West,Caliente,unclear,unclear,2,not_verified
NV,West,Carlin,"Effective July 1, 2021; remains until June 30, 2024 (with an opener for wage negotiations before FY 23-24) (per duration clause/label)",non_safety,1,not_verified
NV,West,Carlin,"July 1, 2018 - June 30, 2021 (per cover/title and duration article)",non_safety,1,not_verified
NV,West,Carlin,"July 1, 2025 - June 30, 2027 (per file title/label)",police,1,not_verified
NV,West,Carlin,unclear,fire,1,not_verified
NV,West,Ely,"July 1, 2021 to June 30, 2022",fire,1,not_verified
NV,West,Ely,"July 1, 2021 to June 30, 2024",non_safety,1,not_verified
NV,West,Ely,unclear,fire,1,not_verified
NV,West,Ely,unclear,police,1,not_verified
NV,West,Lovelock,2014-2015 (per document title; detailed duration clause text not extracted),police,1,not_verified
NV,West,Lovelock,2025-2026 (per amendment title; detailed duration clause text not extracted),police,1,not_verified
NV,West,Lovelock,"Term modified: 12:01 a.m. July 1, 2025 – midnight June 30, 2026 (operative duration text shown in document excerpt)",police,1,not_verified
NV,West,Wells,"January 1, 2023–December 31, 2025 (with continuation language after Dec 31, 2025 unless amended by notice)",police,1,not_verified
NV,West,West Wendover,"July 1, 2021 - June 30, 2024",police,1,not_verified
NV,West,West Wendover,"July 1, 2024 - June 30, 2027",non_safety,1,not_verified
NV,West,Yerington,"July 1, 2008 – June 30, 2011",non_safety,1,not_verified
NV,West,Yerington,unclear (operative duration text not retrievable from source via this tool run),police,1,not_verified
NV,West,Yerington,unclear (order date not requested; contract duration not shown as a negotiated wage term here),police,1,not_verified
NV,West,Yerington,unclear (source is unreachable/404 in this run),police,1,not_verified
NY,Northeast,Amherst,2024-2028,non_safety,1,not_verified
NY,Northeast,Amherst,2025-2028,police,1,not_verified
NY,Northeast,Amherst,2025-2029,non_safety,1,not_verified
NY,Northeast,Babylon,2009-01-01 through 2016-12-31 (CBA effective period referenced in opinion),unclear,1,not_verified
NY,Northeast,Babylon,2017-01-01 through 2022-12-31,non_safety,1,not_verified
NY,Northeast,Babylon,2017-01-01 through 2024-12-31,non_safety,1,not_verified
NY,Northeast,Babylon,unclear,unclear,1,not_verified
NY,Northeast,Brookhaven,2002 to 2011,non_safety,1,not_verified
NY,Northeast,Brookhaven,2011 to 12/31/2019,non_safety,1,not_verified
NY,Northeast,Hempstead,"January 1, 2022 through December 31, 2025",non_safety,1,not_verified
NY,Northeast,Islip,"January 1, 2025 through December 31, 2031",non_safety,1,not_verified
NY,Northeast,Islip,"unclear (CBAs referenced as in effect Jan 1, 2021 through Dec 31, 2024; grade-change resolution is a contemporaneous wage/grade modification within that CBA period)",non_safety,1,not_verified
NY,Northeast,North Hempstead,2023-2026 (in URL/title; operative duration clause not inspected),non_safety,1,not_verified
NY,Northeast,North Hempstead,2023-2026 (stated in link titles; operative wage/term text not inspected),non_safety,1,not_verified
NY,Northeast,North Hempstead,unclear,unclear,1,not_verified
NY,Northeast,Oyster Bay,2010-2015,non_safety,1,not_verified
