scout_target_id,state,region,municipality,municipality_id,census_gov_id,population,government_name,expected_units_to_search,scout_purpose,anchor_cycle,selection_reason,broad_geographic_target_reason,source_family_diversification_reason,matched_non_safety_opportunity_flag,search_query_family,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
BSSS-20260727-0100,GA,South,Valdosta,cog_2025_194685,194685,55025,Valdosta municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Valdosta"" GA municipal labor agreements police fire general employees","""Valdosta"" GA human resources pay plan wage salary schedule civil service","""Valdosta"" GA labor arbitration award factfinding report","""Valdosta"" GA salary ordinance compensation classification study budget pay plan","""Valdosta"" GA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0101,IA,Midwest,Bondurant,cog_2025_104456,104456,8959,Bondurant municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Bondurant"" IA municipal labor agreements police fire general employees","""Bondurant"" IA human resources pay plan wage salary schedule civil service","""Bondurant"" IA labor arbitration award factfinding report","""Bondurant"" IA salary ordinance compensation classification study budget pay plan","""Bondurant"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0102,IA,Midwest,Carroll,cog_2025_164320,164320,10163,Carroll municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Carroll"" IA municipal labor agreements police fire general employees","""Carroll"" IA human resources pay plan wage salary schedule civil service","""Carroll"" IA labor arbitration award factfinding report","""Carroll"" IA salary ordinance compensation classification study budget pay plan","""Carroll"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0103,IA,Midwest,Fairfield,cog_2025_190201,190201,9300,Fairfield municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Fairfield"" IA municipal labor agreements police fire general employees","""Fairfield"" IA human resources pay plan wage salary schedule civil service","""Fairfield"" IA labor arbitration award factfinding report","""Fairfield"" IA salary ordinance compensation classification study budget pay plan","""Fairfield"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0104,IA,Midwest,Fort Madison,cog_2025_211717,211717,10053,Fort Madison municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Fort Madison"" IA municipal labor agreements police fire general employees","""Fort Madison"" IA human resources pay plan wage salary schedule civil service","""Fort Madison"" IA labor arbitration award factfinding report","""Fort Madison"" IA salary ordinance compensation classification study budget pay plan","""Fort Madison"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0105,IA,Midwest,Grinnell,cog_2025_193322,193322,9473,Grinnell municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Grinnell"" IA municipal labor agreements police fire general employees","""Grinnell"" IA human resources pay plan wage salary schedule civil service","""Grinnell"" IA labor arbitration award factfinding report","""Grinnell"" IA salary ordinance compensation classification study budget pay plan","""Grinnell"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0106,IA,Midwest,Keokuk,cog_2025_164468,164468,9513,Keokuk municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Keokuk"" IA municipal labor agreements police fire general employees","""Keokuk"" IA human resources pay plan wage salary schedule civil service","""Keokuk"" IA labor arbitration award factfinding report","""Keokuk"" IA salary ordinance compensation classification study budget pay plan","""Keokuk"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0107,IA,Midwest,Le Mars,cog_2025_208053,208053,10618,Le Mars municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Le Mars"" IA municipal labor agreements police fire general employees","""Le Mars"" IA human resources pay plan wage salary schedule civil service","""Le Mars"" IA labor arbitration award factfinding report","""Le Mars"" IA salary ordinance compensation classification study budget pay plan","""Le Mars"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0108,IA,Midwest,Mount Pleasant,cog_2025_126635,126635,8581,Mount Pleasant municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Mount Pleasant"" IA municipal labor agreements police fire general employees","""Mount Pleasant"" IA human resources pay plan wage salary schedule civil service","""Mount Pleasant"" IA labor arbitration award factfinding report","""Mount Pleasant"" IA salary ordinance compensation classification study budget pay plan","""Mount Pleasant"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0109,IA,Midwest,Pleasant Hill,cog_2025_164535,164535,11617,Pleasant Hill municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Pleasant Hill"" IA municipal labor agreements police fire general employees","""Pleasant Hill"" IA human resources pay plan wage salary schedule civil service","""Pleasant Hill"" IA labor arbitration award factfinding report","""Pleasant Hill"" IA salary ordinance compensation classification study budget pay plan","""Pleasant Hill"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0110,IA,Midwest,Waverly,cog_2025_164305,164305,10561,Waverly municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Waverly"" IA municipal labor agreements police fire general employees","""Waverly"" IA human resources pay plan wage salary schedule civil service","""Waverly"" IA labor arbitration award factfinding report","""Waverly"" IA salary ordinance compensation classification study budget pay plan","""Waverly"" IA memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0111,ID,West,Blackfoot,cog_2025_207749,207749,12999,Blackfoot municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Blackfoot"" ID municipal labor agreements police fire general employees","""Blackfoot"" ID human resources pay plan wage salary schedule civil service","""Blackfoot"" ID labor arbitration award factfinding report","""Blackfoot"" ID salary ordinance compensation classification study budget pay plan","""Blackfoot"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0112,ID,West,Chubbuck,cog_2025_184861,184861,16362,Chubbuck municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Chubbuck"" ID municipal labor agreements police fire general employees","""Chubbuck"" ID human resources pay plan wage salary schedule civil service","""Chubbuck"" ID labor arbitration award factfinding report","""Chubbuck"" ID salary ordinance compensation classification study budget pay plan","""Chubbuck"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0113,ID,West,Garden City,cog_2025_162036,162036,12784,Garden City municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Garden City"" ID municipal labor agreements police fire general employees","""Garden City"" ID human resources pay plan wage salary schedule civil service","""Garden City"" ID labor arbitration award factfinding report","""Garden City"" ID salary ordinance compensation classification study budget pay plan","""Garden City"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0114,ID,West,Hailey,cog_2025_162048,162048,9824,Hailey municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Hailey"" ID municipal labor agreements police fire general employees","""Hailey"" ID human resources pay plan wage salary schedule civil service","""Hailey"" ID labor arbitration award factfinding report","""Hailey"" ID salary ordinance compensation classification study budget pay plan","""Hailey"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0115,ID,West,Hayden,cog_2025_124667,124667,16422,Hayden municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Hayden"" ID municipal labor agreements police fire general employees","""Hayden"" ID human resources pay plan wage salary schedule civil service","""Hayden"" ID labor arbitration award factfinding report","""Hayden"" ID salary ordinance compensation classification study budget pay plan","""Hayden"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0116,ID,West,Jerome,cog_2025_162085,162085,13135,Jerome municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Jerome"" ID municipal labor agreements police fire general employees","""Jerome"" ID human resources pay plan wage salary schedule civil service","""Jerome"" ID labor arbitration award factfinding report","""Jerome"" ID salary ordinance compensation classification study budget pay plan","""Jerome"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0117,ID,West,Middleton,cog_2025_162061,162061,11016,Middleton municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Middleton"" ID municipal labor agreements police fire general employees","""Middleton"" ID human resources pay plan wage salary schedule civil service","""Middleton"" ID labor arbitration award factfinding report","""Middleton"" ID salary ordinance compensation classification study budget pay plan","""Middleton"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0118,ID,West,Payette,cog_2025_162109,162109,8636,Payette municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Payette"" ID municipal labor agreements police fire general employees","""Payette"" ID human resources pay plan wage salary schedule civil service","""Payette"" ID labor arbitration award factfinding report","""Payette"" ID salary ordinance compensation classification study budget pay plan","""Payette"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0119,ID,West,Rathdrum,cog_2025_211673,211673,11580,Rathdrum municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Rathdrum"" ID municipal labor agreements police fire general employees","""Rathdrum"" ID human resources pay plan wage salary schedule civil service","""Rathdrum"" ID labor arbitration award factfinding report","""Rathdrum"" ID salary ordinance compensation classification study budget pay plan","""Rathdrum"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0120,ID,West,Sandpoint,cog_2025_162055,162055,10024,Sandpoint municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Sandpoint"" ID municipal labor agreements police fire general employees","""Sandpoint"" ID human resources pay plan wage salary schedule civil service","""Sandpoint"" ID labor arbitration award factfinding report","""Sandpoint"" ID salary ordinance compensation classification study budget pay plan","""Sandpoint"" ID memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0121,IL,Midwest,Aurora,cog_2025_185079,185079,125705,Aurora municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Aurora"" IL municipal labor agreements police fire general employees","""Aurora"" IL human resources pay plan wage salary schedule civil service","""Aurora"" IL labor arbitration award factfinding report","""Aurora"" IL salary ordinance compensation classification study budget pay plan","""Aurora"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0122,IL,Midwest,Downers Grove,cog_2025_207885,207885,147793,Downers Grove municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Downers Grove"" IL municipal labor agreements police fire general employees","""Downers Grove"" IL human resources pay plan wage salary schedule civil service","""Downers Grove"" IL labor arbitration award factfinding report","""Downers Grove"" IL salary ordinance compensation classification study budget pay plan","""Downers Grove"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0123,IL,Midwest,Maine,cog_2025_162822,162822,134328,Maine municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Maine"" IL municipal labor agreements police fire general employees","""Maine"" IL human resources pay plan wage salary schedule civil service","""Maine"" IL labor arbitration award factfinding report","""Maine"" IL salary ordinance compensation classification study budget pay plan","""Maine"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0124,IL,Midwest,Proviso,cog_2025_185063,185063,144982,Proviso municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Proviso"" IL municipal labor agreements police fire general employees","""Proviso"" IL human resources pay plan wage salary schedule civil service","""Proviso"" IL labor arbitration award factfinding report","""Proviso"" IL salary ordinance compensation classification study budget pay plan","""Proviso"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0125,IL,Midwest,Rockford,cog_2025_204332,204332,167522,Rockford municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Rockford"" IL municipal labor agreements police fire general employees","""Rockford"" IL human resources pay plan wage salary schedule civil service","""Rockford"" IL labor arbitration award factfinding report","""Rockford"" IL salary ordinance compensation classification study budget pay plan","""Rockford"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0126,IL,Midwest,Schaumburg,cog_2025_125141,125141,129346,Schaumburg municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Schaumburg"" IL municipal labor agreements police fire general employees","""Schaumburg"" IL human resources pay plan wage salary schedule civil service","""Schaumburg"" IL labor arbitration award factfinding report","""Schaumburg"" IL salary ordinance compensation classification study budget pay plan","""Schaumburg"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0127,IL,Midwest,Thornton,cog_2025_162829,162829,150526,Thornton municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Thornton"" IL municipal labor agreements police fire general employees","""Thornton"" IL human resources pay plan wage salary schedule civil service","""Thornton"" IL labor arbitration award factfinding report","""Thornton"" IL salary ordinance compensation classification study budget pay plan","""Thornton"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0128,IL,Midwest,Wheeling,cog_2025_207883,207883,151100,Wheeling municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Wheeling"" IL municipal labor agreements police fire general employees","""Wheeling"" IL human resources pay plan wage salary schedule civil service","""Wheeling"" IL labor arbitration award factfinding report","""Wheeling"" IL salary ordinance compensation classification study budget pay plan","""Wheeling"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0129,IL,Midwest,Worth,cog_2025_162830,162830,146045,Worth municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Worth"" IL municipal labor agreements police fire general employees","""Worth"" IL human resources pay plan wage salary schedule civil service","""Worth"" IL labor arbitration award factfinding report","""Worth"" IL salary ordinance compensation classification study budget pay plan","""Worth"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0130,IL,Midwest,York,cog_2025_194902,194902,126406,York municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""York"" IL municipal labor agreements police fire general employees","""York"" IL human resources pay plan wage salary schedule civil service","""York"" IL labor arbitration award factfinding report","""York"" IL salary ordinance compensation classification study budget pay plan","""York"" IL memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0131,IN,Midwest,Center,cog_2025_183879,183879,151685,Center municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Center"" IN municipal labor agreements police fire general employees","""Center"" IN human resources pay plan wage salary schedule civil service","""Center"" IN labor arbitration award factfinding report","""Center"" IN salary ordinance compensation classification study budget pay plan","""Center"" IN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0132,IN,Midwest,Clay,cog_2025_212007,212007,101614,Clay municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Clay"" IN municipal labor agreements police fire general employees","""Clay"" IN human resources pay plan wage salary schedule civil service","""Clay"" IN labor arbitration award factfinding report","""Clay"" IN salary ordinance compensation classification study budget pay plan","""Clay"" IN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0133,IN,Midwest,Lawrence,cog_2025_164004,164004,121529,Lawrence municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Lawrence"" IN municipal labor agreements police fire general employees","""Lawrence"" IN human resources pay plan wage salary schedule civil service","""Lawrence"" IN labor arbitration award factfinding report","""Lawrence"" IN salary ordinance compensation classification study budget pay plan","""Lawrence"" IN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
