scout_target_id,state,region,municipality,municipality_id,search_query_family,matched_non_safety_opportunity_flag,selection_reason
BSSS-20260727-0001,AK,West,Cordova,cog_2025_100228,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0191,MD,South,Poolesville,cog_2025_106003,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0192,ME,Northeast,Brunswick,cog_2025_166199,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0193,ME,Northeast,Falmouth,cog_2025_166200,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0194,ME,Northeast,Gorham,cog_2025_212024,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0195,ME,Northeast,Kennebunk,cog_2025_208240,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0196,ME,Northeast,Orono,cog_2025_166282,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0197,ME,Northeast,Scarborough,cog_2025_127906,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0198,ME,Northeast,Standish,cog_2025_166204,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0199,ME,Northeast,Wells,cog_2025_183933,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0200,ME,Northeast,Windham,cog_2025_105850,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0201,ME,Northeast,York,cog_2025_166359,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0202,MI,Midwest,Canton charter,cog_2025_106600,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0203,MI,Midwest,Chesterfield,cog_2025_167125,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0204,MI,Midwest,Clinton charter,cog_2025_106522,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0205,MI,Midwest,Georgetown charter,cog_2025_167249,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0206,MI,Midwest,Macomb,cog_2025_167127,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0207,MI,Midwest,Redford charter,cog_2025_106601,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0208,MI,Midwest,Shelby charter,cog_2025_212654,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0209,MI,Midwest,Waterford charter,cog_2025_167216,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0210,MI,Midwest,West Bloomfield charter,cog_2025_167217,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0211,MI,Midwest,Ypsilanti charter,cog_2025_193537,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0212,MN,Midwest,Big Lake,cog_2025_128769,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0213,MN,Midwest,Cloquet,cog_2025_167413,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0214,MN,Midwest,Lake Elmo,cog_2025_204765,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0215,MN,Midwest,Mounds View,cog_2025_106882,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0216,MN,Midwest,North St. Paul,cog_2025_106877,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0217,MN,Midwest,Robbinsdale,cog_2025_194663,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0218,MN,Midwest,Rogers,cog_2025_194664,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0219,MN,Midwest,Sauk Rapids,cog_2025_167404,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0220,MN,Midwest,Vadnais Heights,cog_2025_167608,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0221,MN,Midwest,Waconia,cog_2025_128663,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0222,MO,Midwest,Carthage,cog_2025_107643,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0223,MO,Midwest,Grain Valley,cog_2025_168924,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0224,MO,Midwest,Jackson,cog_2025_168822,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0225,MO,Midwest,Lebanon,cog_2025_168952,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0226,MO,Midwest,Liberty,cog_2025_169368,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0227,MO,Midwest,Overland,cog_2025_190687,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0228,MO,Midwest,Polk,cog_2025_129676,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0229,MO,Midwest,Poplar Bluff,cog_2025_129460,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0230,MO,Midwest,Troy,cog_2025_129533,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0231,MO,Midwest,Washington,cog_2025_168890,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0232,MS,South,Bay St. Louis,cog_2025_184182,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0233,MS,South,Byram,cog_2025_223814,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0234,MS,South,Canton,cog_2025_190641,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0235,MS,South,Cleveland,cog_2025_168609,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0236,MS,South,D'Iberville,cog_2025_168636,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0237,MS,South,Diamondhead,cog_2025_239972,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0238,MS,South,Flowood,cog_2025_107446,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0239,MS,South,Petal,cog_2025_129291,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0240,MS,South,West Point,cog_2025_129286,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0241,MS,South,Yazoo City,cog_2025_107460,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0242,MT,West,Conrad,cog_2025_190757,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0243,MT,West,Cut Bank,cog_2025_208671,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0244,MT,West,Deer Lodge,cog_2025_169469,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0245,MT,West,Glasgow,cog_2025_108126,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0246,MT,West,Hardin,cog_2025_169434,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0247,MT,West,Libby,cog_2025_169458,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0248,MT,West,Red Lodge,cog_2025_169440,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0249,MT,West,Shelby,cog_2025_169477,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0250,MT,West,Stevensville,cog_2025_193662,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0251,MT,West,Wolf Point,cog_2025_130017,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0252,NC,South,Apex,cog_2025_171302,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0253,NC,South,Garner,cog_2025_171304,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0254,NC,South,Holly Springs,cog_2025_110119,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0255,NC,South,Huntersville,cog_2025_171233,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0256,NC,South,Indian Trail,cog_2025_171296,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0257,NC,South,Jacksonville,cog_2025_208979,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0258,NC,South,Monroe,cog_2025_211409,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0259,NC,South,Mooresville,cog_2025_212216,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0260,NC,South,Salisbury,cog_2025_110108,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0261,NC,South,Wilson,cog_2025_194743,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0262,ND,Midwest,Apple Creek,cog_2025_171600,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0263,ND,Midwest,Beulah,cog_2025_186831,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0264,ND,Midwest,Devils Lake,cog_2025_171443,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0265,ND,Midwest,Gibbs,cog_2025_131971,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0266,ND,Midwest,Grafton,cog_2025_225831,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0267,ND,Midwest,Hay Creek,cog_2025_171611,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0268,ND,Midwest,Horace,cog_2025_110213,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0269,ND,Midwest,Lincoln,cog_2025_171367,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0270,ND,Midwest,Valley City,cog_2025_171347,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0271,ND,Midwest,Wahpeton,cog_2025_171454,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0272,ND,Midwest,Watford City,cog_2025_191079,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0273,NE,Midwest,Alliance,cog_2025_208687,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0274,NE,Midwest,Blair,cog_2025_169724,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0275,NE,Midwest,Crete,cog_2025_130280,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0276,NE,Midwest,Gering,cog_2025_208727,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0277,NE,Midwest,Gretna,cog_2025_204900,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0278,NE,Midwest,Lexington,cog_2025_169585,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0279,NE,Midwest,McCook,cog_2025_169682,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0280,NE,Midwest,Nebraska City,cog_2025_108444,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0281,NE,Midwest,Seward,cog_2025_204902,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0282,NE,Midwest,York,cog_2025_169737,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0283,NH,Northeast,Bedford,cog_2025_130745,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0284,NH,Northeast,Derry,cog_2025_193718,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0285,NH,Northeast,Exeter,cog_2025_170075,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0286,NH,Northeast,Goffstown,cog_2025_170049,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0287,NH,Northeast,Hampton,cog_2025_170076,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0288,NH,Northeast,Hudson,cog_2025_130747,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0289,NH,Northeast,Londonderry,cog_2025_193719,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0290,NH,Northeast,Merrimack,cog_2025_170056,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0291,NH,Northeast,Milford,cog_2025_108961,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0292,NH,Northeast,Salem,cog_2025_170082,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0293,NJ,Northeast,Brick,cog_2025_170330,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0294,NJ,Northeast,Cherry Hill,cog_2025_184021,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0295,NJ,Northeast,Edison,cog_2025_170312,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0296,NJ,Northeast,Franklin,cog_2025_186570,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0297,NJ,Northeast,Hamilton,cog_2025_184026,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0298,NJ,Northeast,Lakewood,cog_2025_208783,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0299,NJ,Northeast,Old Bridge,cog_2025_170309,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0300,NJ,Northeast,Toms River,cog_2025_130903,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0301,NJ,Northeast,Trenton,nj_trenton,broad_multi_source_family,true,new_municipality_coverage; geographic_gap_fill; source_family_diversification; matched_non_safety_opportunity
BSSS-20260727-0302,NJ,Northeast,Woodbridge,cog_2025_130897,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0303,NM,West,Aztec,cog_2025_184186,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0304,NM,West,Bosque Farms,cog_2025_202186,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0305,NM,West,Clayton,cog_2025_186598,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0306,NM,West,Eunice,cog_2025_109323,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0307,NM,West,Los Ranchos de Albuquerque,cog_2025_170379,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0308,NM,West,Peralta,cog_2025_221117,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0309,NM,West,Rio Communities,cog_2025_244814,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0310,NM,West,Santa Rosa,cog_2025_225830,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0311,NM,West,Tucumcari,cog_2025_131033,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0312,NM,West,Tularosa,cog_2025_170397,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0313,NV,West,Caliente,cog_2025_139229,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0314,NV,West,Carlin,cog_2025_169989,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0315,NV,West,Ely,cog_2025_130693,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0316,NV,West,Lovelock,cog_2025_194952,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0317,NV,West,Wells,cog_2025_183877,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0318,NV,West,West Wendover,cog_2025_169990,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0319,NV,West,Yerington,cog_2025_169992,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0320,NY,Northeast,Amherst,cog_2025_131345,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0321,NY,Northeast,Babylon,cog_2025_184112,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0322,NY,Northeast,Brookhaven,cog_2025_171023,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0323,NY,Northeast,Hempstead,cog_2025_170895,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0324,NY,Northeast,Huntington,cog_2025_171024,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0325,NY,Northeast,Islip,cog_2025_109708,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0326,NY,Northeast,North Hempstead,cog_2025_131387,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0327,NY,Northeast,Oyster Bay,cog_2025_170896,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0328,NY,Northeast,Ramapo,cog_2025_109689,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0329,NY,Northeast,Smithtown,cog_2025_171026,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0330,OH,Midwest,Anderson,cog_2025_172895,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0331,OH,Midwest,Beavercreek,cog_2025_202343,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0332,OH,Midwest,Cincinnati,oh_cincinnati,broad_multi_source_family,true,new_municipality_coverage; geographic_gap_fill; source_family_diversification; matched_non_safety_opportunity
BSSS-20260727-0333,OH,Midwest,Cleveland,oh_cleveland,broad_multi_source_family,true,new_municipality_coverage; geographic_gap_fill; source_family_diversification; matched_non_safety_opportunity
BSSS-20260727-0334,OH,Midwest,Columbus,oh_columbus,broad_multi_source_family,true,new_municipality_coverage; geographic_gap_fill; source_family_diversification; matched_non_safety_opportunity
BSSS-20260727-0335,OH,Midwest,Jackson,cog_2025_172858,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0336,OH,Midwest,Liberty,cog_2025_172755,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0337,OH,Midwest,Miami,cog_2025_173086,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0338,OH,Midwest,Toledo,oh_toledo,broad_multi_source_family,true,new_municipality_coverage; geographic_gap_fill; source_family_diversification; matched_non_safety_opportunity
BSSS-20260727-0339,OH,Midwest,Washington,cog_2025_173087,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0340,OK,South,Ardmore,cog_2025_173383,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0341,OK,South,Bethany,cog_2025_173523,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0342,OK,South,Claremore,cog_2025_184225,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0343,OK,South,Del City,cog_2025_173524,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0344,OK,South,Duncan,cog_2025_133044,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0345,OK,South,Jenks,cog_2025_173595,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0346,OK,South,Mustang,cog_2025_173382,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0347,OK,South,Ponca City,cog_2025_205185,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0348,OK,South,Shawnee,cog_2025_133035,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0349,OK,South,Yukon,cog_2025_193934,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0350,OR,West,Creswell,cog_2025_173663,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0351,OR,West,Estacada,cog_2025_111591,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0352,OR,West,Junction City,cog_2025_209199,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0353,OR,West,Philomath,cog_2025_173629,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0354,OR,West,Sheridan,cog_2025_209216,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0355,OR,West,Talent,cog_2025_209195,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0356,OR,West,Tillamook,cog_2025_173690,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0357,OR,West,Veneta,cog_2025_212769,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0358,OR,West,Warrenton,cog_2025_209190,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0359,OR,West,Winston,cog_2025_111598,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0360,PA,Northeast,Abington,cog_2025_174627,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0361,PA,Northeast,Bensalem,cog_2025_194869,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0362,PA,Northeast,Bristol,cog_2025_174278,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0363,PA,Northeast,Haverford,cog_2025_174434,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0364,PA,Northeast,Lower Merion,cog_2025_133845,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0365,PA,Northeast,Lower Paxton,cog_2025_211235,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0366,PA,Northeast,Manheim,cog_2025_133804,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0367,PA,Northeast,Middletown,cog_2025_209316,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0368,PA,Northeast,Millcreek,cog_2025_133760,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0369,PA,Northeast,Upper Darby,cog_2025_174437,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0370,RI,Northeast,Coventry,cog_2025_112813,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0371,RI,Northeast,Cumberland,cog_2025_174840,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0372,RI,Northeast,Johnston,cog_2025_174841,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0373,RI,Northeast,Lincoln,cog_2025_174842,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0374,RI,Northeast,North Kingstown,cog_2025_187439,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0375,RI,Northeast,North Providence,cog_2025_134389,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0376,RI,Northeast,Smithfield,cog_2025_183885,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0377,RI,Northeast,South Kingstown,cog_2025_174845,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
