municipality_cycle_id,municipality,state,cycle_label,normalized_record_count,explicit_safety_record_count,explicit_non_safety_record_count,comparison_readiness_status,blockers
B4X2500RESCUEGROUP-e0bd6832eccf629f6536fbfc,Clara City,MN,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-232e7655842893891d2b80e4,Clara City,MN,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-78a6349ada9285990dbcffab,Clarence,NY,2023,9,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b50fe41987270359dd2e995d,Clarksburg,MA,2024,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-58bb47b195711d4fbcd0abef,Clarksburg,TN,2015,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-eda7e14fabe4d9e16c16958d,Clearwater,NE,2023,4,0,3,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2e548dddff5bea741cff2be6,Clementon,NJ,2020,3,0,3,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-205957da508233905a9b1c00,Clermont,IN,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-eb138a8d6fc8730808775225,Clinton,OH,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-00f5157db2a80fdab55aad38,Clinton,OH,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1da97314c81d80b3d67a27cb,Coal Grove,OH,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bb55b145297e4ec1f3dca3f8,Coal Grove,OH,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bbe0e83dac540faf6b859306,Coaldale,PA,2022,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cf54c0a6b70cead4b0691be4,Cohasset,MA,2022,11,3,1,both_explicit_groups_present,[]
B4X2500RESCUEGROUP-60e2f09ac40c8cb4406a76b9,Cohasset,MA,2023,1,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-613efede3053fb5f7750cdb2,Cohasset,MA,2024,1,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d0a3b8a257428cc9b212652c,Cold Bay,AK,2015,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6e2f2987c02ef989c16d7e22,Cold Spring,NY,2014,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9c7d466cd9d0190db83e4265,Colebrook,NH,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-836f986e49a8400176540f2f,Coleraine,MN,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9a89348fafab53bbb9d244c3,Colma,CA,2021,11,3,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0393818e65cd42bbed22f1ca,Colo,IA,2015,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-582dac629d0f4cab488adc09,Colorado City,TX,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-25684bde9291468a1de40651,Columbus,NC,2014,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3da56fcd88d859b9ca606c58,Concord,VT,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-738d7f2c850b2d85f9776e58,Concordia,MO,2024,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2caa42ba20fc7308f7741bc7,Condon,OR,2015,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-428b96159fab56181a451eba,Copley,OH,2020,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c2ec6d0ab80f72a39792fba3,Copley,OH,2021,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1897d5a6ef0ba04d0bdc7e7e,Corinth,VT,2018,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b76355f5eab4335a34c5fd5d,Cortland,NE,2022,2,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b6e4ac17d0aacf35f4902deb,Cortland,NE,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-778bec1cb1b81f8ca22c88df,Cortland,NE,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-db8f16383d508368a6df2510,Corydon,IN,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b73d8520a91f2abca8d80d0f,Coventry,OH,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b181ded77f4354a9bb063515,Crockett,TX,2024,9,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f9c6ef8d27eca5fd26ef7916,Cunningham,KS,2017,6,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-34790fe871be3a94c0ea7389,Daniel,UT,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-245573c4d91a5f8b723a69cb,Daniel,UT,2020,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-af19a17b00ddd722eef89e8b,Davenport,ND,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f9571d39d8f4bcedbc6355a6,DeWitt charter,MI,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-99a37ff139743645f3c29130,Deephaven,MN,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5810ffb350a00335c24c2f4a,Deephaven,MN,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d6323c09aa0081f68d0e0573,Deering,ND,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-afd3279e9ac3a1c535d2000b,Defiance,OH,2023,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f7ca3d1925e3f01071abe908,Delanco,NJ,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fa992c9b1baf105816f7f5a7,Delanco,NJ,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6b486a4d46c4fab592296b27,Delaware,NJ,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c3cc7f05263f80b5cf99c735,Delhi,OH,2020,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0dd4896b77d88129a7ec8a1c,Delta charter,MI,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cf6ccd9773196bbe6061ad7c,Delta charter,MI,2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bce57cd1f1e92bee22e3aa1b,Delta charter,MI,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cc1cb845f1b5bba3389d616c,Demarest,NJ,2021,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-56be51f1feaf43b3e738c8db,Denton,NC,2020-2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b1a47d3622c7b505aa1ffaea,Derry,PA,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4148ecb9c01d209c14b399dc,Deshler,NE,2023,4,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cf2bd56cc098a182c7e4c5a0,Dike,IA,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c61083e87c1f40d5782e7747,Dos Palos,CA,2023,9,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ee7aa4e2e2adc78962370d42,Dos Palos,CA,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e05fe2321f21e69c725d35ac,Dos Palos,CA,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7e4059e59ba9197a21183563,Dover,MN,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7b16ed6b86a5de2360dc0a91,Doyline,LA,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d96cebd1619802d20463da8b,Dresser,WI,2021,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-62785057e55ab65b17543757,Drummond,OK,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9c13661d8bdfecd38d2f0045,Dry Ridge,KY,2015,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-acc48d7879cae69c3ad1496f,Duck,NC,2024,15,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6c90390c4ebe19a8472cdbbd,Duncan,NE,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f98c7b819476d2873c1d3418,Dundas,MN,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-63ae6cb3c9b0e09f19a905a7,Dunnellon,FL,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-389d99b6867f4df2105fe581,Dunstable,MA,2018,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-35f783d253bbcdef33d43f64,Dunstable,MA,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0c55879b57b1c58d7d07820b,Eagle Lake,FL,2021,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-364f289148cf3e339b23b626,Eagle Lake,FL,2021-2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f3809e20ba6b33af0f32ce0a,Eagle Lake,FL,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0488ba3a531b2fadb7b09cf4,Earlham,IA,2023,2,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3e60568f6ee15867463c5dc8,Early,IA,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3f238d1dc4eedc6fe02415a4,East Dundee,IL,2017,13,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-667d8e3aac687487fae67509,East Greenbush,NY,2016,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-56ccbb70e1b1ecbf17fffbfc,East Jordan,MI,2023-2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3c9c66f3c85fa7f7276b7e15,East Jordan,MI,2024,3,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e0c7a7c1cea7efed7d69a259,East Windsor,NJ,2017-2020,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-98409065d34117fdb01c6df2,East Windsor,NJ,2020-2023,15,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-50875931f187ec1ec3037470,Eaton,NH,2015,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-038fd52ce7fa81f7338f93ad,Eaton,NH,2024,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f20e4e679b0d1ec455e31333,Ebensburg,PA,2024,2,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-93b19b7bc4d87994fd4e2086,Eden,VT,2021,3,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9c93f4be72b8f854d769709e,Eden,VT,2023-2024,5,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-63ff0a5426e29d783e747e09,Edgecomb,ME,2022-2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-adde71fcb554741c05c6f920,Edgewater Park,NJ,2014,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-69d33f6884c0a9943c406616,Edmore,ND,2015,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b1a1cecae4eebb63bc9db341,Edna,KS,2021,3,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2f43ad0658d27a8261845da8,Edna Bay,AK,2016,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b3a53605632684ea3f0279b4,Egg Harbor,NJ,2016,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0dcc7e42ea692824417ab971,Egg Harbor,NJ,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f91a74c2a5c41385269a2142,El Lago,TX,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1289cae63ff5cd42ecd6d30a,Elburn,IL,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-12b453d760cc74de3ba1934c,Ellenville,NY,2016,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5ade1f27348302a77bfda54d,Ellenville,NY,2020,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ef675339dbcdca97c942394a,Elm Creek,NE,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d4e63231c7a342a8e0479318,Elysian,MN,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6dd1405dbf24752eb3fff515,Englewood,TN,2014,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9a9430a97820b2e92ad24574,Entiat,WA,2023,16,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-95ff0859850df2e50389c681,Epping,ND,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1d2552fb68f28b58b0885259,Escalante,UT,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3524d13009934e93d7a04776,Eskridge,KS,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bc05bd1fa6d47cb837951e1a,Essex Fells,NJ,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d7a46a2921018cfa731233ea,Etna,CA,2023-2024,10,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-423132324e07230943a99008,Euharlee,GA,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5bf3619ccbb6c4ea6ee05597,Eureka,UT,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9a04461064531818bf2d85a7,Evart,MI,2022,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8faf4ac53d9ddc9c266bc08b,Evesham,NJ,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b7927e8471dc84e0a98d996a,Exeter,PA,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9c7c3e57daff85d845e0b71a,Fairfax,IA,2015,8,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-03dd4a3f788a6ddbaf883b29,Fairfax,IA,2016,8,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7f8af4aa1a58292a5010b483,Fairfield,IL,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-15036cfde7665c69b3d7aa28,Fairfield,OH,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7439a8b34c699d5f7741007e,Fairlee,VT,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-78145625906e4d0a99173b2f,Fairmont,NC,2023-2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3943a3d163de4eebb515cef4,Fairmount,ND,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4026bad0265198647df1ec6e,Faison,NC,2024,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-13cf1b7ad2c5ca58106ed081,Farmington,IA,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e7d5c51e0fa900c565ba3f3a,Flemington,NJ,2020-2022,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e79c8a6290c15a90fe10f39b,Fletcher,VT,2020,8,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0fe79e7afde26f9e1bba4bcd,Fletcher,VT,2021,6,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8843fad95a5fa4606f8c5562,Flora,IL,2022,11,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ecd8976fad25075c6ff07e31,Floresville,TX,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2ec630755e6f9f4325743d66,Florida,NY,2024,6,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bd4eaab3c9bfa70c7dea523a,Flossmoor,IL,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-316c7bb2ddf5413f70e3ebcd,Flossmoor,IL,2018,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3944ffa033453f73b997601b,Flossmoor,IL,2018-2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-217d0a74232744cf6b3f9da3,Flossmoor,IL,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-02be27124a9a13fdd0d3a4fb,Fontanelle,IA,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-04d389fb2ef14914b7a6d45c,Forest Hill,LA,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a4e3c084d66daaaf68b101ad,Fort Jones,CA,2022,15,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ccaa94f751d6c0ddbf5191ee,Fort Jones,CA,2022-2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9d07b0108ec82550157b3db0,Fort Jones,CA,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c29e8dd86e05310111d77d00,Fort Ransom,ND,2024,2,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b2daddbf8097d66703b1f7b9,Forty Fort,PA,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a4b4fa12667d0573f39f733c,Fountain City,WI,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-10f4fa5f29858fc9914b3553,Fountain Green,UT,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-747406957346f8f4abcbb7d7,Fountain Green,UT,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7adb5f825b107a9a17e706e7,Fox Chase,KY,2023-2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-64548744d5b69f02c98c0336,Fox Chase,KY,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2b13318d58607dc31665b52a,Fox River Grove,IL,2024,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a36d729706fdf67feb669264,Frankford,NJ,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9491f6082e65225e998cf91a,Franklin,MI,2018,13,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-db234e90ebd27d36a1d26951,Franklin,OH,2019,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e9dbcc6d74198d5a24c402f9,Franklin,OH,2019-2022,8,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ac460db7bcb0ed5e1691c95e,Franklin,OH,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2df95c92f499d8d16daf1ce4,Freeport,TX,2020,15,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-91d6b57f845a857a92f7f3d8,Frontier,ND,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4ac5bb2ad18666b1276d7d72,Fruitland,IA,2020,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fedf1f5c99411066a12bc4c3,Fulda,MN,2021,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-575b2d40c1f550063676b950,Gardner,KS,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-43b7cb58bf54743696bd285d,Gardner,KS,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a9e7ca277ed27d78899ad135,Garnavillo,IA,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1fcab82968f2b51688c03a75,Garnavillo,IA,2023,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c459f16abb391bb8333c5cfb,Gary,SD,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f2cd26d1b09601aa66e686c7,Gaylord,MI,2019,10,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a0d33a938a1dcdb2cdb06617,Gayville,SD,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1489eede4213c5bda2dadf6d,Geneseo,IL,2018-2022,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4f5e0244bbd72b6dd177c151,Geneseo,IL,2023,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1d675247b9b12317f1eab075,Germantown Hills,IL,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-958133fa1abe5dea104b42b9,Gibson City,IL,2015,13,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6480cfd6ae45b08681ed4829,Gilbert,LA,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-93163af2c07dc0be6c3eaa8f,Gilbert,SC,2023,3,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-417b8134c76d409aa7fb8500,Gilmore City,IA,2023-2024,10,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c21538db381020080ffd7a54,Giltner,NE,2017,5,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3431f00c26d3c9343896a88b,Glen Rose,TX,2021,1,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-52afd2cb41338570d43614fd,Glen Rose,TX,2021-2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f9e55dbbb9b8e184ff207322,Glendale,OH,2021,10,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3f225cc1141b00fe615741ab,Glendale,OH,2022,9,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8414df7eabcf2b4dbae5958f,Gloucester,NJ,2017-2019,14,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-facc2db59eb333fbf8c57207,Glyndon,MN,2024,11,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
