rescue_id,normalized_record_id,municipality,state,reason
B4X2500RESCUE-acb0bb6f9e1071036a728ee9,B4X2500NORM-2c683fb62edc7a6a95eef66e,Saddle River,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a616b266e5a02a8b63a6bba7,B4X2500NORM-2c7ea8fd8585b9090a692af4,Folsom,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a2d93f849d5601f77014daa3,B4X2500NORM-2c802e44f112440382d4b3f8,Fort Jones,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5d33048d67a1545b302bfaf1,B4X2500NORM-2c9581166bf7d19858d0e04b,Volga,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1735562961e66e3669d9b92c,B4X2500NORM-2ca694a983a3c9db02b89b8d,Dale,IN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6edfb4fb0ce1f1a676c3afe8,B4X2500NORM-2cc27355067ada49c3513de9,Atlantic Beach,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-71dfbb40ab9ede0113fda177,B4X2500NORM-2cd1b1cbe270ffea16e03468,Dover,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-54520f7bb2e8c1ca56943250,B4X2500NORM-2cf5e3cd516048754f0c0289,Ogunquit,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-312b7c0fffbb7bc284f31419,B4X2500NORM-2cf7704ef0542f8823797162,Beaver,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7d140af8a29cbcd49974cab3,B4X2500NORM-2d043100d49a3cacf8b9962b,Paynesville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-46f921bb45c076801bf6d349,B4X2500NORM-2d0e6a454f385d1dc96b32c0,Brunswick Hills,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2ad42c5496a4b3a5ff0ec2b9,B4X2500NORM-2d1f4d7d984b6f9ec06dfb59,Chester,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-42444b864dee0f7fea653521,B4X2500NORM-2d36126b0cee921cfb3e9e9c,Akron,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-12e50bd9c32558058dfd865a,B4X2500NORM-2d36ace0576155bef0bc9430,East Newark,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d0fa11a6318d4c191424379d,B4X2500NORM-2d417eadb8746fc267afcff2,Springfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e33989ec37695a0a1c570b93,B4X2500NORM-2d470609ca7e162a6c3ef726,Heath,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-12dfc1cbf4272e0e6e4bc022,B4X2500NORM-2d4dd45f137faac737e63345,Kahoka,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-07c1abbce6757b7e7e91be91,B4X2500NORM-2d63690d27a2406e9e86e9ac,Nimishillen,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a7c09491f40c7f69a888b73f,B4X2500NORM-2d8ad39b644c2a1974e4c6aa,Tarentum,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c67987f598f356e7f1bdfa18,B4X2500NORM-2dae88399e87724500b76d72,Sparta,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-586b9b96d4b3ef58682f66bd,B4X2500NORM-2db5a0030a4b70053ddc740d,Lakewood,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2366542e664ba989544a3a0f,B4X2500NORM-2ddb0836755b9752e321e103,Mocksville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e3a5860b82979cac3abb2a9f,B4X2500NORM-2ddbd1f5c4b225ff56bebdef,Chittenango,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ad03e46a7a065bf6b19a12b2,B4X2500NORM-2def07296c4fcd0ba27ae91a,Heath,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-286adc84d4f85d40bd7ffbe5,B4X2500NORM-2df876da951cb2f6d2fb4364,Evart,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c1d3124459e0555b6eb589b3,B4X2500NORM-2e0961146a1258a840aaf83d,Solomon,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-820f60a16074b378095b1a50,B4X2500NORM-2e0d4e90952ea88b58ec0599,American,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-707e639b9917d8284d0c46e7,B4X2500NORM-2e0df4fec0dce3914b2114da,Brimfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3d7c9ac839ee21c03e0930f9,B4X2500NORM-2e10282d991d42c745763fc9,Troy,NH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4becb10922a6ee97a4350ad5,B4X2500NORM-2e112e1e0fcd11c639790ff0,Fulda,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e58b7468a0a1e2ececca0736,B4X2500NORM-2e122996065f01776b54b240,Painted Post,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7a54f51eb9a7a0dc706be286,B4X2500NORM-2e140739b01fc5003ecc347b,Hinckley,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3ca9924e0d7380666cf11240,B4X2500NORM-2e422b1378676d936fad1ba8,Audubon Park,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cf3739981511f6a89860aee3,B4X2500NORM-2e4a0d50c15e36381204925d,Marion,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-add9404504cc065097eb4be3,B4X2500NORM-2e567ac99c3ab1074b0ef4be,Grand Haven charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-aae8a16c223de1dc8521b09b,B4X2500NORM-2e662d05f1be1c4f847bc1f3,Pelham Manor,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8d8b471c9d31781157d08442,B4X2500NORM-2e72e9bde230f74c64fe26ad,Upper Deerfield,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4c6cb3da7155d2cc799612f9,B4X2500NORM-2e939bc4cc990a3a95025d1e,Morris,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-889d887f6a01e579bf307600,B4X2500NORM-2ea0cf50eb198290753b92e5,Osakis,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9448af51bd02dc536bfbac28,B4X2500NORM-2ea3c6148b5f14c4ed35a636,Mankato,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5157b30d30df9faec1b2b046,B4X2500NORM-2ea53e4b9b3862644b20f490,North Topsail Beach,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fc10b7fa33a08830e8094ce8,B4X2500NORM-2eae5a7431c5d5cd261be196,Midway,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4e32ecbd538c4f68de6aff32,B4X2500NORM-2eaf111edc10a222ab76279b,Moore,ID,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0eab15cb6ac44153fbd8a2eb,B4X2500NORM-2eb0472d9258f3e264b9abf4,St. Augusta,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-56d6bafed2d60ab63c02a2e6,B4X2500NORM-2ed4554b0fa6044cdf4c01b4,Melbourne Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-88aebe14c64422ef76ecb4bd,B4X2500NORM-2edae2dc8d09b78f6bdfed36,Entiat,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e9febca89a706cceeb528c5a,B4X2500NORM-2ee080b9070cc9cba3f6f74f,Duck,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1499405c7d5ffe7d20d5dc57,B4X2500NORM-2eedec9612664a9fb711d9a1,Rockport,AR,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-10a787a71e9b8fe9e0d6fb8a,B4X2500NORM-2f042b2bc52da64d04ab512b,Garfield,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d16a61d3a805593cd8847dc9,B4X2500NORM-2f0479a34ca3ddd401b04afe,Eaton,NH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5721a97061a100d1c77fcae2,B4X2500NORM-2f078db757e4edafaaa89c36,Kitty Hawk,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d17284f77fc4dd6a5e256f05,B4X2500NORM-2f114e46886a48dfc754e4a9,Medford,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ff0af50317a7d8ed1d2269cf,B4X2500NORM-2f114f3072057b8e2cbfaa6e,Lake Isabella,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7a78dc9db562f7dcf13503fe,B4X2500NORM-2f13207e7d4c38c553cb04f4,Floresville,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f37d384cc504d1621ab81671,B4X2500NORM-2f2e7c6b2ea8bf2843ea18d8,Yoakum,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ccdd2f2787e5a4ef76910080,B4X2500NORM-2f463655d1ed359ce4fec69e,Cassopolis,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-58251915b3f0aa794aef000f,B4X2500NORM-2f7ab649e7a7cdf40f3496ee,Montgomery,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-95e3e420863ba2ec4b19f5b2,B4X2500NORM-2f7d6a164130720b6445c5d0,Sunrise Beach,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bf285f584177a457501c1eb1,B4X2500NORM-2f85a321461b6a4542c71e8f,Jamesburg,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-54f2a8d8c04fbf570553849d,B4X2500NORM-2f861bbd1977b147f43b4890,Orangetown,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cff17a359a85e0e9f6a72fde,B4X2500NORM-2f9770f1c9d15b8e743fb175,Southampton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-703a2def56d142280903cd43,B4X2500NORM-2fadeaa641e235bb6914d071,Clinton,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1576a57838d51e2b5cdaf787,B4X2500NORM-2fb44cf1c78b5fc6fe984a1d,McAdenville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cd0e4df2e5e5f16b33a097cd,B4X2500NORM-2fc2e9e89ca0484c4ad5060d,Wantage,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8ff1c460186cc11cba29c9fc,B4X2500NORM-2fc53c13a7187603fbccd64c,Fort Jones,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-63515b9c14b9d4475dd03159,B4X2500NORM-2fcbe8a48d88523a5f3aa544,Key Colony Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b887814a2e05e2775d7c42b8,B4X2500NORM-2fcd38216683ffbb52835eac,Wadesboro,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3b7544322031edbc256adf60,B4X2500NORM-2fe82bc2e8085d9e1db32128,Rock Falls,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0dbd6cb038b98e6b3aa0976c,B4X2500NORM-2feb20e9b3a5cb21aac04d7f,Perkins,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6519129cbdc2a4997606dc19,B4X2500NORM-2ff2632937b0104344388bbc,Mendon,UT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1cc80c954ee81b7c55a98fb1,B4X2500NORM-3011de1b1885c55a1b6f08b2,Pierz,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d103f8fb4ee36d3f2bb3915a,B4X2500NORM-3014b136eea0a90f9cf68576,Buchanan,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c1e95da351fcfee6712947f9,B4X2500NORM-301baa627b384cd177c3ba41,Goodrich,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8fd8e9701294f6b1728e38b5,B4X2500NORM-3036c409c16d6f240e2a0a85,Butler,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1e077f45b76b57e1eb294459,B4X2500NORM-303bf46d6c5b17501c548ac8,Edmore,ND,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dfc38d182367868a4e74a50c,B4X2500NORM-30415ff16626986eadc48669,Woodway,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b8a049001a273bbd6f0ed4cc,B4X2500NORM-3042adb0506f2d7ad595cb1c,Brunswick Hills,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e46e8201e9df481c4f9f2da8,B4X2500NORM-30502327ae63bf8e7335c5b9,Grand Marais,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-03b9a974cd5ed3380732e927,B4X2500NORM-30773343de99dc27d717c4ad,Duck,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5ca25e6c3f2abba2b8e8202d,B4X2500NORM-307c22fa3b3626184e901289,Shelby,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fd870d30f10cab56030e5f46,B4X2500NORM-3097e61e14a905f1428d8162,Plymouth charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8315621284c1ec279f7e2ac3,B4X2500NORM-309811317c62c484d419b9dc,Sand City,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-004c4fefdbacc0cb9c6933e6,B4X2500NORM-309fe2a3a8803c36e239e449,Bedminster,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a5a525fd023b8494947c5596,B4X2500NORM-30a8aa756a0175c85b7db035,Montoursville,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9e01e379bef03c22bfeadcb9,B4X2500NORM-30b3a85e480cfd94bd11628f,Grosse Tete,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c5134ee4e04907bdbb2a080e,B4X2500NORM-30b5789a5d14f8e9276ef0b3,Atlantic Beach,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9e75bd1ca2bb17b7f9a4469b,B4X2500NORM-30d52aaeebea4784e0ad3a74,El Paso,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b66d5f920094a5627c81b3c2,B4X2500NORM-30e685dbab892e944bca372c,Palos Heights,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f7500e247b4d64b19b4c417,B4X2500NORM-30f12ffaebc3f1774c844e16,Bernards,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fba0919ff2d52883d0f90acd,B4X2500NORM-30f13ce8fca8224d6c4f0df0,Turtlecreek,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-26da0deedb558137a9dbcdac,B4X2500NORM-30ffc67912f22b6a6214361d,Cortland,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f30172f52d0bba34a5bf9bda,B4X2500NORM-3112c96061927cf2a540cbac,Larchmont,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-80a258e26e4767d9da425284,B4X2500NORM-311c47fca4dcd2f1c9a19f1f,San Juan Bautista,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cbe06cf78a3a8a48305ad7ba,B4X2500NORM-312b0448217a446df6b326ea,Saddle Brook,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1cfde18793b38ec526c3b726,B4X2500NORM-3132b9068c9aff53c819b7a6,Redgranite,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1336e191b0462f26881c7719,B4X2500NORM-313463d27d2f84c892ed5be7,Farmville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-35d7de13572389ec47858748,B4X2500NORM-313b8652e9c05fbfd6950df7,Evesham,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b6d995e58186b4aefe5ccb57,B4X2500NORM-3140c920933e858f7404c70a,Winside,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d263c80ed034f481303411ab,B4X2500NORM-314902fc73ed7aa3ded7b904,Champion,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-127cf0d7b72b2bd57b7953e4,B4X2500NORM-314a7ed4de9b6996cdb3d344,Lake Benton,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2c6c20a5a7e288aa55695680,B4X2500NORM-314cfd71a10c7bc584fa4042,Avoca,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1bd71d9480921bec218d97be,B4X2500NORM-3151ec4222a1f3353e3f532b,Bogue,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f11fdfba2f882a5f7fd5870a,B4X2500NORM-3157b4f6da40f0ddaa13024c,Melvern,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-085a993b6d11813ab2ba8c9e,B4X2500NORM-315884aa54b57551bcdc4c5d,Green Tree,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bfd00931daffb6785c557012,B4X2500NORM-316c6328cc6ce9c9b8d6e2df,Riverton,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-91c146fab7a678750d77c059,B4X2500NORM-317e9b0e03e6b76ed4a8fbeb,Beloit,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-025a06a1ad1d589c1d830e79,B4X2500NORM-317ebbdf218b3a087176c899,Sisseton,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d98173862b50d39938504f90,B4X2500NORM-3190cca49a0e9e48761bea5d,Bellmead,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3899e8ecaaa5bdf14e76f82c,B4X2500NORM-31957626b83f8ed4fd0a8b0f,Margate City,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-218e30c9d937b0df881cc324,B4X2500NORM-31a3cf955ab38e0151fea385,Hanover,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7f7ca9f01126f9236ea6e206,B4X2500NORM-31ab2aed7cf48fc6e639e07d,Hamburg,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c593ee3c659a734561baf945,B4X2500NORM-31ad77028fe61adc023e2982,Glasco,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2e71c5867bb654318bd2aaac,B4X2500NORM-31ae8b7419fedb404a004bb6,Herreid,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-758b732486638d474918e8df,B4X2500NORM-31b04b175056b62c8f2d5861,York charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-873d356590dbb0bf458853ab,B4X2500NORM-31bf1c5e3d2d8d39684bbe6e,Marceline,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-89a20e8e9dbf0aafcad784ba,B4X2500NORM-31cbd97fb634dd341e5ca051,Mountain Village,CO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1ecb62f40d53dba29e425bfd,B4X2500NORM-31e0e5f711a0130785d3df87,Muttontown,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f3a83e3d8609cac1ba18c94,B4X2500NORM-31e43cdc98141231fdb5b518,Navasota,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-887f6c4885204f86f14c8533,B4X2500NORM-31ee3638092e8dec0b748429,Horseheads,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3bdb46ded9b797b83a5d038e,B4X2500NORM-31f2b804b0a5251e918fc2f7,Malcolm,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4402f1910a8350f446e9745b,B4X2500NORM-322216bf9256bac07c68a4cb,Delaware,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3cd212e7c799084592c67c88,B4X2500NORM-322460e72b0ba3f273f67222,Vass,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b0602a3e75ba1ec2a7fdd8af,B4X2500NORM-322b7953b5895a0509f5edf0,Lawrenceville,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-433885d5ca73b8f615e92bf3,B4X2500NORM-32325e512a5a0d594cde525e,Sandstone,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ec96cc5cc765c20a3fa10aee,B4X2500NORM-3237e780dc81ba76ddc8a5c4,Wessington,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-16c1999a6699c2d98859906b,B4X2500NORM-3243fe86cc4ee76e9189984c,Gardner,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c4b30686a3000b29f52a8b76,B4X2500NORM-3251bd7e744d5740a8742c50,Lysander,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b32dab62e04e92adbe89f42f,B4X2500NORM-325234169b781537933867ea,Middlesex,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2f48e1f59e4111be5a6df600,B4X2500NORM-3252c0acdffd0989743b7fc4,El Paso,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-133bffec53881546d35875a1,B4X2500NORM-325458790bc8ba5d90cfde3a,Michigan City,ND,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ba320a1ac9a387e4dcb8972c,B4X2500NORM-32645cc0819a0da087974a01,Deshler,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8b406d03e08ecdfa9afd8781,B4X2500NORM-32669f939df40942bf24138b,Colfax,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c982cd37ddacc1ecb8172392,B4X2500NORM-3266af7c65403cef417ed2b7,Social Circle,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dc54f0672216770ba17c4e24,B4X2500NORM-326e13282d86d7377c4e565a,Ithaca,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0ba109bc77a41327b1374425,B4X2500NORM-3280725f979a3ddfdb860a69,Grand Haven charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-27bc20af09b44adb6d3fec4c,B4X2500NORM-328f6e7c8c037701e1ba6dc9,Gowanda,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b405adacb82b9965fb5b8be1,B4X2500NORM-3295668e8ce1ab9c4e060fa1,Ridgeway,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-166bf70198c79c1a9ce2d27d,B4X2500NORM-3298164197e2c167bd15451b,Tyrone,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7e09a446147e26b5ce145837,B4X2500NORM-32ad81236fd559767c29baa2,Langley,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f441fcf9808a0c25d0134c93,B4X2500NORM-32bf93bdd7ea7a665e5c7687,Brookfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-de8408a05f20588257b0f4ed,B4X2500NORM-32c1f57816f5e23ede23cb01,Village of Grosse Pointe Shores,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a79338f4819211ec06a90911,B4X2500NORM-32d275972d2ea4f73697ed46,Howland,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f17cb6a9946a8027cb3d7904,B4X2500NORM-32e9e0309f2da0caf78d6d14,Escalon,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-86d7820d6377eba28ad7d91e,B4X2500NORM-32f35f3893a5bd02f5e60f5b,Pennfield charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-795a51a8a018bf152e65a663,B4X2500NORM-33055b11394d889015191091,Shutesbury,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0780c92eb634b3a9221caa4b,B4X2500NORM-330aa458e19c662b28c7ce94,Stewartstown,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-37bb5fa4c70104a2c2e0f4ab,B4X2500NORM-3312588c029dab2ac172baa4,Goshen,KY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f36bed20fb16eea3553e5c83,B4X2500NORM-33127afd7243a3ea73125b22,Freeland,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-41eed01ff724e702ef2d9997,B4X2500NORM-33148cb64c7d885b25461643,Greece,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ac249c288b4c8152194384da,B4X2500NORM-3324dce1dffdbc3976fe33f4,Larchmont,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-45a98245cb32457763651e2e,B4X2500NORM-3329337790736df7b8222b01,Summit,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ab5020ea0693bd04fca84e75,B4X2500NORM-333768163c5ec6574e06c034,Gill,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
