annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,classification_evidence_basis,codified_record_id,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,final_locator,grade,growth_mechanism_claim_caveat,growth_mechanism_claim_text,growth_mechanism_type,growth_value_type,lane_position,line_offset,mechanism_attributes,mechanism_claim_ready,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_needed_for_gap_claim,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_growth_period,parsed_growth_unit,parsed_growth_value,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,quantitative_growth_value_present,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id,why_not_gap_comparable,comparable_wage_candidate_link,fields_repaired,fields_still_missing,gap_claim_blockers,gap_claim_readiness,manual_review_reason,matched_cycle_link,repair_confidence,repair_evidence_basis
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004630,non_cba_or_other_hint,36943,36862,"[""unresolved"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-f0320052eaea92f0a48eae57,undated-source-B4X2500LIVE-20260729-004630,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-ac88d8a694c803d0e287,https://mtas.tennessee.edu/system/files/codes/combined/Spencer-code.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,725,814,"[""implementation_or_retroactivity_advantage""]",False,Spencer,B4X2500MC-7cc8c2c18a180bda46d0f0f0,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-f2a99b7d597469ded1550b26,moderate,unknown,https://www.mtas.tennessee.edu/system/files/codes/combined/Spencer-code.pdf,normalization_mechanism_only,,142,,,,,,,,,,,,,,,,,,,,,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-ab74a2746a4006a8312ff5d6,,Normally this adjustment will be effective July 1 or the beginning of the fiscal,"City of Spencer Municipal Personnel: Employee Position Classification/Compensation Plan (Title 4, Ch. 3) — pay grades/steps, rates of pay, pay adjustments, lump sum payments;",,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Normally this adjustment will be effective July 1 or the beginning of the fiscal,,effective_date,,True,B4X2500RDY-20260730-758993e21d05dc58fc70,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.984231Z,B4X2500RESCUE-7987f76d78036fc11656141c,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-fe2c59ed3565d74e22cd,unclear,B4X2500-20260729-04687,,budget_or_pay_plan,B4X2500LIVE-20260729-004630,B4X2500SRD-20260730-fe2c59ed3565d74e22cd,"City of Spencer Municipal Personnel: Employee Position Classification/Compensation Plan (Title 4, Ch. 3) — pay grades/steps, rates of pay, pay adjustments, lump sum payments",B4X2500SPAN-20260730-66bb2e3f4425236067c6007d,560c054ad37e5b3c79a79629a7afd72f74a98ba55f0fc315dad62430ce59f829,TN,,unresolved_unit,B4X2500V-20260730-04127,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
standard_2080_hours,2080,base,B4X2500LIVE-20260729-009783,non_cba_or_other_hint,61258,61184,,B4X2500COD-20260730-c78aafc61cfeb2025c00596b,2024,not_applicable,,2024-01-01,quantitative_compensation,B4X2500TXT-20260730-d31a0ad6ba666e24a338,https://cms5.revize.com/revize/yoakum/government/City%20Council%20Meeting%20Minutes/Minutes2024.pdf,,,,,,726,972,"[""base_wage_direct_value""]",,Yoakum,B4X2500MC-e9e88ed54347115a7f3a1419,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]",,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,45760.0,2026-07-30T22:04:39Z,not_growth_value,22.0,hourly,,B4X2500NORM-4bfd418e712a226d39e96817,moderate,unknown,https://www.cityofyoakum.org/government/City%20Council%20Meeting%20Minutes/Minutes2024.pdf,normalization_partial,,148,,,,2024,22.0,2024,,,,,,,,22.0,,,,,,2024-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,,B4X2500-RATING-20260730-8e51da2662be251558efb85c,base,salary on a case manager to fill that position is roughly $22.00 per hour.,City Council Meeting Minutes 2024 (contains references to Personnel Manual / Pay Plan adoption);,2024,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,salary on a case manager to fill that position is roughly $22.00 per hour.,,hourly_rate,$22.00,True,B4X2500RDY-20260730-a865c8a16358afa29805,South,downstream_normalization_needed,partial_repair,2026-07-30T23:20:20.586667Z,B4X2500RESCUE-9d4496c2426c77795f1a2e84,rescue_lane_004,still_partial,B4X2500SRD-20260730-ad17b505874444cb19c7,unclear,B4X2500-20260729-09779,,budget_or_pay_plan,B4X2500LIVE-20260729-009783,B4X2500SRD-20260730-ad17b505874444cb19c7,City Council Meeting Minutes 2024 (contains references to Personnel Manual / Pay Plan adoption),B4X2500SPAN-20260730-4e339980d70a9a5ba6d3fba6,7bf220f00bce8823979bfdd3ca1c53ee9199340cb1fe057b2a3b8ce415c0d316,TX,,unresolved_unit,B4X2500V-20260730-05595,,,[],"[""safety_category"", ""occupation_or_unit""]","[""safety_category"", ""occupation_or_unit""]",not_ready,safety_category;occupation_or_unit,B4X2500MC-e9e88ed54347115a7f3a1419,low,"[""prior_normalization_metadata_only""]"
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004639,non_cba_or_other_hint,3149,3115,"[""prior_normalization_metadata"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-3751af64df950054ec68ea37,2011-2012,not_applicable,2012-12-31,2011-01-01,quantitative_compensation,B4X2500TXT-20260730-4229322787f02af42f4b,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,727,90,[],False,Abernathy,B4X2500MC-38eab359593012d0c20419c7,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-625b1ff24604dece447b8f2a,moderate,police,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,normalization_mechanism_only,,29,,,,2011,,2011-2012,,,2012-12-31,2011,,,,,,,,,,2011-01-01,,,,,weak_context_exclusion,,high_priority_verification_ready,"[""contract_year_or_fiscal_year""]",False,,B4X2500-RATING-20260730-f0808e2c0eaa0e95cbba9c45,,Overview of Fiscal Year 2011-2012,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012);,2011; 2012,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Overview of Fiscal Year 2011-2012,police,contract_year_or_fiscal_year,,True,B4X2500RDY-20260730-cc76ff0ea81c3968a82d,South,exclude_from_report,mechanism_only_repair,2026-07-30T23:25:57.866827Z,B4X2500RESCUE-a5e28a2b995059959d91c0c5,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-a7619306cfdfdeda063c,police,B4X2500-20260729-04697,,budget_or_pay_plan,B4X2500LIVE-20260729-004639,B4X2500SRD-20260730-a7619306cfdfdeda063c,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012),B4X2500SPAN-20260730-e8cf314d46568b4de7acfb14,78573d76f9ecceb2859471b7f22ce5b28272ff8074ac470b138de73ac7941398,TX,,police,B4X2500V-20260730-01264,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004639,non_cba_or_other_hint,5388,5340,"[""prior_normalization_metadata"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-34474636a0ce04d8934de191,2011-2012,not_applicable,2012-12-31,2011-01-01,quantitative_compensation,B4X2500TXT-20260730-4229322787f02af42f4b,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,728,128,[],False,Abernathy,B4X2500MC-38eab359593012d0c20419c7,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-82ec994d9fb7a749fd17a284,moderate,police,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,normalization_mechanism_only,,38,,,,2011,,2011-2012,,,2012-12-31,2011,,,,,,,,,,2011-01-01,,,,,weak_context_exclusion,,high_priority_verification_ready,"[""contract_year_or_fiscal_year""]",False,,B4X2500-RATING-20260730-62886889289318ad50e2f7d7,,the budgeted revenues for Fiscal Year 2010-2011.,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012);,2011; 2012; 2010,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,the budgeted revenues for Fiscal Year 2010-2011.,police,contract_year_or_fiscal_year,,True,B4X2500RDY-20260730-cc76ff0ea81c3968a82d,South,exclude_from_report,mechanism_only_repair,2026-07-30T23:25:57.890872Z,B4X2500RESCUE-a5dbaf4794267b78f37e0162,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-a7619306cfdfdeda063c,police,B4X2500-20260729-04697,,budget_or_pay_plan,B4X2500LIVE-20260729-004639,B4X2500SRD-20260730-a7619306cfdfdeda063c,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012),B4X2500SPAN-20260730-b74b6980dc155cd2ca4a7abe,979a5ee017008f4bcadbea79b279fef1f8194f4b1413c9a890c389431eb6abfd,TX,,police,B4X2500V-20260730-01264,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
standard_2080_hours,2080,base,B4X2500LIVE-20260729-009940,non_cba_or_other_hint,11617,11560,,B4X2500COD-20260730-d318f45cc5907b6c7dd5e84d,2022,not_applicable,,2022-10-11,quantitative_compensation,B4X2500TXT-20260730-685bdd0aa3738b8b7c41,https://eureka.utah.gov/documents/52/CMOct112022.pdf,,,,,,729,195,"[""base_wage_direct_value""]",,Eureka,B4X2500MC-5bf3619ccbb6c4ea6ee05597,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]",,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,37440.0,2026-07-30T22:04:39Z,not_growth_value,18.0,hourly,,B4X2500NORM-4eb650d793f52d1bc88e9d45,moderate,unknown,https://eureka.utah.gov/documents/52/CMOct112022.pdf,normalization_partial,,35,,,,2022,18.0,2022,,2022-10-11,,,,,,18.0,,,,,,2022-10-11,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,,B4X2500-RATING-20260730-1cbd7d8cacf1dba0e3b0e7ad,base,The new temporary position wage will be $18.00 per hour.,"Council Meeting Minutes (October 11, 2022) - Executive session: Personnel: Job Descriptions, Wages and Benefits (wage increase mentioned); EXECUTIVE SESSION",2022-10-11,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,The new temporary position wage will be $18.00 per hour.,,hourly_rate,$18.00,True,B4X2500RDY-20260730-06abb304461aadcea566,West,downstream_normalization_needed,partial_repair,2026-07-30T23:20:20.638357Z,B4X2500RESCUE-1a6587b87a22630a3fd64e6e,rescue_lane_004,still_partial,B4X2500SRD-20260730-a8f655fea2b4041561fc,unclear,B4X2500-20260729-09961,EXECUTIVE SESSION,wage_schedule,B4X2500LIVE-20260729-009940,B4X2500SRD-20260730-a8f655fea2b4041561fc,"Council Meeting Minutes (October 11, 2022) - Executive session: Personnel: Job Descriptions, Wages and Benefits (wage increase mentioned)",B4X2500SPAN-20260730-537f5564109c5ea445d73b68,dde76b6c7db2f1e15e83f028b8ea5e91463d31234ad2783f01dbfbffa0e43bc0,UT,,unresolved_unit,B4X2500V-20260730-02770,,,[],"[""safety_category"", ""occupation_or_unit""]","[""safety_category"", ""occupation_or_unit""]",not_ready,safety_category;occupation_or_unit,B4X2500MC-5bf3619ccbb6c4ea6ee05597,low,"[""prior_normalization_metadata_only""]"
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004639,non_cba_or_other_hint,1799,1765,"[""prior_normalization_metadata"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-5f9aa37af408d762778cff94,2011-2012,not_applicable,2012-12-31,2011-01-01,quantitative_compensation,B4X2500TXT-20260730-4229322787f02af42f4b,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,730,47,[],False,Abernathy,B4X2500MC-38eab359593012d0c20419c7,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-a754b7ccacb0a513adaf5967,moderate,police,https://cityofabernathy.org/wp-content/uploads/2023/01/11-12-Budget.pdf,normalization_mechanism_only,,15,,,,2011,,2011-2012,,,2012-12-31,2011,,,,,,,,,,2011-01-01,,,,,weak_context_exclusion,,high_priority_verification_ready,"[""contract_year_or_fiscal_year""]",False,,B4X2500-RATING-20260730-2fae1fe98d4b569be6181447,,Overview of Fiscal Year 2011-2012,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012);,2011; 2012,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Overview of Fiscal Year 2011-2012,police,contract_year_or_fiscal_year,,True,B4X2500RDY-20260730-cc76ff0ea81c3968a82d,South,exclude_from_report,mechanism_only_repair,2026-07-30T23:25:57.919036Z,B4X2500RESCUE-19c8c10d56f2f01b52636b56,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-a7619306cfdfdeda063c,police,B4X2500-20260729-04697,,budget_or_pay_plan,B4X2500LIVE-20260729-004639,B4X2500SRD-20260730-a7619306cfdfdeda063c,11-12-Budget.pdf (General Fund Payroll: Police Salaries End Pay for FY 2011-2012),B4X2500SPAN-20260730-6f30311375dc64d9f424a1cf,78573d76f9ecceb2859471b7f22ce5b28272ff8074ac470b138de73ac7941398,TX,,police,B4X2500V-20260730-01264,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-002167,non_cba_or_other_hint,6486,6462,"[""prior_normalization_metadata"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-adc240a15714da58b4b3df0b,undated-source-B4X2500LIVE-20260729-002167,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-9652ec3c2a412f9678b0,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,731,191,"[""automatic_raise_mechanism""]",False,Balcones Heights,B4X2500MC-25d9045d216a527040ff45cd,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-578ab6d3b9a4fb7705729f69,moderate,police,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,normalization_mechanism_only,,59,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-a9f1d32dd22833919879e675,,• Personnel – TMRS COLA,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet);,,The passage combines a raw compensation term with possible wage-setting context for later review.,,• Personnel – TMRS COLA,police,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-941d6a3e7d0f2f694fe9,South,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.859621Z,B4X2500RESCUE-62ca54291a928969ef835cb0,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-26d6a8c1aade4fb39505,police,B4X2500-20260729-02200,,budget_or_pay_plan,B4X2500LIVE-20260729-002167,B4X2500SRD-20260730-26d6a8c1aade4fb39505,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet),B4X2500SPAN-20260730-1748afc13da30dbd6d30768e,8aa147bd66f3fde289547bd732f5c48c4f7f11215ef3056f59f94046a3972638,TX,,police,B4X2500V-20260730-01270,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
standard_2080_hours,2080,base,B4X2500LIVE-20260729-009940,non_cba_or_other_hint,11323,11266,,B4X2500COD-20260730-149037d90e42cc15fa93937c,2022,non_safety_advantage,,2022-10-11,quantitative_compensation,B4X2500TXT-20260730-685bdd0aa3738b8b7c41,https://eureka.utah.gov/documents/52/CMOct112022.pdf,,,,,,732,192,"[""base_wage_direct_value""]",,Eureka,B4X2500MC-5bf3619ccbb6c4ea6ee05597,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]",,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,39520.0,2026-07-30T22:04:39Z,not_growth_value,19.0,hourly,,B4X2500NORM-fe3db0a707d0e9e445f2763b,moderate,unknown,https://eureka.utah.gov/documents/52/CMOct112022.pdf,normalization_partial,,35,,,,2022,19.0,2022,,2022-10-11,,,,,,19.0,,,,,,2022-10-11,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,,B4X2500-RATING-20260730-aa918c1ba048e414b5a96dc0,base,They will be increasing Drew’s wages to $19.00 per hour,"Council Meeting Minutes (October 11, 2022) - Executive session: Personnel: Job Descriptions, Wages and Benefits (wage increase mentioned); EXECUTIVE SESSION",2022-10-11,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,They will be increasing Drew’s wages to $19.00 per hour,,hourly_rate,$19.00,True,B4X2500RDY-20260730-06abb304461aadcea566,West,downstream_normalization_needed,partial_repair,2026-07-30T23:20:20.689652Z,B4X2500RESCUE-4171d6098ee449ef080c0afc,rescue_lane_004,still_partial,B4X2500SRD-20260730-a8f655fea2b4041561fc,unclear,B4X2500-20260729-09961,EXECUTIVE SESSION,wage_schedule,B4X2500LIVE-20260729-009940,B4X2500SRD-20260730-a8f655fea2b4041561fc,"Council Meeting Minutes (October 11, 2022) - Executive session: Personnel: Job Descriptions, Wages and Benefits (wage increase mentioned)",B4X2500SPAN-20260730-fcd0ef8ce0a17c885ada49ed,04ade99c6baecc9d834338d344672965a43672ed6dc4a9877fbb5dc10271b3c5,UT,,unresolved_unit,B4X2500V-20260730-02770,,,[],"[""safety_category"", ""occupation_or_unit""]","[""safety_category"", ""occupation_or_unit""]",not_ready,safety_category;occupation_or_unit,B4X2500MC-5bf3619ccbb6c4ea6ee05597,low,"[""prior_normalization_metadata_only""]"
not_applicable,,unclear,B4X2500LIVE-20260729-002167,non_cba_or_other_hint,173112,173059,"[""prior_normalization_metadata"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-edc8c5ef066b747539e7e26f,undated-source-B4X2500LIVE-20260729-002167,neutral_or_general,,,quantitative_compensation,B4X2500TXT-20260730-9652ec3c2a412f9678b0,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,733,4670,"[""automatic_raise_mechanism""]",False,Balcones Heights,B4X2500MC-25d9045d216a527040ff45cd,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,4.0,B4X2500NORM-5a330eb3ae5a99bf06dd30e6,moderate,police,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,normalization_mechanism_only,,1221,,,,,,,,,,,,percent,4.0,,,,4.0,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-3d5b4ea7f79d4f3eed7c41b8,,new rank that guarantees at least a 4% raise in pay.,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet);,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,new rank that guarantees at least a 4% raise in pay.,police,percentage_raise,4%,True,B4X2500RDY-20260730-941d6a3e7d0f2f694fe9,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.860950Z,B4X2500RESCUE-1d873251728d79e91a195d79,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-26d6a8c1aade4fb39505,police,B4X2500-20260729-02200,,budget_or_pay_plan,B4X2500LIVE-20260729-002167,B4X2500SRD-20260730-26d6a8c1aade4fb39505,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet),B4X2500SPAN-20260730-edfe3c68c3122db5ea4fdcf8,5a7771ca2a0319af395cdf7ff571af82c2a729f475c84a83dd489b0b87c623b4,TX,,police,B4X2500V-20260730-01270,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-002167,non_cba_or_other_hint,98257,98209,"[""prior_normalization_metadata"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-c32d795883623b0a8c16979a,undated-source-B4X2500LIVE-20260729-002167,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-9652ec3c2a412f9678b0,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,734,3076,"[""automatic_raise_mechanism""]",False,Balcones Heights,B4X2500MC-25d9045d216a527040ff45cd,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-72704fd3f535c0ecb4250db8,moderate,police,https://cms3.revize.com/revize/balcones/Documents/Government/City%20Council/Agenda%20%26%20Minutes/2022/Agenda/combined_council_packet_-_9-26-2022.pdf,normalization_mechanism_only,,851,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-4ea8ea9c9e493b447dc7c58f,,The Cost-of-Living Adjustment (COLA) increased.,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet);,,The passage combines a raw compensation term with possible wage-setting context for later review.,,The Cost-of-Living Adjustment (COLA) increased.,police,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-941d6a3e7d0f2f694fe9,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.878822Z,B4X2500RESCUE-9fa69caf35893aa36c52cea1,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-26d6a8c1aade4fb39505,police,B4X2500-20260729-02200,,budget_or_pay_plan,B4X2500LIVE-20260729-002167,B4X2500SRD-20260730-26d6a8c1aade4fb39505,Collective Bargaining Agreement (Balcones Heights Police Officers’ Association) + Appendix A Pay Plan (within council packet),B4X2500SPAN-20260730-8f906e5a2bc5cf7ee0b41372,559ab369351736d0a109b00c3d92aa6607a6d30c9afadbeeab5c7157b3da975e,TX,,police,B4X2500V-20260730-01270,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
