state,municipality,unit_type,contract_or_document_period,download_queue_rows,retained_sources,coverage_status
NH,Merrimack,safety_and_non_safety_bargaining_units,2024–2027,1,1,retained_source_not_ingested
NJ,Bernards,safety_and_non_safety_bargaining_units,"Memorandum of Agreement dated July 13, 2021 covering July 1, 2021 through June 30, 2025",1,1,retained_source_not_ingested
NJ,Bloomfield,safety_and_non_safety_bargaining_units,"2018 (article published May 27, 2018; references years without a contract and pending compulsory interest arbitration)",1,1,retained_source_not_ingested
NJ,Delran,non_safety_municipal_units,CY 2018 municipal budget year (ordinance to exceed budget appropriation limits / establish cap bank context),1,1,retained_source_not_ingested
NJ,Denville,safety_and_non_safety_compensation_units,"Salary Ordinance effective for salary schedule referenced to PBA MOA signed Feb 15, 2018 (document includes salary steps beginning 1/1/2018 and 7/1/2019).",1,1,retained_source_not_ingested
NJ,Deptford,safety_and_non_safety_bargaining_units,2014 (document appears to be dated/numbered 2014-42),1,1,retained_source_not_ingested
NJ,Galloway,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,retained_source_not_ingested
NJ,Haddon,safety_and_non_safety_compensation_units,"Beginning January 1, 2018 (as stated in ordinance text)",1,1,retained_source_not_ingested
NJ,Haddon,safety_and_non_safety_compensation_units,"Beginning January 1, 2019 (as stated in ordinance text; revised/dated within 2019)",1,1,retained_source_not_ingested
NJ,Haddon,safety_and_non_safety_compensation_units,Calendar year 2024 salary ordinance (effective per ordinance text),1,1,retained_source_not_ingested
NJ,Hamilton,safety_and_non_safety_bargaining_units,"Collective Bargaining Agreement approved for 2024–2026 (referenced as effective starting June 27, 2023 in the minutes, with CBA term beginning in 2024 per motion language)",1,1,retained_source_not_ingested
NJ,Hamilton,safety_and_non_safety_bargaining_units,"January 1, 2020–December 31, 2024 (CNAs); arbitration award referenced as dated November 8, 2022",1,0,no_retained_source_in_tier_a_b
NJ,Hanover,safety_and_non_safety_compensation_units,"Calendar years 2018, 2019, 2020, and 2021 (per Ordinance No. 25-2019 text in snippet).",1,1,retained_source_not_ingested
NJ,Hanover,safety_and_non_safety_compensation_units,"Effective January 1, 2021; referenced as tied to a collective negotiations agreement covering Jan 1, 2020 through Dec 31, 2021 (per snippet).",1,1,retained_source_not_ingested
NJ,Little Falls,safety_and_non_safety_compensation_units,2024 (Ordinance No. 1494 — 2024 Salary Ordinance Schedule “A”),1,1,retained_source_not_ingested
NJ,Monroe,safety_and_non_safety_bargaining_units,2014-2015 timeframe referenced in synopsis materials (P.E.R.C. decision date implied by synopsis set; use to locate related bargaining/impasse/arbitration context for 2014-2024 window),1,1,retained_source_not_ingested
NJ,Montclair,safety_and_non_safety_bargaining_units,"Referenced interest arbitration award matter (PERC No. 2013-85, 39 NJPER (¶ 2013)); potentially relevant to negotiations around early-cycle years before/into 2014-2024 window",1,1,retained_source_not_ingested
NJ,Ocean,safety_and_non_safety_bargaining_units,Docket timeframe tied to 2013-063 and 2014 PERC decision (exact CBA term not extracted here),1,1,retained_source_not_ingested
NJ,Parsippany-Troy Hills,safety_and_non_safety_bargaining_units,Not specified in the minutes (refers to PERC docket AR-2019-325 “Leave Balance Arbitration”),1,1,retained_source_not_ingested
NJ,Readington,safety_and_non_safety_compensation_units,2024 (ordinance number 08-2024; amending compensation rates),1,1,retained_source_not_ingested
NJ,Teaneck,safety_and_non_safety_bargaining_units,2020-2023,1,1,retained_source_not_ingested
NJ,Teaneck,safety_and_non_safety_bargaining_units,2022-2026,1,1,retained_source_not_ingested
NJ,Washington,safety_and_non_safety_bargaining_units,"January 1, 2021 through December 31, 2025 (successor terms referenced in context of parties to a prior contract covering Jan 1, 2016–Dec 31, 2020)",1,1,retained_source_not_ingested
NJ,Washington,safety_and_non_safety_bargaining_units,"January 1, 2026 through December 31, 2029 (successor CBA referenced)",1,1,retained_source_not_ingested
NJ,West Milford,non_safety_municipal_units,2015-2019,1,1,retained_source_not_ingested
NJ,West Windsor,safety_and_non_safety_bargaining_units,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),1,1,retained_source_not_ingested
NJ,West Windsor,safety_and_non_safety_bargaining_units,P.E.R.C. No. 2013-39 (synopsis published 11/19/2012; relates to binding arbitration restraint request—grievance arbitration arbitrability),1,1,retained_source_not_ingested
NJ,Woodland Park,non_safety_comparator,"Years 2025, 2026, 2027, 2028, 2029 (as stated for Ordinance 25-09 in the packet)",1,0,no_retained_source_in_tier_a_b
NY,Amherst,safety_and_non_safety_bargaining_units,2014-2024 (exact dates not determined from search snippet),2,2,retained_source_not_ingested
NY,Babylon,safety_and_non_safety_bargaining_units,PERB Case No. M2017-043 (Fact-Finding Report; received 3/09/2018 per PERB listing),1,0,no_retained_source_in_tier_a_b
NY,Babylon,safety_and_non_safety_bargaining_units,PERB Case No. M2017-044 (Fact-Finding Report; received 3/07/2018 per PERB listing),1,0,no_retained_source_in_tier_a_b
NY,Bedford,safety_and_non_safety_compensation_units,Listed: Bedford White Collar CBA 2019 to 2022,1,1,retained_source_not_ingested
NY,Binghamton,non_safety_comparator,"July 1, 2021 - June 30, 2024",1,1,retained_source_not_ingested
NY,Binghamton,non_safety_comparator,"July 1, 2022 - June 30, 2025 (as labeled in document metadata/snippet context)",1,1,retained_source_not_ingested
NY,Binghamton,non_safety_comparator,"July 1, 2023 - June 30, 2026",1,1,retained_source_not_ingested
NY,Blooming Grove,non_safety_municipal_units,2014 (budget year),1,1,retained_source_not_ingested
NY,Blooming Grove,non_safety_municipal_units,2018 (adopted budget year),1,1,retained_source_not_ingested
NY,Blooming Grove,non_safety_municipal_units,2024 (adopted budget year),1,1,retained_source_not_ingested
NY,Colonie,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,no_retained_source_in_tier_a_b
NY,Elmira,non_safety_comparator,"July 1, 2024 through June 30, 2027",1,1,retained_source_not_ingested
NY,Fishkill,non_safety_municipal_units,2020 (budget year),1,1,retained_source_not_ingested
NY,Goshen,safety_and_non_safety_compensation_units,prevailing wage schedule described as effective July 2024 through June 2025 (as indicated on the document; exact effective dates not revalidated in this lead),1,0,no_retained_source_in_tier_a_b
NY,Guilderland,safety_and_non_safety_bargaining_units,varies by linked PDF (including 2024–2026 for UPSEU; see linked documents),1,1,retained_source_not_ingested
NY,Malta,non_safety_municipal_units,2018,1,1,retained_source_not_ingested
NY,New Hartford,non_safety_municipal_units,Calendar year 2021 (2021 Salary Schedule),1,1,retained_source_not_ingested
NY,New Paltz,safety_and_non_safety_compensation_units,2013-12-?? to 2018 (exact start/end implied by filename),1,1,retained_source_not_ingested
NY,New Windsor,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,no_retained_source_in_tier_a_b
NY,Newburgh,safety_and_non_safety_bargaining_units,2017 (document year shown in record title),1,0,no_retained_source_in_tier_a_b
NY,Onondaga,non_safety_municipal_units,2016 Adopted Budget (document period),1,1,retained_source_not_ingested
NY,Potsdam,safety_and_non_safety_compensation_units,Includes contracts with start/end years shown on the page (not determined here),1,1,retained_source_not_ingested
NY,Potsdam,safety_and_non_safety_compensation_units,Not determined here (contract term years require locating within the linked document),1,0,no_retained_source_in_tier_a_b
NY,Poughkeepsie,safety_and_non_safety_bargaining_units,PERB Case No. IA 89-4 (interest arbitration award; outside requested 2014-2024 window),1,0,no_retained_source_in_tier_a_b
NY,Rome,non_safety_comparator,"January 1, 2011 - December 31, 2015",1,1,retained_source_not_ingested
NY,Rome,non_safety_comparator,"July 1, 2009 through June 30, 2012 (per search snippet)",1,0,no_retained_source_in_tier_a_b
NY,Rotterdam,safety_and_non_safety_bargaining_units,"2016-2020 Agreement; MOA dated April 1, 2021 modifies/extends through 12/31/2021",1,1,retained_source_not_ingested
NY,Salina,safety_and_non_safety_bargaining_units,Meeting minutes dated 2024-10-15 (bargaining agreement terms not specified in snippet),1,1,retained_source_not_ingested
NY,Shawangunk,safety_and_non_safety_compensation_units,"CBA expired Dec 31, 2023; successor negotiations for wages commencing Jan 1, 2024 (wage schedule shown through proposed future dates in the report)",1,0,no_retained_source_in_tier_a_b
NY,Smithtown,safety_and_non_safety_bargaining_units,Effective Date: 01/01/2015; Expiration Date: 12/31/2017,1,0,no_retained_source_in_tier_a_b
NY,Stony Point,safety_and_non_safety_compensation_units,"Collective Bargaining Agreement expiring December 31, 2022; MOA dated January 2022 modifies Appendix A salary grades",1,1,retained_source_not_ingested
NY,Sweden,safety_and_non_safety_compensation_units,"2016 (salary schedule set via resolution dated January 12, 2016)",1,1,retained_source_not_ingested
NY,Sweden,safety_and_non_safety_compensation_units,"2020 (salary schedule set via resolution dated January 2, 2020)",1,1,retained_source_not_ingested
NY,Thompson,safety_and_non_safety_compensation_units,commencing 01/01/2025 to 12/31/2027 (outside the 2014–2024 window but indicates existence of a CBA and where to locate it),1,1,retained_source_not_ingested
NY,Tonawanda,safety_and_non_safety_bargaining_units,2016-2019 (expected from impasse timeline; exact contract period not extracted),1,0,no_retained_source_in_tier_a_b
NY,Utica,non_safety_comparator,Four-year agreement retroactive back to 2014 (press release; unit wage/schedule not extracted here),1,1,retained_source_not_ingested
NY,Van Buren,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,retained_source_not_ingested
OH,Anderson,safety_and_non_safety_bargaining_units,"CBA referenced; disciplinary/arbitration activity around May 2017 (with effective demotion date May 6, 2017); decision issued 2019",1,1,retained_source_not_ingested
OH,Austintown,safety_and_non_safety_bargaining_units,"Effective April 1, 2014 through March 31, 2017",1,1,retained_source_not_ingested
OH,Austintown,safety_and_non_safety_bargaining_units,"Fact-finding relating to CBA successor term for agreement originally referenced as April 1, 2011 to March 31, 2014 (issued in 2014)",1,1,retained_source_not_ingested
OH,Batavia,safety_and_non_safety_bargaining_units,2014-2024 window (contract year 2022–2026 referenced by file set; exact term dates not extracted here),1,1,retained_source_not_ingested
OH,Bath,safety_and_non_safety_bargaining_units,Fact-finding report dated 2023 (impasse referenced in snippet),1,1,retained_source_not_ingested
OH,Boardman,safety_and_non_safety_bargaining_units,Fact-Finding Report (2013 case; successor CBA period likely 2014–2016),1,1,retained_source_not_ingested
OH,Boardman,safety_and_non_safety_bargaining_units,Fact-Finding Report (2017 case; successor CBA period likely 2018–2020),1,1,retained_source_not_ingested
OH,Bucyrus,non_safety_comparator,2024-2025 (school district agreement),1,1,retained_source_not_ingested
OH,Canfield,safety_and_non_safety_compensation_units,Effective 1/1/2024 - 12/31/2026,1,1,retained_source_not_ingested
OH,Clear Creek,safety_and_non_safety_bargaining_units,2015-2017,1,1,retained_source_not_ingested
OH,Clear Creek,safety_and_non_safety_bargaining_units,2021-2023,1,1,retained_source_not_ingested
OH,Colerain,non_safety_comparator,"Likely spans within January 1, 2020 through December 31, 2022 (exact dates not captured from locator snippet alone)",1,1,retained_source_not_ingested
OH,Deerfield,safety_and_non_safety_bargaining_units,"Successor bargaining CBA period following 2013 impasse/fact-finding process (SERB File No. 2013-MED-10-1321; report dated March 14, 2014)",1,1,retained_source_not_ingested
OH,Defiance,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,retained_source_not_ingested
OH,Findlay,non_safety_comparator,"Collective bargaining agreement effective January 1, 2016 and expiring December 31, 2018 (MOU addresses wage schedule revision/payment issues within that window)",1,1,retained_source_not_ingested
OH,Franklin,safety_and_non_safety_bargaining_units,2017-2020 (per document heading),1,1,retained_source_not_ingested
OH,Genoa,safety_and_non_safety_bargaining_units,2016-2018,1,1,retained_source_not_ingested
OH,Genoa,safety_and_non_safety_bargaining_units,2019-2020,1,1,retained_source_not_ingested
OH,Granville,non_safety_comparator,"January 1, 2022 through December 31, 2024 (MOA amends wage schedule beginning July 2, 2024 through December 31, 2024)",1,1,retained_source_not_ingested
OH,Groveport,non_safety_comparator,"July 1, 2021 through June 30, 2024",1,1,retained_source_not_ingested
OH,Hamilton,safety_and_non_safety_bargaining_units,"Collective bargaining agreement for the City of Hamilton, Ohio; arbitration/impasse-related provisions present (exact dates not confirmed from search snippet)",1,1,retained_source_not_ingested
OH,Hamilton,safety_and_non_safety_bargaining_units,"Includes provisions referencing successor CBA; appears to include an effective date around Jan 1, 2019 (exact end date not confirmed from search snippet)",1,1,retained_source_not_ingested
OH,Jackson,safety_and_non_safety_bargaining_units,2023 SERB conciliation award document (award-associated bargaining period not fully specified in search snippet),1,1,retained_source_not_ingested
OH,Jackson,safety_and_non_safety_bargaining_units,"Effective Jul 1, 2018 to Jun 30, 2021 (referenced agreement period)",1,1,retained_source_not_ingested
OH,Lawrence,safety_and_non_safety_compensation_units,Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),1,1,retained_source_not_ingested
OH,Lawrence,safety_and_non_safety_compensation_units,Referenced as (1/1/2019 - 12/31/21) within the SERB package,1,1,retained_source_not_ingested
OH,Miami,non_safety_comparator,"Effective through June 30, 2026 (start date not confirmed from lead snippet)",1,1,retained_source_not_ingested
OH,Middletown,non_safety_comparator,"July 1, 2019 – June 30, 2022",1,1,retained_source_not_ingested
OH,Middletown,non_safety_comparator,"July 1, 2020 – June 30, 2023",2,2,retained_source_not_ingested
OH,Monroe,safety_and_non_safety_compensation_units,CBA (document hosted under 2016 SERB contract identifier: 16-MED-06-0646),1,1,retained_source_not_ingested
OH,Monroe,safety_and_non_safety_compensation_units,CBA (document hosted under 2020 SERB contract identifier: 20-MED-02-0109),1,1,retained_source_not_ingested
OH,Monroe,safety_and_non_safety_compensation_units,Fact-finding report (case year 2019; wage/comparison discussion tied to contract negotiation),1,1,retained_source_not_ingested
OH,Mount Healthy,non_safety_comparator,"Effective wage schedule dates include 7/1/2021, 7/1/2022, 7/1/2023 (agreement period not fully specified in snippet)",1,1,retained_source_not_ingested
OH,Munroe Falls,non_safety_comparator,"Effective July 1, 2022 through June 30, 2023",1,1,retained_source_not_ingested
OH,Ontario,non_safety_comparator,Contract year spanning 2020–2021 (salary schedule effective beginning of the 2020-2021 contract; filename indicates 2020 SERB upload),1,1,retained_source_not_ingested
OH,Ontario,non_safety_comparator,Contract year spanning 2022–2023 (filename indicates 2022 SERB upload; likely includes teacher wage/salary schedule and contract articles),1,1,retained_source_not_ingested
OH,Oxford,non_safety_comparator,"three (3) year contract effective January 1, 2021 (end date not confirmed from snippet)",1,1,retained_source_not_ingested
OH,Perry,safety_and_non_safety_bargaining_units,2018 (conciliation award; CBA expiration/extension described in the award text but period not extracted),1,1,retained_source_not_ingested
OH,Perry,safety_and_non_safety_bargaining_units,2018 (conciliation award; bargaining-cycle period not extracted),1,1,retained_source_not_ingested
OH,Perrysburg,safety_and_non_safety_compensation_units,2018 - 2021,1,1,retained_source_not_ingested
OH,Perrysburg,safety_and_non_safety_compensation_units,Term not fully inferred from snippet; document dated 4/13/2018 (SERB contract PDF).,1,1,retained_source_not_ingested
OH,Riverside,non_safety_comparator,"Effective July 1, 2019 through June 30, 2022",1,1,retained_source_not_ingested
OH,Riverside,non_safety_comparator,"Effective July 1, 2022 through June 30, 2025",1,1,retained_source_not_ingested
OH,Scioto,safety_and_non_safety_bargaining_units,"Fact-finding report dated March 18, 2025; includes bargaining history referencing 2024 negotiations/reopener within the document",1,1,retained_source_not_ingested
OH,Springboro,non_safety_comparator,"2019-2021 (amendment states contract remains in force through June 30, 2021; includes salary schedule changes effective 7/1/2019)",1,1,retained_source_not_ingested
OH,Upper Sandusky,non_safety_comparator,"JULY 1, 2021 - JUNE 30, 2024",1,0,no_retained_source_in_tier_a_b
OH,Upper Sandusky,non_safety_comparator,"JULY 1, 2021 through JUNE 30, 2024",1,1,retained_source_not_ingested
OH,Upper Sandusky,non_safety_comparator,"effective July 1, 2022 (incorporated into CBA in effect July 1, 2021 - June 30, 2024)",1,1,retained_source_not_ingested
OH,Washington,safety_and_non_safety_bargaining_units,"Effective July 1, 2019 through June 30, 2022",1,1,retained_source_not_ingested
OH,Westerville,non_safety_comparator,"Includes salary base increases effective July 1, 2021; July 1, 2022; July 1, 2023 (within expected 2021–2023 window)",1,1,retained_source_not_ingested
OR,Milton-Freewater,non_safety_comparator,1993–1994 era (document caption/case context; lead only),1,1,retained_source_not_ingested
PA,Bristol,safety_and_non_safety_bargaining_units,2014 (article referencing arbitration outcome affecting police contract terms),1,1,retained_source_not_ingested
PA,Bristol,safety_and_non_safety_bargaining_units,2014 (article referencing arbitration outcome affecting police contract terms/costs),1,1,retained_source_not_ingested
PA,Caln,safety_and_non_safety_compensation_units,2018-2022 (as referenced in minutes),1,1,retained_source_not_ingested
PA,Caln,safety_and_non_safety_compensation_units,"Term until June 30, 2026 (contains compensation clause tied to CBA holiday designation)",1,1,retained_source_not_ingested
PA,Doylestown,non_safety_municipal_units,2014 Final Budget,1,1,retained_source_not_ingested
PA,Ephrata,non_safety_comparator,2023-2027 (document snippet indicates successor coverage including 2027; targeted timeframe intersects 2023-2027),1,1,retained_source_not_ingested
PA,Hempfield,safety_and_non_safety_bargaining_units,through June 2026 (secretarial agreement),1,1,retained_source_not_ingested
PA,Hempfield,safety_and_non_safety_bargaining_units,through June 2027 (maintenance agreement),1,1,retained_source_not_ingested
PA,Lower Paxton,safety_and_non_safety_bargaining_units,2024 budget cycle context (2023 actual; 2024 adopted/projected; CBA contractual increase noted),1,1,retained_source_not_ingested
PA,Manheim,safety_and_non_safety_bargaining_units,Four-year term retroactive to 1/1/2024 (per minutes snippet for Resolution 2024–56),1,1,retained_source_not_ingested
PA,Manheim,safety_and_non_safety_bargaining_units,Minutes reference (including) 2016 arbitration-related matter (exact CBA term not shown in locator snippet),1,1,retained_source_not_ingested
PA,Manor,non_safety_municipal_units,2014-2024 target window,1,1,retained_source_not_ingested
PA,Middletown,safety_and_non_safety_bargaining_units,2020 (document date; contract period not specified in locator snippet),1,1,retained_source_not_ingested
PA,Northampton,safety_and_non_safety_bargaining_units,"Memorandum of Agreement dated April 28, 2016; ratification referenced in minutes dated June 22, 2016 (full term not confirmed from snippet alone)",1,1,retained_source_not_ingested
PA,Patton,safety_and_non_safety_compensation_units,2023 – 2026 (CBA term stated in meeting minutes),1,1,retained_source_not_ingested
PA,Pottstown,non_safety_comparator,"Three (3) year contract to expire December 31, 2026 (approved/authorized item dated Dec 11, 2023)",1,1,retained_source_not_ingested
PA,Radnor,safety_and_non_safety_bargaining_units,Case/order issued in 2014 (grievance settlement / bargaining-unit representation dispute; contract referenced in charge attachments),1,1,retained_source_not_ingested
PA,Reading,non_safety_comparator,"September 1, 2012 through August 31, 2019",1,1,retained_source_not_ingested
PA,Swatara,safety_and_non_safety_bargaining_units,"Representation matter; CBA expiration referenced as December 31, 2023 (collective bargaining agreement covering said employes expires on December 31, 2023)",1,1,retained_source_not_ingested
PA,Tredyffrin,safety_and_non_safety_bargaining_units,2016-2017 (as indicated by report period),1,1,retained_source_not_ingested
PA,Upper Merion,safety_and_non_safety_bargaining_units,Amending current Collective Bargaining Agreement for contract years 2023 through 2027 (term referenced in agenda/item),1,1,retained_source_not_ingested
PA,Upper Uwchlan,safety_and_non_safety_compensation_units,MOU period (not specified in the search snippet; likely within 2014-2024),1,1,retained_source_not_ingested
PA,Warminster,safety_and_non_safety_bargaining_units,2018 (final orders page listing; PF-U-17-80-E listed under October 2018),1,1,retained_source_not_ingested
RI,Barrington,safety_and_non_safety_compensation_units,2014-2024 window (page is a hub for multiple CBAs; specific contract years vary by linked PDF),1,1,retained_source_not_ingested
RI,Johnston,safety_and_non_safety_bargaining_units,Listed contract end 06/30/2019 (CBA period in document),1,1,retained_source_not_ingested
RI,Middletown,safety_and_non_safety_compensation_units,"Contains compensation adjustments effective 7/1/2023, 7/1/2024, 7/1/2025 (full agreement period not inferred here)",1,1,retained_source_not_ingested
RI,Middletown,safety_and_non_safety_compensation_units,"July 1, 2021 through June 30, 2024",1,1,retained_source_not_ingested
RI,Narragansett,safety_and_non_safety_compensation_units,Fiscal Year 2017-18,1,1,retained_source_not_ingested
RI,Portsmouth,safety_and_non_safety_compensation_units,2022–2027 (restated/amended; revision 8/26/2024 referenced on the contracts index page),1,1,retained_source_not_ingested
RI,Tiverton,safety_and_non_safety_compensation_units,Duration/term contained within Tiverton_Fire.pdf (includes pay/compensation articles and salary table content),1,1,retained_source_not_ingested
RI,Tiverton,safety_and_non_safety_compensation_units,"JULY 1, 2016 — JUNE 30, 2019",1,1,retained_source_not_ingested
SC,Beaufort,safety_and_non_safety_compensation_units,2021 resolution adopting/establishing pay plan (includes Appendix A pay plans within the document),1,1,retained_source_not_ingested
SC,Beaufort,safety_and_non_safety_compensation_units,FY 2014 (wage and salary report referenced in 2014 agenda packet),1,1,retained_source_not_ingested
SC,Moncks Corner,safety_and_non_safety_compensation_units,FY2022 (Requested Budget; includes FOIA Salary Disclosure),1,1,retained_source_not_ingested
TN,Athens,safety_and_non_safety_compensation_units,2022-12-01 (proposal date; study proposal),1,1,retained_source_not_ingested
TN,Elizabethton,safety_and_non_safety_compensation_units,"FY 2023 (Adopted budget report as of June 30, 2022; includes multi-year actual columns)",1,1,retained_source_not_ingested
TN,Nolensville,safety_and_non_safety_compensation_units,"Study report (recommendations; not a labor CBA), with projected staffing/wage assumptions described in-report",1,1,retained_source_not_ingested
TX,Addison,safety_and_non_safety_compensation_units,Agenda packet (2025-06-24) referencing FY2024 pay plan ranges,1,1,retained_source_not_ingested
TX,Alamo,non_safety_municipal_units,FY 2016-2017 budget document,1,1,retained_source_not_ingested
TX,Alamo,non_safety_municipal_units,FY 2018-2019 budget document,1,1,retained_source_not_ingested
TX,Alvin,safety_and_non_safety_bargaining_units,2019-2020 Collective Bargaining Labor Agreement (explicitly referenced); document appears to be around FY20/FY21 departmental reporting,1,0,no_retained_source_in_tier_a_b
TX,Andrews,safety_and_non_safety_compensation_units,2014-2019 (publication appears to cover multiple fiscal years; exact year mapping requires on-page inspection),1,1,retained_source_not_ingested
TX,Andrews,safety_and_non_safety_compensation_units,2021-2022 (operating budget cycle),1,1,retained_source_not_ingested
TX,Bellaire,safety_and_non_safety_compensation_units,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),1,1,retained_source_not_ingested
TX,Fate,non_safety_municipal_units,FY 2016-2017,1,1,retained_source_not_ingested
TX,Gatesville,safety_and_non_safety_compensation_units,2019-05-14 meeting referencing classification/compensation study work (likely tied to study implementation/rollout around 2019-2020),1,0,no_retained_source_in_tier_a_b
TX,Gatesville,safety_and_non_safety_compensation_units,Most recent study completed in 2020; HR RFP dated 2025-06-12 (target discovery within 2014-2024 window),1,1,retained_source_not_ingested
TX,Horizon City,non_safety_municipal_units,FY2022 Operating Budget,1,0,no_retained_source_in_tier_a_b
TX,Humble,safety_and_non_safety_compensation_units,"Fiscal Year 2024-2025 (inferred from adopted budget dated 09/27/2024; typically Oct 1, 2024 – Sep 30, 2025)",1,1,retained_source_not_ingested
TX,Lakeway,non_safety_municipal_units,Evergreen compensation/classification study report supporting later pay-plan adoption; covers placement on salary schedule and movement after time-in-position/promotion and other compensation policies,1,1,retained_source_not_ingested
TX,Live Oak,safety_and_non_safety_compensation_units,2022-2023 (Approved Budget),1,0,no_retained_source_in_tier_a_b
TX,Mercedes,safety_and_non_safety_compensation_units,Expected to contain compensation/salary material referencing 2014–2018 (exact document coverage not extracted),1,1,retained_source_not_ingested
TX,Palmview,safety_and_non_safety_compensation_units,Budget document labeled 2020 (contains an Employee Salary Schedule section),1,1,retained_source_not_ingested
TX,Pampa,safety_and_non_safety_compensation_units,"2017-18 budget document; includes “GENERAL GOVERNMENT PAY PLAN” effective October 3, 2015 and referenced compensation plan tables for the budget",1,1,retained_source_not_ingested
TX,Pampa,safety_and_non_safety_compensation_units,"Budget-era document surfaced in 2014; includes pay plan effective Oct. 1, 2012 and compensation plan effective Oct. 2013 (as stated within document)",1,1,retained_source_not_ingested
TX,Port Neches,safety_and_non_safety_compensation_units,FY 2021-2022 (effective 10-01-2021),1,1,retained_source_not_ingested
TX,Texas City,non_safety_comparator,"October 1, 2024 through September 30, 2026",1,1,retained_source_not_ingested
TX,Uvalde,safety_and_non_safety_compensation_units,2022-2023 (context in salary plan development tables referenced in agenda packet),1,1,retained_source_not_ingested
TX,Uvalde,safety_and_non_safety_compensation_units,Unspecified in search snippet; appears tied to district compensation/classification framework,1,1,retained_source_not_ingested
UT,Grantsville,safety_and_non_safety_compensation_units,Amendment date appears to be 2023-08-31 (exact coverage period unknown from snippet),1,1,retained_source_not_ingested
UT,Grantsville,safety_and_non_safety_compensation_units,Amendment/effective date appears to be 2024-02-21 (exact coverage period unknown from snippet),1,1,retained_source_not_ingested
UT,Magna metro,safety_and_non_safety_bargaining_units,2014-2024 (archive scope spans multiple years; specific contract periods not confirmed from landing page lead),1,1,retained_source_not_ingested
UT,North Ogden,non_safety_municipal_units,Fiscal Year 2020-2021 (revised tentative budget ordinance),1,1,retained_source_not_ingested
VA,Falls Church,safety_and_non_safety_compensation_units,work session minutes dated 2023 (within 2014-2024 window),1,1,retained_source_not_ingested
VT,South Burlington,non_safety_comparator,unclear (not retrievable to confirm term/duration clause),1,1,retained_source_not_ingested
WA,Federal Way,non_safety_comparator,"2022-2025 (September 1, 2022 onward)",1,1,retained_source_not_ingested
WA,Lacey,non_safety_comparator,"January 1, 2025 through December 31, 2027",1,1,retained_source_not_ingested
WA,Lakewood,non_safety_comparator,Page lists multiple contract periods; includes AFSCME 2024-2027 and AFSCME 2022-2023,1,1,retained_source_not_ingested
WA,Renton,non_safety_comparator,"September 1, 2023–August 31, 2026",1,1,retained_source_not_ingested
WA,Renton,non_safety_comparator,"September 1, 2024–August 31, 2026",1,1,retained_source_not_ingested
WA,Renton,non_safety_comparator,"September 1, 2024–August 31, 2027",1,1,retained_source_not_ingested
WA,Yakima,non_safety_comparator,2022–2026 (includes 2024–2026),1,1,retained_source_not_ingested
WA,Yakima,non_safety_comparator,2024 (Final Executed) — includes provisions relevant to 2024–2026 triad-building,1,1,retained_source_not_ingested
WI,Greenfield,non_safety_comparator,24-26 (wage schedule referenced as FY24/FY25/FY26 with July 1 step/cola language visible in search snippet),1,1,retained_source_not_ingested
WI,Greenfield,non_safety_comparator,24-26 (wage schedule/FY24 language visible in search snippet),1,1,retained_source_not_ingested
WI,Muskego,non_safety_comparator,2020–2022 (exact dates not extracted; PDF name indicates period),1,1,retained_source_not_ingested
WI,Muskego,non_safety_comparator,"January 1, 2015 through December 31, 2016",1,1,retained_source_not_ingested
WI,Muskego,non_safety_comparator,Not extracted as full term; arbitration case MA-9013 (award date not extracted),1,1,retained_source_not_ingested
WI,Onalaska,non_safety_comparator,2022-2025,1,1,retained_source_not_ingested
WI,Waunakee,non_safety_comparator,Dated 1992-09-10; related to Waunakee School District collective bargaining agreement context,1,1,retained_source_not_ingested
WI,Waunakee,non_safety_comparator,Successor agreement context for 1992 and 1993 (as indicated by search snippet),1,1,retained_source_not_ingested
WY,Rock Springs,non_safety_comparator,"2014–2016 (material references resolutions dated 2014; target two-year term July 1, 2014–June 30, 2016)",1,1,retained_source_not_ingested
