candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status
TS4L-0b4106c58196f61fae52,lane_2,tier_b,verification_ready_medium,https://www.milfordma.gov/ArchiveCenter/ViewFile/Item/273,"Microsoft Word - Milford Town Meeting Warrant 19-05-20 B (Town of Milford, MA) — Article 22 (Milford Police Association, MCOP Local 218)",Milford,MA,safety_and_non_safety_bargaining_units,public safety (police),"Milford Police Association; MCOP Local 218, AFL-CIO",Referenced as retroactive to July 2018 (exact term not captured in lead snippet),2018-07 (inferred fr,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_match,likely_overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:00Z,verified_source_lead_not_downloaded
TS4L-0bf0c53b487e939cd752,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-14-332.pdf,Illinois Labor Relations Board arbitration award (PDF): s-ma-14-332,Bloomington City,IL,safety_and_non_safety_bargaining_units,Police (public safety),Fraternal Order of Police Labor Council (per document snippet in search results),"CBA at issue effective September 1, 2014 (per search snippet)",2014-09-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Bloomington City, IL (not verified here; lead targeted via Bloomington/ILRB arbitration search terms)",Overlaps target window (starts 2014),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-0c03013d44e4063f6dc0,lane_2,tier_b,verification_ready_high,https://www.hamilton-township.org/media/meetings/6-7-23%20Trustee%20Meeting%20Minutes%20Final.pdf,Hamilton Township Trustee Meeting Minutes (includes approval motion for 2024–2026 Collective Bargaining Agreement with IAFF Local 4055),Hamilton,NJ,safety_and_non_safety_bargaining_units,Firefighters / fire safety employees,IAFF Local 4055,"Collective Bargaining Agreement approved for 2024–2026 (referenced as effective starting June 27, 2023 in the minutes, with CBA term beginning in 2024 per motion language)",2024-01-01 (term-yea,2026-12-31 (term-yea,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact same municipality match (Hamilton Township, NJ)",Overlaps target window (2014–2024) via 2024 portion of a 2024–2026 CBA,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:13Z,verified_source_lead_not_downloaded
TS4L-0f78c5bba4a0b2da0dcf,lane_2,tier_b,verification_ready_medium,https://www.cityofypsilanti.com/ArchiveCenter/ViewFile/Item/490,City of Ypsilanti archive item (contains bargaining agreement references and dates),Ypsilanti charter,MI,safety_and_non_safety_bargaining_units,AFSCME (non-safety likely) and POAM (safety likely) referenced together,"AFSCME (July 1, 2013–June 30, 2017) and Police Officers' Association of Michigan (POAM) (listed on the item)","AFSCME: July 1, 2013–June 30, 2017 (explicit in snippet)",2014-01-01,2017-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Exact city match indicated (City of Ypsilanti archive item).,Overlaps 2014-2017 for AFSCME; POAM period not specified in snippet.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:59Z,verified_source_lead_not_downloaded
TS4L-1060acb949fb3fb2e122,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/NJ_PERC_Synopses_2012.11.19.pdf,NJ PERC Synopses (11/19/2012) - Township of West Windsor and West Windsor Policemen’s Benevolent Association Local 271 (P.E.R.C. No. 2013-39; grievance-arbitration arbitrability context),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association Local 271,P.E.R.C. No. 2013-39 (synopsis published 11/19/2012; relates to binding arbitration restraint request—grievance arbitration arbitrability),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlapping_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-1263f090769ff1705a2f,lane_2,tier_b,verification_ready_medium,https://www.cityofypsilanti.com/Archive.aspx?AMID=40,"Archive Center • Collective Bargaining Agreements - Ypsilanti, MI",Ypsilanti charter,MI,safety_and_non_safety_bargaining_units,Multiple units (mix of safety/non-safety possible across AFSCME/POAM entries),"Index of CBAs for multiple bargaining units (e.g., AFSCME, POAM) as listed on the archive page",2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Exact city match indicated (City of Ypsilanti archive page).,"Likely within 2014-2024, but specific contract years require follow-up on listed items.",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-126405992b11dd87ffc4,lane_2,tier_b,verification_ready_medium,https://4.files.edl.io/c111/05/25/21/144711-28ba2551-299c-4cc5-a06f-a29257be6372.pdf,Maintenance Agreement through June 2027 — Hempfield Area School District (Collective Bargaining Agreement listing page linked),Hempfield,PA,safety_and_non_safety_bargaining_units,Maintenance / custodial / facilities support staff (maintenance bargaining unit),Maintenance bargaining unit (name not confirmed from listing alone),through June 2027 (maintenance agreement),,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Exact municipality match indicated by district name (Hempfield Area School District).,Likely overlaps the latter part of the target window (2014-2024) only if the agreement includes portions that began by 2024; cycle start not confirmed from listing.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:15Z,verified_source_lead_not_downloaded
TS4L-12682f61a5df8c0f4f31,lane_2,tier_b,verification_ready_medium,https://www.townofguilderland.gov/273/Union-Contracts,Union Contracts (Town of Guilderland) — list of union contract PDFs,Guilderland,NY,safety_and_non_safety_bargaining_units,multiple unions listed (see linked PDFs),Multiple (via linked documents such as UPSEU and PBA),varies by linked PDF (including 2024–2026 for UPSEU; see linked documents),2014 (directory page,2027 (directory page,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_match (Town of Guilderland),mixed (includes contracts overlapping 2014–2024 depending on which linked PDF is selected),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:00Z,verified_source_lead_not_downloaded
TS4L-12c679dc6c564bba3616,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2023/documents/lower-swatara-twp-pf-r-23-59-e.pdf,"Pennsylvania Labor Relations Board — Final Order (Case No. PF-R-23-59-E), Lower Swatara Township",Swatara,PA,safety_and_non_safety_bargaining_units,Police (Act 111 / Act 111-eligible police officers),Bargaining unit of police officers employed by Lower Swatara Township — Lower Swatara Police Officers Association (petition; incumbent Teamsters Local Union No. 776 referenced),"Representation matter; CBA expiration referenced as December 31, 2023 (collective bargaining agreement covering said employes expires on December 31, 2023)",,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Lower Swatara Township (Swatara municipality match likely via 'Swatara' naming ambiguity),Overlaps expected window (2014-2024) by document date (2023) and by referenced CBA expiration (2023-12-31),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-13907cad71ba29ad40fe,lane_2,tier_b,verification_ready_medium,https://appellate.nccourts.org/petitions/p-08182017.pdf,"SUPREME COURT OF NORTH CAROLINA — Petitions list including ""Kevin Bray and The Kernersville Professional Fire Fighters Association v. Curtis L. Swisher"" (COA16-928 / related entries)",Kernersville,NC,safety_and_non_safety_bargaining_units,firefighters (Professional Fire Fighters Association),The Kernersville Professional Fire Fighters Association,Related to COA16-928; case-linked timeframe within 2016-2017 (within 2014-2024 window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Kernersville match (named in case listing),Within target window (2014-2024) based on docket/case-year references,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded
TS4L-14b8ef0a6d8d55d517ca,lane_2,tier_b,verification_ready_medium,https://www.pths209.org/fs/resource-manager/view/9b20ba25-70a2-4b82-9512-2ed0dc4b1f76,Proviso Maintenance Staff (2017-2021) (CBA) [Proviso Township High Schools District 209],Proviso,IL,safety_and_non_safety_bargaining_units,maintenance staff,Proviso Maintenance Staff,2017-2021,2017,2021,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Proviso municipality match via Proviso Township High Schools District 209 labor contract posting,overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded
TS4L-15ee8aea347cd6f19f73,lane_2,tier_b,verification_ready_medium,https://archive.lib.msu.edu/LIR/awards/r2485.pdf,MERC / Act 312-related arbitration/scheduling material referencing Independence Township (document includes scheduling period example and discusses fire department labor agreement context),Independence charter,MI,safety_and_non_safety_bargaining_units,safety (fire department / firefighters & fire officers context),fire department labor agreement unit(s) referenced within decision context,"Document includes a cited work-schedule period example: February 16 to February 23, 2014; (publication/decision date not determined from snippet)",2014,2014,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,partial match (references Independence Township within arbitration/Act 312-style decision context),overlaps (contains 2014 scheduling reference within 2014-2024 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-15fec28f95b7d7f4168e,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-10-1321.pdf,"SERB Report of the Fact Finder (Deerfield Township; International Association of Firefighters, Local 4286) — SERB File No. 2013-MED-10-1321 (impasse/fact finding)",Deerfield,OH,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),Deerfield Professional Firefighters (IAFF Local 4286),"Successor bargaining CBA period following 2013 impasse/fact-finding process (SERB File No. 2013-MED-10-1321; report dated March 14, 2014)",2014,2014-2017 (successor,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Deerfield (Deerfield Township, Warren County, OH) match",Overlaps target window (document dated 2014; inferred successor-cycle within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-1abec87e5e40f790ad74,lane_2,tier_b,verification_ready_high,https://www.amherst.ny.us/pdf/humanresources/260427_contract_cfaoa.pdf,Town of Amherst Collective Bargaining Agreement — Central Alarm Office Association (PDF),Amherst,NY,safety_and_non_safety_bargaining_units,Public safety (alarm/communications unit),Central Alarm Office Association,2014-2024 (exact dates not determined from search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Amherst, NY (same municipality inferred from domain/source)",Potential overlap with 2014-2024 target window (exact overlap dates not confirmed),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:13Z,verified_source_lead_not_downloaded
TS4L-1c56aa07ae014d529726,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/impasse-between-town-tonawanda-and-town-tonawanda-salaried-workers-association-0,PERB: Impasse Between Town of Tonawanda and Town of Tonawanda Salaried Workers Association (impasse / fact-finding record locator),Tonawanda,NY,safety_and_non_safety_bargaining_units,Salaried workers (non-safety public employees; includes non-safety unit lead capacity),Town of Tonawanda Salaried Workers Association,2016-2019 (expected from impasse timeline; exact contract period not extracted),2016,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,expected_overlap_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:00Z,verified_source_lead_not_downloaded
TS4L-1c7cefa9bbbd7df8a29a,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-13-004.pdf,"ILRB — Opinion and Analysis / Award of Interest Arbitrator, ILRB No. S-MA-13-004 (County of McHenry/McHenry County Sheriff’s Department and Illinois Fraternal Order of Police Labor Council), Unit III",McHenry,IL,safety_and_non_safety_bargaining_units,Police (sheriff’s department),Illinois Fraternal Order of Police Labor Council (Unit III; county sheriff’s bargaining unit),"Award dated March 20, 2014; successor CBA negotiations following expiration of 2008-2012 CBA (exact term dates not extracted here)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,McHenry-area employer (McHenry County / Sheriff’s Department) rather than City of McHenry police (still within McHenry locality),Strong overlap with expected 2014-2024 window due to 2014 award and successor negotiations,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-1cad58835412642d9173,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-03-0356.pdf,"SERB: Fact-Finding Report (Advisory Interest Arbitration) — Austintown Township and Fraternal Order of Police, Lodge #126 (Case No. 2014-MED-03-0356)",Austintown,OH,safety_and_non_safety_bargaining_units,Police (sworn law enforcement),"Austintown Fraternal Order of Police, Lodge #126","Fact-finding relating to CBA successor term for agreement originally referenced as April 1, 2011 to March 31, 2014 (issued in 2014)",2014-04-01,2014-09-08,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Austintown Township (yes),Within target window (2014),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-1df40ff88b7f3e987c7e,lane_2,tier_b,verification_ready_high,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,safety_and_non_safety_bargaining_units,Non-safety (Public Works/General Municipal Employees),Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-20f523e843fc7de877fa,lane_2,tier_b,verification_ready_medium,https://ballotpedia.s3.amazonaws.com/images/0/0b/Fort_Wayne_CBA_Text_2022-2024.pdf,Fort Wayne CBA Text 2022-2024 (Police / Patrolmen's Benevolent Association),Wayne,IN,safety_and_non_safety_bargaining_units,Police (public safety),"Fort Wayne Patrolmen's Benevolent Association, Inc. (PBA) / Fraternal Order of Police referenced within document context",2022-2024,2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"City mismatch likely (Fort Wayne found, not Wayne, IN explicitly in title/body snippet)",Overlaps expected period 2014-2024 (explicitly 2022-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:15Z,verified_source_lead_not_downloaded
TS4L-24200973265955182652,lane_2,tier_b,verification_ready_medium,https://ecommons.cornell.edu/items/93025d05-c0cb-4f62-946d-ec34d12f6432,"NYS PERB CBA record: Newburgh, City of and City of Newburgh Unit, CSEA Local 1000, AFSCME, AFL-CIO (2017)",Newburgh,NY,safety_and_non_safety_bargaining_units,non-public-safety (civil service / general municipal unit),"CSEA Local 1000, AFSCME, AFL-CIO (City of Newburgh Unit)",2017 (document year shown in record title),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,within_expected_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded
TS4L-24345dbc0ab57dcf3d1e,lane_2,tier_b,verification_ready_high,https://www.amherst.ny.us/pdf/humanresources/260323_contract_apc.pdf,"Town of Amherst Collective Bargaining Agreement — Amherst Police Club, Inc. (PDF)",Amherst,NY,safety_and_non_safety_bargaining_units,Public safety (police),"Amherst Police Club, Inc.",2014-2024 (exact dates not determined from search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Amherst, NY (same municipality inferred from domain/source)",Potential overlap with 2014-2024 target window (exact overlap dates not confirmed),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-2477a214a652ae9d0c36,lane_2,tier_b,verification_ready_medium,https://www.townofrotterdam.gov/application/files/7317/0149/2537/Final_Agenda_12_29_21.pdf,Town of Rotterdam Final Agenda 12/29/21 (includes MOA text for Rotterdam Patrolmen’s Benevolent Association),Rotterdam,NY,safety_and_non_safety_bargaining_units,Public safety (Police),"Rotterdam Patrolmen’s Benevolent Association, Inc. (Rotterdam PBA)","2016-2020 Agreement; MOA dated April 1, 2021 modifies/extends through 12/31/2021",2016-01-01,2021-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-municipality_match_expected,overlaps_expected_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-2b475cdfc6b0388a2571,lane_2,tier_b,verification_ready_medium,https://um-twp-bos-meeting.castos.com/episodes/bos-meeting-june-8-2023,"Upper Merion Board of Supervisors Meetings - BOS Meeting (June 8, 2023) (show notes reference Police CBA MOU 2023-2027)",Upper Merion,PA,safety_and_non_safety_bargaining_units,Police (Act 111-style bargaining context; unit referenced as “Police” in CBA MOU),Police of Upper Merion Township (referenced),Amending current Collective Bargaining Agreement for contract years 2023 through 2027 (term referenced in agenda/item),2023,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact city match (Upper Merion Township, PA).",Overlaps expected 2014-2024 window via 2023-2024 portion.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:59Z,verified_source_lead_not_downloaded
TS4L-2d2d8e5e85597f6acc12,lane_2,tier_b,verification_ready_medium,https://www.waukeganil.gov/DocumentCenter/View/9192,"Waukegan Police Benevolent Labor Committee Unit #42 May 1, 2022- April 30, 2026 (PDF) — Waukegan, IL (Collective Bargaining Agreements)",Waukegan,IL,safety_and_non_safety_bargaining_units,Police (Benevolent Labor Committee Unit #42),Waukegan Police Benevolent Labor Committee Unit #42,"May 1, 2022 - April 30, 2026",2022-05-01,2026-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Matched on City of Waukegan CBA listing context,Overlaps target window (2014-2024) via 2022-2024 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded
TS4L-2e2a0724b88d46e188cc,lane_2,tier_b,verification_ready_medium,https://www.parsippany.net/_Content/pdf/minutes/2021-11-09-Council-AG-Minutes.pdf,"Parsippany-Troy Hills Council—Agenda Minutes (11/9/2021) referencing PERC arbitration docket AR-2019-325 (PBA Local 131A, Superior Officers’ Association)",Parsippany-Troy Hills,NJ,safety_and_non_safety_bargaining_units,Police (PBA Local 131A / Superior Officers’ Association),"PBA Local 131A, Superior Officers’ Association (SOA)",Not specified in the minutes (refers to PERC docket AR-2019-325 “Leave Balance Arbitration”),2019,2021,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,overlaps (PERC docket AR-2019-325 referenced; minutes dated 2021 within 2014-2024 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded
TS4L-2f671424e7d3b62d3753,lane_2,tier_b,verification_ready_medium,https://www.bloomfieldtwp.org/media/cgvndjzh/police-patrol-contract-2020-2026-2.pdf,COLLECTIVE BARGAINING AGREEMENT (Bloomfield Township) — Police Patrol Contract 2020-2026,Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Police (safety),Police Patrol and Dispatchers (POLC) (as titled/recognized in township labor agreements),"April 1, 2020 to March 31, 2026",2020-04-01,2026-03-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield Charter Township (MI) matched,Overlaps expected 2014-2024 window (overlap approx. 2020-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded
TS4L-33635ba1f9d8c341d947,lane_2,tier_b,verification_ready_medium,https://cms2.revize.com/revize/gaines/10_14_2024%20Township%20Board%20Meeting%20Agenda%20and%20Packet%20OPT.pdf,"Gaines Charter Township Board of Trustees Meeting Agenda and Packet (2024-10-14) — Adoption of collective bargaining agreement for Gaines Township Fire Department (IAFF Local 4385) beginning July 1, 2024",Gaines charter,MI,safety_and_non_safety_bargaining_units,Firefighters (IAFF / Local 4385),"Gaines Township Fire Fighters Union, Local 4385, I.A.F.F. (formerly Cutlerville Fire Fighters Union Local 4385, I.A.F.F.)","Term beginning July 1, 2024 and continuing through December 31, 2025",2024-07-01,2025-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Gaines Charter Township, MI (match)",Overlaps expected period via 2024 portion of the term (2024-07-01 onward),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:30Z,verified_source_lead_not_downloaded
TS4L-38e99e8f52612d0633ec,lane_2,tier_b,verification_ready_medium,https://cms2.revize.com/revize/washingtontownshipnj/03-11-2026%20Council%20AGENDA%20-%20Public.pdf,"Washington Township (NJ) Council agenda (Mar. 11, 2026) — resolution approving MOA / collective bargaining agreement (AFSCME Local 3303A)",Washington,NJ,safety_and_non_safety_bargaining_units,non-safety (AFSCME/municipal employees; may be non-police/fire bargaining unit),AFSCME Local 3303A,"January 1, 2026 through December 31, 2029 (successor CBA referenced)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,not_within_2014-2024_window_directly_but_may_point_to_previous_cycles_and_mechanisms,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:23Z,verified_source_lead_not_downloaded
TS4L-3b33b6337549143b691b,lane_2,tier_b,verification_ready_medium,https://cms7files.revize.com/galesburg/Document_Center/Department/Administration/Human%20Resources/Documents/AFSCME%20Contract%202024-2026.pdf,"Agreement between City of Galesburg, Illinois and AFSCME Council 31 for and on behalf of Local 1173 (June 3, 2024 entered; contract term through 2026)",Galesburg City,IL,safety_and_non_safety_bargaining_units,Non-public-safety/general city employees (listed represented classifications incl. transit/public service/support roles),AFSCME Council 31 / Local 1173,"Entered June 3, 2024; term shown as 2024-2026 on file title",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:24Z,verified_source_lead_not_downloaded
TS4L-3bb92eb78617d70a41ee,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/NJ%20PERC%20Synopses%202014.09.18.pdf,"NJ PERC Synopses (includes P.E.R.C. No. 2015-14: Board of Fire Commissioners, Fire District No. 1, Monroe Township & Monroe Township Professional Firefighters Ass’n, Local 3170)",Monroe,NJ,safety_and_non_safety_bargaining_units,Firefighters (Local 3170),"Monroe Township Professional Firefighters Association, IAFF Local 3170 (Fire District No. 1)",2014-2015 timeframe referenced in synopsis materials (P.E.R.C. decision date implied by synopsis set; use to locate related bargaining/impasse/arbitration context for 2014-2024 window),2014-01-01,2015-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Monroe Township, Middlesex County, NJ (same city match: yes)",Overlaps 2014-2024 window (yes; early in window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-3d3dcbc2ee0b9abfdce4,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/NJ%20PERC%20Synopses%202014.05.29.pdf,"P.E.R.C. Synopsis P.E.R.C. NO. 2014-79 — Township of Ocean v. International Brotherhood of Teamsters, Local 701 (restraint of binding arbitration denied; grievance asserted CBA-related overtime distribution issue)",Ocean,NJ,safety_and_non_safety_bargaining_units,Teamsters / non-safety (inferred from union type; not confirmed),"International Brotherhood of Teamsters, Local 701",Docket timeframe tied to 2013-063 and 2014 PERC decision (exact CBA term not extracted here),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Township of Ocean, NJ indicated by PERC caption (parties match the target municipality name)",Overlaps target window (2014-2024) via 2014 PERC decision date,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded
TS4L-3ef2ee30930d402eb4ec,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2018/18-MED-09-0929.pdf,"Conciliation Award (SERB) — Perry Township (Stark County), Ohio (18-MED-09-0929)",Perry,OH,safety_and_non_safety_bargaining_units,public_safety (police-related context suggested by union/party references in scouting snippet),not fully specified in scouting results (parties described inside PDF),2018 (conciliation award; bargaining-cycle period not extracted),2018,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"likely_match_Perry_(Perry Township, Stark County) in Ohio",overlaps_expected_window_2014-2024_(document dated 2018),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded
TS4L-3f208a626ed634fbcc78,lane_2,tier_b,verification_ready_high,https://www.njcourts.gov/system/files/court-opinions/2024/a3351-22.pdf,"TOWNSHIP OF HAMILTON v. PBA LOCAL 66 AND PBA LOCAL 66A (Appellate Division opinion; references November 8, 2022 arbitrator's award; CNAs cover Jan 1, 2020–Dec 31, 2024)",Hamilton,NJ,safety_and_non_safety_bargaining_units,Police officers / superior officers,PBA Local 66 and PBA Local 66A (Superior Officers Association),"January 1, 2020–December 31, 2024 (CNAs); arbitration award referenced as dated November 8, 2022",2020-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact same municipality match (Hamilton Township, NJ)",Overlaps target window (2014–2024) via 2020–2024 CNA and 2022 arbitration award,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:14Z,verified_source_lead_not_downloaded
TS4L-42f6787a71e8b19c8dea,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/agencies/dli/programs-services/labor-management-relations/pennsylvania-labor-relations-board/plrb-final-orders/2018-plrb-final-orders,"2018 PLRB Final Orders — Department of Labor and Industry (includes Warminster Township Police Benevolent Association v. Warminster Township, PF-U-17-80-E)",Warminster,PA,safety_and_non_safety_bargaining_units,police,Warminster Township Police Benevolent Association (linked to PF-U-17-80-E final order listing),2018 (final orders page listing; PF-U-17-80-E listed under October 2018),2018,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Warminster, PA matched (listing references Warminster Township Police Benevolent Association v. Warminster Township)",overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
