retained_source_id,candidate_id,lane_id,source_title,municipality,state,source_family,target_mechanism_family,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
RS429-c8349dd6775dedf6d1b8,TS4L-d28df5e917fa4d7bd178,lane_1,"City of Brockton & SEIU, Local 888: Brockton Department Heads Unit — Memorandum of Agreement (July 1, 2019 – June 30, 2022)",Brockton,MA,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1620801,fed16f94e44f29044f89bbe29a469985567d4e9a39566e8bd34835d07a29fd5d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c8349dd6775dedf6d1b8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-bd91661f97190f96dbd0,TS4L-d9128eebf89021e76894,lane_1,CONTRACT AGREEMENT BETWEEN CITY AND CSEA UNION (City of Utica press release page),Utica,NY,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,55086,7ec96681c768b7d3f890a94dc5fe7ff42886c2ae6e949720126446965c7f5097,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd91661f97190f96dbd0.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d6aea680b9eb217a999e,TS4L-ddc756009a04bb40d91c,lane_1,Agreement SY24-25 FINAL (Post Falls Education Association),Post Falls,ID,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1840275,f1ad3a131d468984585553bd19e84ee50b53c9d8fdede123b0b8f24e056f3af2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d6aea680b9eb217a999e.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-ab1d8b0e6b614bf93ca5,TS4L-e15f9380dc403bf0e548,lane_1,"Memorandum re: 2026-2027 collective bargaining agreement with IUOE, Local 49 (public works bargaining unit; duration stated as Jan 1, 2026 - Dec 31, 2027)",Coon Rapids,MN,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,646184,825de03c8ab72af9196a3d576e5dc9a67d6e4f0299e030b924dc40ea3ff5b879,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ab1d8b0e6b614bf93ca5.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-44d901181b5403eb7732,TS4L-e3a3bb323bbf2f5de1ae,lane_1,SCHEDULEC (City of Inkster Employee Contracts archive),Inkster,MI,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,972802,daef7caa2216659f84d7aafe788c4db04abe16203aa4a813f8821323f2a36b3d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-44d901181b5403eb7732.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-e2fe291d2b31c3b4a686,TS4L-e3b23d94d788ad5f4347,lane_1,Teamsters Administrative/Supervisory Collective Bargaining Agreement — 2024 (Final Executed),Yakima,WA,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,9337824,88197edfcfa45093b3b55b27a1035283df8a245409cdfa06189a560e078e2c8b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e2fe291d2b31c3b4a686.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-12a888398310e59c3de8,TS4L-e4112ce5dfe0216f7e9a,lane_1,Collective Bargaining Agreement (Middletown Teachers Association & Middletown City School District) — SERB contract PDF 20-MED-02-0143,Middletown,OH,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1491312,99d3bddc806fb467b0e8304936b5ae3ba478b52dfc11b3b16790a7f8adad0e42,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-12a888398310e59c3de8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-45ef3ee3fd84983daf7b,TS4L-e9665cf11ecd27438dee,lane_1,"North Platte City Council Minutes — Sept 17, 2024 (approval of CBA term Oct 1, 2024–Sep 30, 2027)",North Platte,NE,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,35849,7355946604243c3b43230256a19515287b19ccc09eacf964b0523b81ed95f884,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-45ef3ee3fd84983daf7b.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-81ee5ba716885aefe1c3,TS4L-fcdbc9316eebaaf88fe2,lane_1,Agreement between Board of Education of School District No. 65 (Evanston) and District 65 Educational Secretarial and Clerical Association (DESC) — School Years 2022-23 through 2026-27,Skokie,IL,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1512746,db93cc013e39c58fffd00b7fd8d166bff5e3ba96bd3194793b1194613595fae0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-81ee5ba716885aefe1c3.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-08d677b98576ecebb03d,TS4L-fd41859209501998826d,lane_1,"Agreement between City of Palm Bay, Florida and PA (Palm Bay Professional Fire Fighters, Local 2446) — IAFF Rank & File 10/1/2021 - 09/30/2024",Palm Bay,FL,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,710261,cf3d04f878e99e4af0dd49d8677c05f3f8da7e1597543187dab35849bca967da,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-08d677b98576ecebb03d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,lane_2,COLLECTIVE BARGAINING AGREEMENT (Peoria Police Benevolent Association Contract 2014-2016),Peoria City,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,4694696,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1453c81e4455342d6131.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-6ba2a952f5fdfea35bcf,TS4L-0b4106c58196f61fae52,lane_2,"Microsoft Word - Milford Town Meeting Warrant 19-05-20 B (Town of Milford, MA) — Article 22 (Milford Police Association, MCOP Local 218)",Milford,MA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,479337,eae1a059658a4c69ef3100d3bfbcac63ef9354c698805c37a5548ebb197a0839,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6ba2a952f5fdfea35bcf.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d4340099f36f4b09cb12,TS4L-0bf0c53b487e939cd752,lane_2,Illinois Labor Relations Board arbitration award (PDF): s-ma-14-332,Bloomington City,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,484366,a8b3af7ab5afc3a0341421dc15ce40246cf60cab8dae3031154a755fc9253696,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d4340099f36f4b09cb12.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-4906dd93b9de31a30e9f,TS4L-0c03013d44e4063f6dc0,lane_2,Hamilton Township Trustee Meeting Minutes (includes approval motion for 2024–2026 Collective Bargaining Agreement with IAFF Local 4055),Hamilton,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,127636,266488f6a6c49e3295d19db38ea6e008457217a5d7ed8f2b145507761a2e16cc,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-4906dd93b9de31a30e9f.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-efa287a7061eb5f7b3ce,TS4L-0f78c5bba4a0b2da0dcf,lane_2,City of Ypsilanti archive item (contains bargaining agreement references and dates),Ypsilanti charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,8532895,b95346e689b598574a73442009bc42c78bb3ac5e2fa6b928fcd0fe051b4847e9,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-efa287a7061eb5f7b3ce.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c3bb0ede0ee5a169c4e2,TS4L-1060acb949fb3fb2e122,lane_2,NJ PERC Synopses (11/19/2012) - Township of West Windsor and West Windsor Policemen’s Benevolent Association Local 271 (P.E.R.C. No. 2013-39; grievance-arbitration arbitrability context),West Windsor,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,42283,9be26b0623d377c35a9a5a5e65f9fc434c1f0012ae49ae07c20b30da9be563cc,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c3bb0ede0ee5a169c4e2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-a36494c6af205c67d58c,TS4L-1263f090769ff1705a2f,lane_2,"Archive Center • Collective Bargaining Agreements - Ypsilanti, MI",Ypsilanti charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,94790,10ca90aa003fa12c530e7373596576bffc13ceccfc9b41a4ab7e61ccc911ede5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a36494c6af205c67d58c.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-8d8a4b5c9618c8798ef0,TS4L-126405992b11dd87ffc4,lane_2,Maintenance Agreement through June 2027 — Hempfield Area School District (Collective Bargaining Agreement listing page linked),Hempfield,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,9944398,64a2abed7db5778446873412db25d7724d9ed28ee8902432c63a489d47394f92,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8d8a4b5c9618c8798ef0.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-5655252c0176ed5d50a1,TS4L-12682f61a5df8c0f4f31,lane_2,Union Contracts (Town of Guilderland) — list of union contract PDFs,Guilderland,NY,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,91960,867a1cf906d87a8180b0be1920d7f74162a9d1ee807da5e9942fdf08d3176a1d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5655252c0176ed5d50a1.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-f50c6616bef078d369cf,TS4L-12c679dc6c564bba3616,lane_2,"Pennsylvania Labor Relations Board — Final Order (Case No. PF-R-23-59-E), Lower Swatara Township",Swatara,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,68477,2c0214bb418356c813c87b71a057cfb94a68ce3d1cb9d5e568be7e5a20c3d12a,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f50c6616bef078d369cf.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-95d3e40bd83110f48c09,TS4L-14b8ef0a6d8d55d517ca,lane_2,Proviso Maintenance Staff (2017-2021) (CBA) [Proviso Township High Schools District 209],Proviso,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,960050,551284c385e33a4cdc2817e08bd386b814ee27ea36d95ebba7260e124a803949,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-95d3e40bd83110f48c09.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-904d75e5f0c6489a7a4c,TS4L-15ee8aea347cd6f19f73,lane_2,MERC / Act 312-related arbitration/scheduling material referencing Independence Township (document includes scheduling period example and discusses fire department labor agreement context),Independence charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1088096,1d348d9a33d6bf49ca0605979d716af4423fe3809e2df3a9aadd24cd9960a516,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-904d75e5f0c6489a7a4c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-7e37005ce6c93f93eb35,TS4L-15fec28f95b7d7f4168e,lane_2,"SERB Report of the Fact Finder (Deerfield Township; International Association of Firefighters, Local 4286) — SERB File No. 2013-MED-10-1321 (impasse/fact finding)",Deerfield,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,208501,cf5795ec0769099ab5d90451ffdea86902561512c51dbf57e8207c18d9b3d275,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-7e37005ce6c93f93eb35.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d0bad09b7643f0b49ea1,TS4L-1abec87e5e40f790ad74,lane_2,Town of Amherst Collective Bargaining Agreement — Central Alarm Office Association (PDF),Amherst,NY,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,758496,e5fa949b78f56d27b6cbf031260c5f4f4df2ff2176fbae99a7ea8a5d1b5a0521,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d0bad09b7643f0b49ea1.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c774da19ec24ed6f14b1,TS4L-1c7cefa9bbbd7df8a29a,lane_2,"ILRB — Opinion and Analysis / Award of Interest Arbitrator, ILRB No. S-MA-13-004 (County of McHenry/McHenry County Sheriff’s Department and Illinois Fraternal Order of Police Labor Council), Unit III",McHenry,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,70827,7c6c8c9b12f7e1ac59776f36c6aa6803efd7e26ef952aada600deda4acc6c003,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c774da19ec24ed6f14b1.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-6d5cfe6d79ae7af4ce1b,TS4L-1cad58835412642d9173,lane_2,"SERB: Fact-Finding Report (Advisory Interest Arbitration) — Austintown Township and Fraternal Order of Police, Lodge #126 (Case No. 2014-MED-03-0356)",Austintown,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,2377417,f406bbae1d435cce4267727e69af850d922b03a6cc832bbe6180d4f2610d18e7,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6d5cfe6d79ae7af4ce1b.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove (Public Works CBA PDF),Downers Grove,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1086425,5888904bc73732d3a59d99279a46b52e3d9ac544d182433114abca3787d656a5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-707c34876407db7dbda8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-344836bfb658dc462b6d,TS4L-24345dbc0ab57dcf3d1e,lane_2,"Town of Amherst Collective Bargaining Agreement — Amherst Police Club, Inc. (PDF)",Amherst,NY,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,2562242,a42e03292bec92846e8ad97ffe867cf0312773578b4ee646f47e2a45b4490157,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-344836bfb658dc462b6d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-e37221f3c872a3c87a6a,TS4L-2477a214a652ae9d0c36,lane_2,Town of Rotterdam Final Agenda 12/29/21 (includes MOA text for Rotterdam Patrolmen’s Benevolent Association),Rotterdam,NY,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,26169417,b796373b9b5d6c5334702b97a58844455f3b2c1d01ffd581b5bb452c768afaec,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e37221f3c872a3c87a6a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-522519045e4759655715,TS4L-2b475cdfc6b0388a2571,lane_2,"Upper Merion Board of Supervisors Meetings - BOS Meeting (June 8, 2023) (show notes reference Police CBA MOU 2023-2027)",Upper Merion,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,113633,1a0cd0f7bedaa53d8bc6fe7e19aa27b2ef9769254514ac522f545b60449f56a6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-522519045e4759655715.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-994b0a6acfc930cd3c0c,TS4L-2d2d8e5e85597f6acc12,lane_2,"Waukegan Police Benevolent Labor Committee Unit #42 May 1, 2022- April 30, 2026 (PDF) — Waukegan, IL (Collective Bargaining Agreements)",Waukegan,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,3592247,1c822628318b7444c0e6e7f769a4c4bf5a99be0c258a3d6b6810bea967ec8dd6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-994b0a6acfc930cd3c0c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-5565dd705e6b1e6695c8,TS4L-2e2a0724b88d46e188cc,lane_2,"Parsippany-Troy Hills Council—Agenda Minutes (11/9/2021) referencing PERC arbitration docket AR-2019-325 (PBA Local 131A, Superior Officers’ Association)",Parsippany-Troy Hills,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,119363,d9006f3828a3d8e427a6d7e66b8e2bfc1cb7be9119d8c460dfbb90fe0137773e,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5565dd705e6b1e6695c8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d2ccf80f62137f80afb9,TS4L-2f671424e7d3b62d3753,lane_2,COLLECTIVE BARGAINING AGREEMENT (Bloomfield Township) — Police Patrol Contract 2020-2026,Bloomfield charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,468620,feb10768a9f3e5404cc5e126236ea0fd93773b474368e7432edbb0cf62e1b884,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d2ccf80f62137f80afb9.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-eb5c89c525e7d76a3698,TS4L-33635ba1f9d8c341d947,lane_2,"Gaines Charter Township Board of Trustees Meeting Agenda and Packet (2024-10-14) — Adoption of collective bargaining agreement for Gaines Township Fire Department (IAFF Local 4385) beginning July 1, 2024",Gaines charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,23714598,e0473cef326df7c0e1c8d68a7ef8ba0d8cdb528c2d5da2822aa52717db4db6b2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eb5c89c525e7d76a3698.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-992ef0e89126e71fd1cb,TS4L-38e99e8f52612d0633ec,lane_2,"Washington Township (NJ) Council agenda (Mar. 11, 2026) — resolution approving MOA / collective bargaining agreement (AFSCME Local 3303A)",Washington,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,300550,3ec806708ede3069b2044f3a8178ec640b87a38d048c5d8f7294a1427f0ff0ff,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-992ef0e89126e71fd1cb.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c2da85650090257f4a35,TS4L-3b33b6337549143b691b,lane_2,"Agreement between City of Galesburg, Illinois and AFSCME Council 31 for and on behalf of Local 1173 (June 3, 2024 entered; contract term through 2026)",Galesburg City,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1142824,a473801c2e86a9074f0c9d504aa9d25636e6139571631faf6d1c31b449fc47ac,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c2da85650090257f4a35.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-98c9c15e73373b56303b,TS4L-3bb92eb78617d70a41ee,lane_2,"NJ PERC Synopses (includes P.E.R.C. No. 2015-14: Board of Fire Commissioners, Fire District No. 1, Monroe Township & Monroe Township Professional Firefighters Ass’n, Local 3170)",Monroe,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,133435,9f9fb342c70a516b64dc4f8cf001d7dfd1dc2fbdc7c8337c1e3e06eae1052b93,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-98c9c15e73373b56303b.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-eaf50db26015eee2b795,TS4L-3d3dcbc2ee0b9abfdce4,lane_2,"P.E.R.C. Synopsis P.E.R.C. NO. 2014-79 — Township of Ocean v. International Brotherhood of Teamsters, Local 701 (restraint of binding arbitration denied; grievance asserted CBA-related overtime distribution issue)",Ocean,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,37339,1c64df99c043eea100216f6129db5f20304374015b31c122ad986263621d0870,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eaf50db26015eee2b795.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-4f87b7d353ecd315e45f,TS4L-3ef2ee30930d402eb4ec,lane_2,"Conciliation Award (SERB) — Perry Township (Stark County), Ohio (18-MED-09-0929)",Perry,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,538407,b928c02285022b78545a8a82b5232992d1318bbc0afef522585d1edfee246cf9,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-4f87b7d353ecd315e45f.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0de376da29a6a149d065,TS4L-42f6787a71e8b19c8dea,lane_2,"2018 PLRB Final Orders — Department of Labor and Industry (includes Warminster Township Police Benevolent Association v. Warminster Township, PF-U-17-80-E)",Warminster,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,221831,74ae9a7ef61a58f2b8c9e458698d3619c30448232cc9c1084621733a510a7fc2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0de376da29a6a149d065.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0c947b1371a9986c5dd7,TS4L-465b49ae86720f3a1eb6,lane_2,FY09 Unit Certifications (ILRB) — includes “Rutland Dundee”,Rutland,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,76173,039b1e9768593bf3727f6e6228082a395b5779bfff316b677b3195132f6a6049,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0c947b1371a9986c5dd7.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-7428b901edb3ce4ed023,TS4L-46b38ea2c8a767d795e0,lane_2,"Gaines Charter Township Board of Trustees Meeting Agenda Packet (2021-09-13) — Adopt/extend/modify collective bargaining agreement (IAFF Local 4385) covering July 1, 2021 to June 30, 2024",Gaines charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,8090459,d20553463e512e11d8f9bd54ab19d6e1c1f25913e254942fa41ca461ec585d3d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-7428b901edb3ce4ed023.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
