comparison_candidate_id,matched_cycle_id,safety_normalized_record_id,non_safety_normalized_record_id,comparison_type,pay_basis_comparable,effective_period_comparable,unit_rank_step_comparable,base_nonbase_comparable,normalization_quality,comparison_readiness,comparison_blocker_tags,allowed_output
B4X2500PAIR-ee426b4bf3fbde993f00be13,B4X2500MATCH-c9ccb50e91050c716cecf59e,B4X2500NORM-66a99b9b6df009ac11f6810e,B4X2500NORM-37302ae05b0264aa8d336c3e,non_base_component_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a7e816fcf48fb72f3a56979e,B4X2500MATCH-fdbbed4be469f77410b1f9aa,B4X2500NORM-0a979bb024d9d1dbea608811,B4X2500NORM-200216e36ac57b7afc05e43e,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-1ab80f5a1b8b4e991c9cc914,B4X2500MATCH-fdbbed4be469f77410b1f9aa,B4X2500NORM-1657ac29d0e84be520099f0a,B4X2500NORM-200216e36ac57b7afc05e43e,percentage_growth_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-6862fc13734fe5d5cabbbbb5,B4X2500MATCH-fdbbed4be469f77410b1f9aa,B4X2500NORM-32bbbb56882d6b61d0f85d60,B4X2500NORM-200216e36ac57b7afc05e43e,non_base_component_candidate,false,false,false,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""unit_rank_step_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-bb4eae2a34d8ceb9739bdec6,B4X2500MATCH-fdbbed4be469f77410b1f9aa,B4X2500NORM-d4e2da437e3088ad27f185a8,B4X2500NORM-200216e36ac57b7afc05e43e,non_base_component_candidate,false,false,false,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""unit_rank_step_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-503d22d2153daeb309a36059,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-095065f135e134b449b86e91,B4X2500NORM-dc7c7edc736a1379278b95cd,percentage_growth_candidate,true,true,false,true,moderate,needs_manual_review,"[""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-8c292839e221e1d496feaa3e,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-5a07f5426d19b5510ee0dc8b,B4X2500NORM-469d013c949c19492cd68295,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-276d54a0f047e896b951c87a,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-619a2735ea11732726eda616,B4X2500NORM-469d013c949c19492cd68295,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-fd4362c8a07b9096e18ef3e6,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-86542c310f9abfad142b9b5b,B4X2500NORM-469d013c949c19492cd68295,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9c24afb1ebe316d549151e3e,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-9ccc24980a47ae250b2bbacd,B4X2500NORM-dc7c7edc736a1379278b95cd,percentage_growth_candidate,true,true,false,true,moderate,needs_manual_review,"[""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-b4a2e18cf92f36a69fc10190,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-9cd067f31a07569e94661ed3,B4X2500NORM-469d013c949c19492cd68295,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1b435e8237b3b48865e7a854,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-ceea4ecbe548b9ee333e5294,B4X2500NORM-469d013c949c19492cd68295,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-84d8d46440a1ac0c6f67a793,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-ded74bc7e254888dbcf5f293,B4X2500NORM-469d013c949c19492cd68295,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e87b3d6bc67fcac1f58993c9,B4X2500MATCH-2a180e050ab5fe2fa53bb123,B4X2500NORM-f6e9719c847e651d5168037a,B4X2500NORM-469d013c949c19492cd68295,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-da427a74fb27f06286a83291,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-0736d15a97f8eb9e623fe1f5,B4X2500NORM-2a3518d82685c3cb30993570,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-3dbbab328f6a794e469f490a,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-0a3d930ce27f9a56ff6d28a2,B4X2500NORM-6182a2fd7a46329c1b0062c4,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-6c029442092b1ccf5ca51320,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-18e45694ce03f7405dd27792,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-d456b753889965247fe0ac82,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-1d74fef08687cf8036560712,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-ba1d2c423c0ecf44c906f8cc,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-4db363a5e2d279f3a3eae22c,B4X2500NORM-2a3518d82685c3cb30993570,mechanism_context_pair,false,true,false,false,low,not_ready,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-194d085ea6a592a452fb48af,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-6b3bfa2cbd03d03eb9fa1cb7,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-c9cf1c055256a516a5d7db76,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-7371c49d713769fd51bd2a87,B4X2500NORM-2a3518d82685c3cb30993570,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-3d0b5f31ff24c76e218b116e,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-7628e2f32906a3add44a06ab,B4X2500NORM-6182a2fd7a46329c1b0062c4,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-bce5e9f7d6e33059b2cab935,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-7a322b0e4b72c1a91ee00e53,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-b7ac72ea36a1df2ffde5ac9d,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-870e73d97fbaa6688fd2187e,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-c63c5dcfc6027417c647e6f7,B4X2500MATCH-0d5980c1253770254505cb0e,B4X2500NORM-df14ae34e902ed7bb06ab7fc,B4X2500NORM-2a3518d82685c3cb30993570,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-20e94718030108b0f01ca8f8,B4X2500MATCH-62e605d7c0517182e4b8d4b4,B4X2500NORM-da8620b6d71e048549fc8242,B4X2500NORM-b9bda76de29075dae66dea23,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-57e54301b9d372f975cb550c,B4X2500MATCH-62e605d7c0517182e4b8d4b4,B4X2500NORM-fb7269a60e06f9b481882e2d,B4X2500NORM-b9bda76de29075dae66dea23,non_base_component_candidate,false,false,false,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""unit_rank_step_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-6d160ee7f66b67ec8e32d150,B4X2500MATCH-0b83c030013929250552798e,B4X2500NORM-03713589db6ebc6991b73115,B4X2500NORM-32d275972d2ea4f73697ed46,percentage_growth_candidate,true,true,true,false,moderate,needs_manual_review,"[""base_nonbase_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a95119c6598b03e2b8469182,B4X2500MATCH-0b83c030013929250552798e,B4X2500NORM-e78ab80f8f018b6993605c31,B4X2500NORM-32d275972d2ea4f73697ed46,percentage_growth_candidate,true,true,true,false,moderate,needs_manual_review,"[""base_nonbase_not_comparable""]",descriptive_structure_only
B4X2500PAIR-67ca0e6f280041e6a90c9beb,B4X2500MATCH-0b83c030013929250552798e,B4X2500NORM-fb70d257b2f5a12009b21d15,B4X2500NORM-32d275972d2ea4f73697ed46,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-333db0d64c9854c6cd59dfeb,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-042018dd2bbd363fcafce713,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1cd05f986b2934907202cba5,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-13101197b752be8c4a3fcfe1,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-22923ba868aaf68752fe42b5,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-3a73eb0ab96a32f8556986c9,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-3dc1a73a74c70cda3e3e0a94,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-3c448a6682279100d3d9b8c9,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-af213183cfae9a4c50d44a9c,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-56cad1a73317472658462621,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-9ba790824f59a74414d697e9,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-6ae3b5b04892f99073fc4f67,B4X2500NORM-80eb1f169639cd9ed13ed187,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2c6b9afde3d71f079e49f2c9,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-70f42cb3d5f2c5a06c43d429,B4X2500NORM-80eb1f169639cd9ed13ed187,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-343eeb2174437ade5aa8a112,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-8a754367d0073b57d87c0089,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-f76373e9f2b9efa873b057db,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-b0337ba3974c7c043f14ce7c,B4X2500NORM-80eb1f169639cd9ed13ed187,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-0a5ad3a84e0620639a8804ea,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-dfbccfb35670d66d783bf8d8,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-ff17a50e6b6fd8460237d8a3,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-e5b111a37f2b681f4b8bffc2,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-5d1ccba23b483114e89a9af5,B4X2500MATCH-c771159680a9e19395a10ecd,B4X2500NORM-f03284bf0164026f02373c7e,B4X2500NORM-80eb1f169639cd9ed13ed187,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-f94f5b26479432e3860d125f,B4X2500MATCH-fa75b94fde3a35ddca662059,B4X2500NORM-4248a0cb83ac63c1526a493a,B4X2500NORM-9beb67b4acf2cf75d163a0ce,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-afd11514a95737347352e3c3,B4X2500MATCH-fa75b94fde3a35ddca662059,B4X2500NORM-cfddbdb34d6c4946a96b76c9,B4X2500NORM-9beb67b4acf2cf75d163a0ce,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-51e90e7949add447f81642dd,B4X2500MATCH-8ca8e20c65a92a853c3c124b,B4X2500NORM-29c9564e4fbe89407f10f5a5,B4X2500NORM-cb051f580f09bd3da76ff76c,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-2b20e0490c724b43e262615c,B4X2500MATCH-8ca8e20c65a92a853c3c124b,B4X2500NORM-bb34452ef02a873ca7814452,B4X2500NORM-cb051f580f09bd3da76ff76c,mechanism_context_pair,false,true,false,false,low,not_ready,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9864c0cefc239fe1bd0b1fda,B4X2500MATCH-61232d27300cf2dc1d3424b5,B4X2500NORM-1bf31f075026cee69338d20c,B4X2500NORM-9b24a8ec7cb6465dab24492c,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-c777386514c8776e8e812713,B4X2500MATCH-61232d27300cf2dc1d3424b5,B4X2500NORM-252fae66ed0a2ded0af98179,B4X2500NORM-9b24a8ec7cb6465dab24492c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-f5b09618962d35189876f5fb,B4X2500MATCH-61232d27300cf2dc1d3424b5,B4X2500NORM-ab6ed51cc653f9a16297e67f,B4X2500NORM-9b24a8ec7cb6465dab24492c,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-b8a2973e1571e6c26cef38f1,B4X2500MATCH-61232d27300cf2dc1d3424b5,B4X2500NORM-f69870dfac7b72ff8983fd0c,B4X2500NORM-9b24a8ec7cb6465dab24492c,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a344f42e9e3407153b3fdf56,B4X2500MATCH-48367cd378ca957250f21502,B4X2500NORM-6806da7c938c89e2b1f87cc6,B4X2500NORM-aafac7530d4526d5d0670215,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-3603168b2e07a8d9e72c6286,B4X2500MATCH-48367cd378ca957250f21502,B4X2500NORM-cdbdeadf782c6bd0a160571e,B4X2500NORM-aafac7530d4526d5d0670215,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-61fc65fb66c7939f8a66f058,B4X2500MATCH-2c0e4e17a3b754115fd450fb,B4X2500NORM-21325b106c424cd2a196df0f,B4X2500NORM-67810cd7b9e1d328ddb2691a,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-67b6939d2088eef40b44705b,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-0bba6968e99268d0d8c83e2f,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-5319614453245427351d2295,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-1e07154b9a3b9c65f103c598,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2897b0529863c5ff582e2512,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-2b019ef956ed9d0eb0c30a22,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-dad120374f4e4c05b2fd66cb,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-32f35f3893a5bd02f5e60f5b,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-f94ae434368d1c870a24e113,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-337823a9f020fcfbd1440ff9,B4X2500NORM-110b4ab00c41b347b79f674c,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a2105c3468091b47bd251e0b,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-b84da0f48e9caf4758181c17,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-984effb0a7bb467aa3987cc6,B4X2500MATCH-7ac59167a89b06f13b75f4aa,B4X2500NORM-ccffb19e30913a425fd2fbac,B4X2500NORM-110b4ab00c41b347b79f674c,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d38bbc3993be9d40bd50ba7b,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-1d42724c329cfff1cd2236c3,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-0cda70611a6ddaf0816bb70b,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-24e960587137dc4ad015c1f7,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-4a501972d190463a1764d9c3,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-52cd1af1340db89f6345b434,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-bd457f2fd33dd4242423aa9d,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-a0a4600b160ac83df722b2fa,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e599df1bed9a7a00c0c5e85e,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-bcdc2e3410e1550e7310490f,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-696f42b5d7fe3bbff8a2999a,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-c86ce9ff3c01e20e8b88cf9e,B4X2500NORM-840be98a208d892641883992,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-af0e2175c3fcce6bfcad20ab,B4X2500MATCH-ff79074e7cc28921c683b133,B4X2500NORM-ec2af69f7ccca03c41d5aead,B4X2500NORM-840be98a208d892641883992,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-f7e9db2c618fd5982372f671,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-0de6203e214ab48d74581965,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-16642d28dc8503feed0b5398,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-1bb428913b88f00af60f6f1c,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-279f3f25cd3db7cdbc0f88cf,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-3544cf06ff903a83a0b9e272,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-22b73e668a68a0ad9e863b7b,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-5a16fde538b12dac9e5afcfb,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-5322b22e7f8d844e2836174a,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-6d5ff77386ba5962b2641e18,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-99b884c403724e99457067bd,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-7a820676299a1c3332e9aa4c,B4X2500NORM-765ec2bc02cdd423901d3028,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-45812e1d4ac3e2e92ac74923,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-81a831ea5809b4f5b0903885,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-81b48f984dc0a0bb375580dd,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-8c3e5475f9d71b06daf400d8,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-34b147565335954fd1d9e133,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-aa4ce97c371a2e7cab4a4fb3,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2ab712db35898f19b3bde4d3,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-b80d9641699f65b75178b021,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-95b929075728bfb3aaf7a57f,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-b922edec69e4aa7ba292c436,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-3ffa026e80f40679d1a53c60,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-cb9d05ec83dd9a78a088cfd5,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c522a94c918b8bae9233774a,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-d1686036e33d3514bb8fc01a,B4X2500NORM-765ec2bc02cdd423901d3028,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-b4be485a3d31f8d26a3bfcf2,B4X2500MATCH-51d106f953e9cbe9a42f8119,B4X2500NORM-f618c5318dc59a9ae217e65c,B4X2500NORM-765ec2bc02cdd423901d3028,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
