normalized_record_id,codified_record_id,rating_id,span_id,source_id,retained_source_id,candidate_id,municipality,state,region,source_family,cba_non_cba_hint,priority_bucket,evidence_category,primary_mechanism_cluster,original_locator,final_locator,page_number,section_heading,character_start_offset,character_end_offset,paragraph_offset,line_offset,raw_span_text,raw_paraphrase,raw_compensation_text,raw_value_text,raw_unit_text,raw_effective_period_text,raw_unit_or_group_text,raw_rank_step_grade_text,raw_base_nonbase_text,raw_context_notes,parsed_currency_amount,parsed_percentage_value,parsed_hourly_rate,parsed_annual_salary,parsed_monthly_rate,parsed_biweekly_rate,parsed_weekly_rate,parsed_daily_rate,parsed_lump_sum,parsed_stipend_or_allowance,parsed_premium_amount,parsed_premium_percentage,parsed_cola_cpi_value,parsed_step_or_grade_value,parsed_effective_date,parsed_start_date,parsed_end_date,parsed_contract_year,parsed_fiscal_year,parsed_cycle_label,normalized_pay_basis,normalized_hourly_equivalent,normalized_annual_equivalent,annualization_assumption,annualization_hours_used,normalized_percentage_growth,normalized_growth_type,base_or_non_base,non_base_component_type,unit_or_group,safety_category,occupation_or_classification,rank,step,grade,payband,effective_period_start,effective_period_end,municipality_cycle_id_candidate,comparison_cycle_candidate,normalized_value_confidence,normalization_status,normalization_blocker_tags,normalization_notes,source_title,quant_span_types,mechanism_attributes,direction_bucket,report_usability_bucket,span_sha256,scout_target_id,verification_row_id,source_review_download_id,readiness_id,extraction_id,normalized_at
B4X2500NORM-70f5f37ebf3ecd23c557de6a,B4X2500COD-20260730-cea8ad64389150e1ceaa1eea,B4X2500-RATING-20260730-394aeea4bede5da6db494177,B4X2500SPAN-20260730-519db880aa7705e823b127c9,B4X2500LIVE-20260729-000017,B4X2500SRD-20260730-13fc9b731011a2f1b423,B4X2500LIVE-20260729-000017,Earlham,IA,Midwest,other_local_government_pay_policy,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://www.earlhamiowa.org/wp-content/uploads/2023/06/7c-Res-No-23-18-FY24-Wages-FT-PT-.pdf,https://earlhamiowa.org/wp-content/uploads/2023/06/7c-Res-No-23-18-FY24-Wages-FT-PT-.pdf,,"EFFECTIVE JULY 1, 2023",483,556,4,11,Position Name Hourly Rate Annual Rate Police Chief Matt Stringham $30.45,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Position Name Hourly Rate Annual Rate Police Chief Matt Stringham $30.45,$30.45,annual_salary;hourly_rate,2023-07-01,police,chief,base,"RESOLUTION NO. 23-18 — Setting Wages for Full-Time & Permanent Part-Time Employees (Includes Police Chief/Police Officer positions), Effective July 1, 2023; EFFECTIVE JULY 1, 2023",30.45,,,,,,,,,,,,,,2023-07-01,2023-07-01,,2023,,2023,unknown,,,not_safe_to_annualize,,,unknown,base,,police,police,police,chief,,,,2023-07-01,,B4X2500MC-0488ba3a531b2fadb7b09cf4,2023,low,normalization_deferred_manual_review,"[""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","RESOLUTION NO. 23-18 — Setting Wages for Full-Time & Permanent Part-Time Employees (Includes Police Chief/Police Officer positions), Effective July 1, 2023","[""annual_salary"",""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,pi_report_context_only,ad4b5f6da9dd1f14391b1bb8b72f63370eb45abd66b8c2af7ed137d3c02f7759,B4X2500-20260729-00019,B4X2500V-20260730-01606,B4X2500SRD-20260730-13fc9b731011a2f1b423,B4X2500RDY-20260730-f0f09b6fdeb5dddada5b,B4X2500TXT-20260730-2cf8c2b7e628edc279cb,2026-07-30T22:04:39Z
B4X2500NORM-711de1677e6fb390c7cd5bfa,B4X2500COD-20260730-e71ae9e78e877bce700111d0,B4X2500-RATING-20260730-1f94d9bd8342a68d40be06b0,B4X2500SPAN-20260730-a981f289b007757450535ba6,B4X2500LIVE-20260729-003979,B4X2500SRD-20260730-c88d8a50515eda9a8843,B4X2500LIVE-20260729-003979,New Hartford,NY,Northeast,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://perb.ny.gov/town-new-hartford-and-new-hartford-police-benevolent-association,https://perb.ny.gov/system/files/documents/2024/03/ia95-033-award-12-20-96.pdf,,,15273,15372,256,542,"Effective January 1, 1997, an Oneida police officer at top grade will earn $35,984 in base salary.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Effective January 1, 1997, an Oneida police officer at top grade will earn $35,984 in base salary.","$35,984.00",step_schedule,1997-01-01,police,police officer; grade will,base,"Interest Arbitration Panel Award (Town of New Hartford and New Hartford Police Benevolent Association), PERB Case No. IA95-033;",35984.0,,,,,,,,,,,,,35984.0,1997-01-01,1997-01-01,,1997,,1997,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,police officer,,will,,1997-01-01,,B4X2500MC-acce1c14404bc99c125110c0,1997,low,normalization_deferred_manual_review,"[""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Interest Arbitration Panel Award (Town of New Hartford and New Hartford Police Benevolent Association), PERB Case No. IA95-033","[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,d72957f59edfab4ae4eff67e1f7d42ddff81c6c14667d4fffaca11ec7a034e91,B4X2500-20260729-03809,B4X2500V-20260730-01054,B4X2500SRD-20260730-c88d8a50515eda9a8843,B4X2500RDY-20260730-1c88fe4110a16c502b6b,B4X2500TXT-20260730-28ceb09610a5073a5cf5,2026-07-30T22:04:39Z
B4X2500NORM-71814adc3370f8f7ff4a7248,B4X2500COD-20260730-f48e8ff6e92dd204937250e4,B4X2500-RATING-20260730-a29511b32e96b7a7e7e1a626,B4X2500SPAN-20260730-ddc399728986eb6b93a235f0,B4X2500LIVE-20260729-004989,B4X2500SRD-20260730-47fb923362749a3f6509,B4X2500LIVE-20260729-004989,Lake Mills,IA,Midwest,wage_schedule,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,weak_context_exclusion,https://www.lakemillsiowa.gov/files/documents/CityCouncilMinutes02-19-18020401070121PM1.pdf,https://lakemillsiowa.gov/files/documents/CityCouncilMinutes02-19-18020401070121PM1.pdf,,,10309,10354,29,225,"grade kitchen ovens for total cost of $7,810.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","grade kitchen ovens for total cost of $7,810.","$7,810.00",step_schedule,,,grade kitchen,base,Lake Mills City Council Minutes (includes Resolution establishing hourly pay for non-sworn city positions / hourly wage setting);,7810.0,,,,,,,,,,,,,7810.0,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,unresolved_unit,unclear,unknown,,,kitchen,,,,B4X2500MC-ac5bc091b9cbf4fadea90e57,undated-source-B4X2500LIVE-20260729-004989,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Lake Mills City Council Minutes (includes Resolution establishing hourly pay for non-sworn city positions / hourly wage setting),"[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,exclude_from_report,e52322bd8a5d13a8a13e7f066520ebb8aaa0d294b6562dacf76323d1f0da2abf,B4X2500-20260729-05044,B4X2500V-20260730-03060,B4X2500SRD-20260730-47fb923362749a3f6509,B4X2500RDY-20260730-27a6736e7435b15ba803,B4X2500TXT-20260730-cf1c16507c95118effc1,2026-07-30T22:04:38Z
B4X2500NORM-719b5bc06b6275fa49c699d5,B4X2500COD-20260730-a2778959dff2097553f02636,B4X2500-RATING-20260730-74ffe82ac7b5bbf177f41d40,B4X2500SPAN-20260730-0fddb4db35905e50d00a317b,B4X2500LIVE-20260729-006135,B4X2500SRD-20260730-9a6ae6047f7cf97467fa,B4X2500LIVE-20260729-006135,Hiram,ME,Northeast,agenda_packet_or_minutes,non_cba_or_other_hint,low_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://img1.wsimg.com/blobby/go/7f564db5-346e-4648-974c-59e836dea411/downloads/70c4b4d3-0b52-4e96-aec9-02e682ce6c85/MO%20Mins%2006.18.2026.pdf?ver=1785330843169,https://img1.wsimg.com/blobby/go/7f564db5-346e-4648-974c-59e836dea411/downloads/70c4b4d3-0b52-4e96-aec9-02e682ce6c85/MO%20Mins%2006.18.2026.pdf,,,1634,1687,11,32,The Board agreed to a rate of $40.00 per inspec on.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",The Board agreed to a rate of $40.00 per inspec on.,$40.00,hourly_rate,2026-06-18,,,base,"MO Meeting Minutes, June 18, 2026 (example opened PDF);",40.0,,,,,,,,,,,,,,2026-06-18,2026-06-18,,2026,,2026,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,2026-06-18,,B4X2500MC-c8422e711dca54fcd4a6c02f,2026,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","MO Meeting Minutes, June 18, 2026 (example opened PDF)","[""hourly_rate""]","[""base_wage_direct_value""]",neutral_or_general,downstream_normalization_needed,6fbb0798e5be37a3c86468d13f44bdd5bd12c65cb4ad9435e20ebbe6f1929f3c,B4X2500-20260729-06098,B4X2500V-20260730-03392,B4X2500SRD-20260730-9a6ae6047f7cf97467fa,B4X2500RDY-20260730-95b0fd82b04351ea19f0,B4X2500TXT-20260730-befa49c312e7a2eaf434,2026-07-30T22:04:39Z
B4X2500NORM-727d3267d51c7b76adb0062d,B4X2500COD-20260730-22f4d9e408a11d67ce7ce0c6,B4X2500-RATING-20260730-6191f34a3e400fd14775de04,B4X2500SPAN-20260730-a279149678a4ab0890f53f28,B4X2500LIVE-20260729-003255,B4X2500SRD-20260730-d7250018180594338cc6,B4X2500LIVE-20260729-003255,Clinton,OH,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-07-0682.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-07-0682.pdf,,"A $60,702.99 $63,103.62 $65,480.48 $79,697.15 $82,235.54",70122,70175,213,1190,~ Pay Period Step 1 Step 2 Sergeant H $43.71 $45.27,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",~ Pay Period Step 1 Step 2 Sergeant H $43.71 $45.27,$43.71; $45.27,step_schedule,,police,sergeant; step 1,base,"Collective Bargaining Agreement between Township of Clinton, Franklin County, Ohio and Fraternal Order of Police, Capital City Lodge No. 9; A $60,702.99 $63,103.62 $65,480.48 $79,697.15 $82,235.54",43.71,,,,,,,,,,,,,43.71,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,sergeant,1,,,,,B4X2500MC-f896176dd135ee01c235eef9,undated-source-B4X2500LIVE-20260729-003255,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Collective Bargaining Agreement between Township of Clinton, Franklin County, Ohio and Fraternal Order of Police, Capital City Lodge No. 9","[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,downstream_normalization_needed,47c47604fdfcc180daad296e857066eb5147693c490e7c9b423678964f14ad79,B4X2500-20260729-03262,B4X2500V-20260730-03961,B4X2500SRD-20260730-d7250018180594338cc6,B4X2500RDY-20260730-de2db24d0bd24423326d,B4X2500TXT-20260730-0ef8095bef3746691649,2026-07-30T22:04:39Z
B4X2500NORM-727fa457802bb6dd716723ba,B4X2500COD-20260730-dea9aa011f71b8d613296097,B4X2500-RATING-20260730-b3822fc534b898e96c36c701,B4X2500SPAN-20260730-8472885b17c9ad747a63b495,B4X2500LIVE-20260729-005634,B4X2500SRD-20260730-80f16dc997f003fe9242,B4X2500LIVE-20260729-005634,Sunrise Beach,MO,Midwest,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://www.sunrisebeachmo.gov/media/856,https://sunrisebeachmo.gov/media/856,,,38009,38158,175,929,"Administration Rate of Pay FT / PT Annual FICA Insurance LAGERS benefits Benefits City Clerk $25.00 FT $52,000 $3,978 $11,000 $4,680 $19,658 $71,658","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Administration Rate of Pay FT / PT Annual FICA Insurance LAGERS benefits Benefits City Clerk $25.00 FT $52,000 $3,978 $11,000 $4,680 $19,658 $71,658","$25.00; $52,000.00; $3,978.00; $11,000.00; $4,680.00; $19,658.00; $71,658.00",hourly_rate,,clerical_admin,,base,FY 26 Budget (Board adopted) — Pay and Benefits schedule (covers non-safety civilian job titles and pay/benefit amounts);,25.0,,,,,,,,,,,,,,,,,,2026,,unknown,,,not_safe_to_annualize,,,unknown,base,,clerical_admin,non_safety,clerical_admin,,,,,,,B4X2500MC-61a5d2077816da88fe39a4b8,2026,low,normalization_deferred_manual_review,"[""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",FY 26 Budget (Board adopted) — Pay and Benefits schedule (covers non-safety civilian job titles and pay/benefit amounts),"[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,downstream_normalization_needed,49dd7f93286e5ee52ae48237f41c7f28c468c9577d99b188f6bd3db6cd436da9,B4X2500-20260729-05574,B4X2500V-20260730-00658,B4X2500SRD-20260730-80f16dc997f003fe9242,B4X2500RDY-20260730-245caa386029c01330e4,B4X2500TXT-20260730-5c49eabef7852f8b92ea,2026-07-30T22:04:39Z
B4X2500NORM-730b7ee605b652d148ee8291,B4X2500COD-20260730-1ceaf1e4e30ab45022a2dfdd,B4X2500-RATING-20260730-7de8b5f3d5e850614e950f97,B4X2500SPAN-20260730-37e34781ff630a46d60bf9a3,B4X2500LIVE-20260729-007968,B4X2500SRD-20260730-a9622d74a0bb471c97d3,B4X2500LIVE-20260729-007968,Williamston,MI,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://cclp.us/wp-content/uploads/Williamston-CBA-FINAL-01-01-25-12-31-28.pdf,https://cclp.us/wp-content/uploads/Williamston-CBA-FINAL-01-01-25-12-31-28.pdf,,APPENDIX A,67919,68011,325,1379,Step 01-01-2025 01-01-2026 01-01-2027 01-01-2028 Step 1 (Start) $25.69 $26.98 $28.33 $29.74,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Step 01-01-2025 01-01-2026 01-01-2027 01-01-2028 Step 1 (Start) $25.69 $26.98 $28.33 $29.74,$25.69; $26.98; $28.33; $29.74,step_schedule,2025; 2026; 2027; 2028,police,step 01,base,City of Williamston/CCLP Agreement (Williamston Non-Supervisory Police Officers Division); APPENDIX A,25.69,,,,,,,,,,,,,25.69,,2025-01-01,,2025,,2025,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,,01,,,2025-01-01,,B4X2500MC-5abf16d50c2e5c2bfcf31e26,2025,low,normalization_deferred_manual_review,"[""pay_basis_unresolved"",""cycle_outside_2014_2024_observation_window""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",City of Williamston/CCLP Agreement (Williamston Non-Supervisory Police Officers Division),"[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,downstream_normalization_needed,5d79ac6a91f8c36a1854379098f4b4cb2c87961904ca0ab25913d59ef39a77be,B4X2500-20260729-07917,B4X2500V-20260730-04872,B4X2500SRD-20260730-a9622d74a0bb471c97d3,B4X2500RDY-20260730-833cd396edece7fde0d3,B4X2500TXT-20260730-92a68ed3cc13beb30569,2026-07-30T22:04:39Z
B4X2500NORM-733f20808574d04a05eea36f,B4X2500COD-20260730-54d1f63062c6967f52a3642d,B4X2500-RATING-20260730-b58e6248f7efad08928fa2af,B4X2500SPAN-20260730-bb8915bcfb3a3dddc178e2f7,B4X2500LIVE-20260729-006209,B4X2500SRD-20260730-8439af7b8bc7f6e8db63,B4X2500LIVE-20260729-006209,Delaware,NJ,Northeast,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://www.delawaretwpnj.org/government/labor-agreements/2054-collective-negotiations-agreement-dt-and-pba-local-188/file,https://delawaretwpnj.org/government/labor-agreements/2054-collective-negotiations-agreement-dt-and-pba-local-188/file,,,38311,38368,531,1120,"employee's current rate of pay to a maximum of$5,000.00.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","employee's current rate of pay to a maximum of$5,000.00.","$5,000.00",hourly_rate,,police,,base,Collective Negotiations Agreement Between Township of Delaware and Hunterdon County PBA Local 188;,5000.0,,,,,,,,,,,,,,,,,,,,unknown,,,not_safe_to_annualize,,,unknown,base,,police,police,police,,,,,,,B4X2500MC-410d3c265b75614c207e6315,undated-source-B4X2500LIVE-20260729-006209,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Collective Negotiations Agreement Between Township of Delaware and Hunterdon County PBA Local 188,"[""hourly_rate""]","[""base_wage_direct_value""]",neutral_or_general,pi_report_context_only,a75403a6e69b4e6a5178d548dbe4a675f1fbbe4c68f564fcdd47c70c79e9f522,B4X2500-20260729-06188,B4X2500V-20260730-02244,B4X2500SRD-20260730-8439af7b8bc7f6e8db63,B4X2500RDY-20260730-a4e7590bd60b156fb176,B4X2500TXT-20260730-463d6af1026ae564abbf,2026-07-30T22:04:38Z
B4X2500NORM-738d5c91e013c54b10bad080,B4X2500COD-20260730-4d1203844ce44e253df38ac4,B4X2500-RATING-20260730-9a14b4c2d6fbbeab61607a16,B4X2500SPAN-20260730-4dac2fc4a0e01f6a16710e0f,B4X2500LIVE-20260729-000797,B4X2500SRD-20260730-2ffeb4d6afe3031a81c8,B4X2500LIVE-20260729-000797,Copley,OH,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1249.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1249.pdf,,,82850,82904,298,1365,"Wkr.-Step 3 36-48 Months $26.08 $2,086.60 $54,251.62","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Wkr.-Step 3 36-48 Months $26.08 $2,086.60 $54,251.62","$26.08; $2,086.60; $54,251.62",step_schedule,,,step 3,base,Collective Bargaining Agreement (Service Department / Road Maintenance) — Teamsters Local 348;,26.08,,,,,,,,,,,,,26.08,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,unresolved_unit,unclear,unknown,,3,,,,,B4X2500MC-fa354c1305f0efdff5f1bce0,undated-source-B4X2500LIVE-20260729-000797,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Collective Bargaining Agreement (Service Department / Road Maintenance) — Teamsters Local 348,"[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,b91772ff61e0a0a04d522f96f7bc412495638df5f9274334072477aabb540409,B4X2500-20260729-00770,B4X2500V-20260730-02521,B4X2500SRD-20260730-2ffeb4d6afe3031a81c8,B4X2500RDY-20260730-9e0233e76fa7278088d8,B4X2500TXT-20260730-c75acbae7643fe26d890,2026-07-30T22:04:39Z
B4X2500NORM-740f2b002ddea67b8253470a,B4X2500COD-20260730-10912bb0a9ce032334f29d38,B4X2500-RATING-20260730-3c2b9ad2fc2cea8916be035d,B4X2500SPAN-20260730-4c39d587955de8f70c696dc3,B4X2500LIVE-20260729-007445,B4X2500SRD-20260730-fa6b3ec0fdbb2d7fc268,B4X2500LIVE-20260729-007445,Entiat,WA,West,budget_or_pay_plan,non_cba_or_other_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://cms2.revize.com/revize/entiatwa/12.14.2023%20Council%20Packet.pdf,https://cms2.revize.com/revize/entiatwa/12.14.2023%20Council%20Packet.pdf,,,135655,135717,711,3378,"calculated on a booking percentage for a base rate of $17,000.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","calculated on a booking percentage for a base rate of $17,000.","$17,000.00",hourly_rate,2023; 2024,,,base,Ordinance 2023-878 — 2024 Budget (Includes 2024 Salary Schedule — Exhibit B);,17000.0,,,,,,,,,,,,,,,2023-01-01,,2023,,2023,unknown,,,not_safe_to_annualize,,,unknown,base,,unresolved_unit,unclear,unknown,,,,,2023-01-01,,B4X2500MC-9a9430a97820b2e92ad24574,2023,low,normalization_deferred_manual_review,"[""safety_category_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Ordinance 2023-878 — 2024 Budget (Includes 2024 Salary Schedule — Exhibit B),"[""hourly_rate""]","[""base_wage_direct_value""]",neutral_or_general,pi_report_context_only,e6533b71eec43f19ead63e1d9dc89dd6d9d2814e1c93a2ad7e23a1ca9055c32e,B4X2500-20260729-07484,B4X2500V-20260730-05689,B4X2500SRD-20260730-fa6b3ec0fdbb2d7fc268,B4X2500RDY-20260730-7e22c09b1938dff0e1a3,B4X2500TXT-20260730-e274251c26db379a5269,2026-07-30T22:04:38Z
B4X2500NORM-743e6057b5ebe7ed9331909e,B4X2500COD-20260730-f97eb48fba3e97282fad14fc,B4X2500-RATING-20260730-1e7cb32e6cd287dcf81dc4f8,B4X2500SPAN-20260730-b05a80bc99b110754783d441,B4X2500LIVE-20260729-001806,B4X2500SRD-20260730-a8fd175a44b7eeb2d50c,B4X2500LIVE-20260729-001806,Sewall's Point,FL,South,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://pbcpba.org/wp-content/uploads/2024/06/Sewalls-Point-2023-2026.pdf,https://pbcpba.org/wp-content/uploads/2024/06/Sewalls-Point-2023-2026.pdf,,,59321,59336,325,1285,"Step 2 $49,822","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","Step 2 $49,822","$49,822.00",step_schedule,,police,step 2,base,"Collective Bargaining Agreement (between Town of Sewall’s Point, FL and Palm Beach County Police Benevolent Association, Inc.);",49822.0,,,,,,,,,,,,,49822.0,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,,2,,,,,B4X2500MC-4a390ec8eb753e56f62d38d8,undated-source-B4X2500LIVE-20260729-001806,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Collective Bargaining Agreement (between Town of Sewall’s Point, FL and Palm Beach County Police Benevolent Association, Inc.)","[""step_schedule""]","[""rank_or_specialization_premium""]",not_applicable,downstream_normalization_needed,4b7c91f7e26eb2d7c37128dc52acc4564b0f4cb43c63ee2b9e6963b05b468a09,B4X2500-20260729-01679,B4X2500V-20260730-01555,B4X2500SRD-20260730-a8fd175a44b7eeb2d50c,B4X2500RDY-20260730-93e894ccd2ac5ee5aacd,B4X2500TXT-20260730-bc6dd288e127974ef480,2026-07-30T22:04:39Z
B4X2500NORM-744ff42d1d8843a673b3db8a,B4X2500COD-20260730-6dac83cef235eaeb3443cb6b,B4X2500-RATING-20260730-570d58f7fee51747b98726e0,B4X2500SPAN-20260730-ea763d5becf7fbba1b177f1a,B4X2500LIVE-20260729-000784,B4X2500SRD-20260730-c2b04d504bbd911ecaf6,B4X2500LIVE-20260729-000784,Brookfield,OH,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,quantitative_base_wage_needs_normalization,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-08-0775.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-08-0775.pdf,,"EFFECTIVE JANUARY 1, 2023, THE RATE OF BASE PAY IS AS FOLLOWS:",24751,24849,110,421,"EFFECTIVE JANUARY 1, 2024, THE RATE OF BASE PAY IS AS FOLLOWS: Firefighter I Paramedic $19.07/br.","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.","EFFECTIVE JANUARY 1, 2024, THE RATE OF BASE PAY IS AS FOLLOWS: Firefighter I Paramedic $19.07/br.",$19.07,hourly_rate,2023-01-01; 2024-01-01,fire,firefighter,base,"Collective Bargaining Agreement (Brookfield Township Fire Department; IAFF Local 3443); EFFECTIVE JANUARY 1, 2023, THE RATE OF BASE PAY IS AS FOLLOWS:",19.07,,,,,,,,,,,,,,2023-01-01,2023-01-01,2024-01-01,2024,,2024,unknown,,,not_safe_to_annualize,,,unknown,base,,fire,fire,fire,firefighter,,,,2023-01-01,2024-01-01,B4X2500MC-447c0729c9351ff9baa1e3f4,2024,low,normalization_deferred_manual_review,"[""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",Collective Bargaining Agreement (Brookfield Township Fire Department; IAFF Local 3443),"[""hourly_rate""]","[""base_wage_direct_value""]",not_applicable,downstream_normalization_needed,21e324a8d938b46217377f6e372771b07f4ef72b3d2d5a5f42ffe403bca23f91,B4X2500-20260729-00765,B4X2500V-20260730-05399,B4X2500SRD-20260730-c2b04d504bbd911ecaf6,B4X2500RDY-20260730-0230cba963d8a7353545,B4X2500TXT-20260730-33ed64394d61c68afcb1,2026-07-30T22:04:39Z
B4X2500NORM-74ab51f768dfe522dc3c30df,B4X2500COD-20260730-31473a05a3dcfdd0e5ef4ac7,B4X2500-RATING-20260730-a49d47c0386ed81104ad2386,B4X2500SPAN-20260730-6e381829dc74fc42d5ce9548,B4X2500LIVE-20260729-003255,B4X2500SRD-20260730-d7250018180594338cc6,B4X2500LIVE-20260729-003255,Clinton,OH,Midwest,cba,cba_hint,high_priority_verification_ready,quantitative_compensation,rank_step_specialization_classification,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-07-0682.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-07-0682.pdf,,"A $90,923.96 $94,160.92",70222,70279,215,1196,Pay Step 1 Step2 Rank Period Lieutenant H $50.13 $51.94,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",Pay Step 1 Step2 Rank Period Lieutenant H $50.13 $51.94,$50.13; $51.94,step_schedule,,police,lieutenant; step 1,base,"Collective Bargaining Agreement between Township of Clinton, Franklin County, Ohio and Fraternal Order of Police, Capital City Lodge No. 9; A $90,923.96 $94,160.92",50.13,,,,,,,,,,,,,50.13,,,,,,,unknown,,,not_safe_to_annualize,,,step_progression,base,,police,police,police,lieutenant,1,,,,,B4X2500MC-f896176dd135ee01c235eef9,undated-source-B4X2500LIVE-20260729-003255,low,normalization_deferred_manual_review,"[""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.","Collective Bargaining Agreement between Township of Clinton, Franklin County, Ohio and Fraternal Order of Police, Capital City Lodge No. 9","[""step_schedule""]","[""rank_or_specialization_premium""]",neutral_or_general,downstream_normalization_needed,b0ae72f59e51ce3c45d3daf9b7fcf5920c757d1584280d5ed4a297d51650665f,B4X2500-20260729-03262,B4X2500V-20260730-03961,B4X2500SRD-20260730-d7250018180594338cc6,B4X2500RDY-20260730-de2db24d0bd24423326d,B4X2500TXT-20260730-0ef8095bef3746691649,2026-07-30T22:04:39Z
