municipality_cycle_id,municipality,state,region,cycle_start,cycle_end,contract_year,fiscal_year,cycle_label,source_count,span_count,normalized_record_count,safety_record_count,non_safety_record_count,unclear_record_count,base_record_count,non_base_record_count,mechanism_clusters_present,comparison_readiness_status,cycle_confidence,blockers
B4X2500MC-235255a761629fc2e9cc6710,Rutherfordton,NC,South,2024,2025,2024,2025,2024-2025,1,8,8,1,0,7,6,0,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-2378788d7f938a1deb68c65c,Avoca,IA,Midwest,2020,2020,2020,,2020,1,2,2,0,2,0,2,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-239070f0ffa6a1b414fd1091,Prospect,OH,Midwest,2025,2025,2025,,2025,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-23aefde78bf252d0ace9230f,Ithaca,NY,Northeast,2023,2023,2023,,2023,2,2,2,0,2,0,0,0,"[""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-23e97058f191205a61e78f7e,Marshall,OK,South,2021,2021,2021,,2021,1,3,3,0,3,0,1,1,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-23f34d6e9bbaaa818f771555,Shapleigh,ME,Northeast,2016,2016,2016,,2016,1,2,2,1,0,1,0,1,"[""non_base_compensation"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-23fe0e79857cc8179d2437ca,Plain,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003319,1,9,9,0,0,9,0,7,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2402f3ae7041dbb98143813c,Ferguson,PA,Northeast,2025,2025,2025,,2025,1,2,2,0,0,2,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-240e728b91169ac9ed2153aa,Madison,MN,Midwest,2017,2017,2017,,2017,1,3,3,0,0,3,3,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2412c79985d6c82674a6e0cb,Berlin,OH,Midwest,2024,2026,2024,,2024-2026,1,13,13,13,0,0,9,3,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-241959fcaa1c304961d545c2,Wadesboro,NC,South,2017,2017,2017,2017,2017,1,16,16,0,0,16,6,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2431de7170ab3f8053a5abd4,East Troy,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005901,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2440b2e86ff769767ac57683,Spring Lake,NJ,Northeast,2025,2025,2025,,2025,2,7,7,1,0,6,2,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-24547d207fe6ef0b94af0c4b,Dundas,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003011,1,10,10,10,0,0,7,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-245573c4d91a5f8b723a69cb,Daniel,UT,West,2020,2020,2020,,2020,1,2,2,0,0,2,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-24611d6535110bf17a07fe76,Royalton,MN,Midwest,2025,2025,2025,,2025,1,6,6,6,0,0,1,5,"[""non_base_compensation"",""rank_step_specialization_classification""]",missing_non_safety_evidence,moderate,"[""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2478bd4d6d572627cfd9ed76,New Tazewell,TN,South,,,,,undated-source-B4X2500LIVE-20260729-009665,1,4,4,0,0,4,1,3,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-24972f13e544630eabdcac82,West Seneca,NY,Northeast,2020,2020,2020,,2020,1,12,12,12,0,0,2,7,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-24b3533be29910a416417708,Bedminster,NJ,Northeast,2019,2019,2019,,2019,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-24d52f43112a46a50b2b3d18,Jamesburg,NJ,Northeast,2020,2020,2020,,2020,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2506ad9b4a7f000ce24fdd47,La Cygne,KS,Midwest,2024,2024,2024,,2024,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2528690fdf68d9eb65df3c2f,Franklin,IN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007703,1,3,3,2,1,0,1,2,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",safety_non_safety_evidence_present,low,"[""effective_period_or_cycle_unresolved"",""non_compensation_numeric_context"",""pay_basis_unresolved""]"
B4X2500MC-25470de34dea843a9ed41068,Ravenna,OH,Midwest,2023,2023,2023,,2023,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-254855202babd1fab9973641,Union,NE,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005718,1,1,1,0,0,1,0,1,"[""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-25684bde9291468a1de40651,Columbus,NC,South,2014,2014,2014,,2014,1,6,6,0,0,6,0,6,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-256ce0c6a472b8353c3de438,Marysvale,UT,West,2012,2012,2012,,2012,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-25a6e3522a011a3dd614560a,Madison,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000827,1,10,10,10,0,0,6,2,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-25b4c852e71adb2481fec63f,Bainbridge,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000760,1,10,10,10,0,0,4,5,"[""automatic_wage_growth"",""non_base_compensation"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-25b62b0334d0af3fd555922e,Madison,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008294,1,6,6,0,0,6,1,4,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-25b66ed68a1b40e99082d144,New Hartford,CT,Northeast,2015,2015,2015,,2015,1,1,1,1,0,0,0,1,"[""non_base_compensation""]",missing_non_safety_evidence,moderate,"[""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-25c04d47bef63d0d754ed758,West Fairlee,VT,Northeast,2023,2023,2023,,2023,1,2,2,0,0,2,0,2,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-25c887a8fcb735668d527537,Pennsville,NJ,Northeast,2025,2025,2025,,2025,1,6,6,0,0,6,4,2,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-25d9045d216a527040ff45cd,Balcones Heights,TX,South,,,,,undated-source-B4X2500LIVE-20260729-002167,1,9,9,9,0,0,1,4,"[""automatic_wage_growth"",""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""non_compensation_numeric_context"",""pay_basis_unresolved""]"
B4X2500MC-264b2d58953c9d61a95ade54,Middle,NJ,Northeast,2010,2010,2010,,2010,1,2,2,1,1,0,0,0,"[""timing_implementation""]",safety_non_safety_evidence_present,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""pay_basis_unresolved""]"
B4X2500MC-265cd2a5e406009106b5ce8b,Alfred,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-008894,1,7,7,7,0,0,1,6,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-266c29afcfca156ef6e90d10,Siler City,NC,South,2026,2026,2026,,2026,2,12,12,0,0,12,3,4,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-267210dde1ade909e31884fe,Strong,ME,Northeast,2025,2025,2025,,2025,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2674965b0e052770c84f4623,Union,OH,Midwest,2021,2021,2021,,2021,1,2,2,0,0,2,0,0,"[""automatic_wage_growth"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-267dad90bdd86cc9b67c0754,Kanopolis,KS,Midwest,2025,2025,2025,,2025,2,2,2,0,2,0,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle""]"
B4X2500MC-26894aa90abc983b6124efd8,Ithaca,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-001470,1,11,11,0,11,0,3,6,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-26d020ae025f3c21286d1a51,Nahant,MA,Northeast,2023,2023,2023,,2023,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-26f804748ec4d174f6ea9960,Palo,IA,Midwest,2011,2011,2011,,2011,1,2,2,0,0,2,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-271e1d21902748aca06af29b,Edgecomb,ME,Northeast,2026,2026,2026,2026,2026,1,1,1,1,0,0,0,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-272fb7c76f07d12608754459,Tekoa,WA,West,2011,2011,2011,,2011,1,2,2,2,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2731bf4b0d0df173d9c00be3,Napoleon,OH,Midwest,2019,2019,2019,,2019,1,11,11,0,0,11,7,3,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-273ddc2254afba68f6bb48b7,Cranberry Isles,ME,Northeast,2025,2026,2025,2025,2025-2026,1,1,1,0,0,1,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-27620def8a5547d103fead6c,Green,IN,Midwest,2024,2024,2024,,2024,1,2,2,1,0,1,2,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""safety_category_unresolved""]"
B4X2500MC-276e98aa535415ebac3359f7,Chisago Lake,MN,Midwest,2026,2026,2026,,2026,1,3,3,0,0,3,3,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2770949512f12044888f0bd3,Brighton,MI,Midwest,2025,2026,2025,2025,2025-2026,1,8,8,0,0,8,0,3,"[""automatic_wage_growth"",""non_base_compensation"",""timing_implementation""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2784990918e27e598ddb131c,Gueydan,LA,South,2022,2022,2022,,2022,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-278e094f81df882d8929c62e,Hart,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007917,1,6,6,0,1,5,0,4,"[""automatic_wage_growth"",""non_base_compensation"",""weak_context_exclusion""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-27aaedc8045a0f6f3161ebc4,Malone,NY,Northeast,2022,2022,2022,,2022-2022,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,high,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-27da5d5d3e2fbb9e5ad7a1b4,Shelby,MI,Midwest,2017,2018,2017,2017,2017-2018,1,2,2,2,0,0,0,0,"[""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2804f1aaf140aaf6794010b1,Ardsley,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-006382,1,6,6,0,0,6,0,6,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-280e35a2e2ac9d827a88b831,East Jordan,MI,Midwest,2025,2025,2025,,2025,1,1,1,0,1,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-2859ed6cffca4e7f61dd0c9f,Kiowa,OK,South,2009,2009,2009,,2009,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2859fb14cb4157d6e55e387d,Orchard Lake Village,MI,Midwest,2024,2024,2024,,2024,1,6,6,0,0,6,0,6,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""pay_basis_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-2897d8e512c7c27e660d8696,Colfax,CA,West,2021,2026,2021,,2021-2026,1,15,15,0,0,15,2,8,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",unit_classification_incomplete,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-28a315d18d52a4ce6b48553d,Hunters Creek Village,TX,South,2025,2026,2025,2025,2025-2026,1,1,1,0,0,1,0,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-28c3321515036c2e37984b1b,Lewiston,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-006443,1,5,5,0,5,0,1,4,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-28d09cff977876c4898d631b,Brookneal,VA,South,2026,2026,2026,2026,2026,1,3,3,1,1,1,0,3,"[""non_base_compensation""]",safety_non_safety_evidence_present,moderate,"[""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-28d7525a2d59f5b5adcf1404,Mexico Beach,FL,South,2017,2017,2017,2017,2017,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-28e559643e683a56e73b6cc4,Northfield,MI,Midwest,2025,2025,2025,,2025,1,2,2,2,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-28fe92c3f8d839e92887005d,East Troy,WI,Midwest,2001,2001,2001,,2001,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-28ff53274602dd764abc92c0,Pomfret,VT,Northeast,2014,2014,2014,,2014,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-290687417b5a3b1d39ed096c,Jackson,NH,Northeast,2026,2026,2026,,2026,1,4,4,0,2,2,0,0,"[""automatic_wage_growth"",""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""safety_category_unresolved""]"
B4X2500MC-292f5af27ca3f1344ca564e4,Dickeyville,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005894,1,5,5,0,5,0,2,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-293e9e60883895269ea1c38b,Foley,MN,Midwest,2027,2027,2027,,2027,1,9,9,9,0,0,5,4,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-2947d94563c0c33d1c0d5402,Hamilton,OH,Midwest,2021,2021,2021,,2021,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-296a9a973a8a4dcbc291a788,Lincoln,MA,Northeast,,,,,undated-source-B4X2500LIVE-20260729-006050,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-296c2aec344982f55c785b8d,Kitty Hawk,NC,South,2023,2024,2023,2023,2023-2024,1,13,13,12,1,0,2,6,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",safety_non_safety_evidence_present,high,"[""base_nonbase_unresolved"",""non_compensation_numeric_context"",""pay_basis_unresolved""]"
B4X2500MC-29a21951f02fc6795d689043,Tyler,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000577,1,8,8,8,0,0,0,6,"[""automatic_wage_growth"",""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
