mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status
mix_27b4ff6848c934ad8ca5bf79,cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,sr_fe9dfb8e65ec5934baf91ea7,NSCQ-IA-20260720-0037,IA,Bettendorf,CITY OF BETTENDORF,fire,cba,qobs_5c9db3f0ba45d65b3c0ee038|qobs_977a218cdaef3c91c4f5be97|qobs_ea2c7a4faa80b18c518ba8ef,lobs_5c9db3f0ba45d65b3c0ee038|lobs_977a218cdaef3c91c4f5be97|lobs_ea2c7a4faa80b18c518ba8ef,3,3,medium,OVERTIME_RATE_MULTIPLIER_AND_2080_HOUR|COURT_TIME_MINIMUM_TWO_HOURS_DOUBLE_TIME|OVERTIME_SENIORITY_SHIFT_RULES|JURY_BEREAVEMENT_PREGNANCY_LEAVE_TEXT_RE,provisional_unverified
mix_52fb3d28116ecaf4c69d9531,cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,sr_b77b7890da505672ed6020c3,NSCQ-IA-20260720-0038,IA,Bettendorf,CITY OF BETTENDORF,non_safety,cba,qobs_61a69c86007f05ba8402e7dc|qobs_8f31b6c5a483347192e3271c,lobs_61a69c86007f05ba8402e7dc|lobs_8f31b6c5a483347192e3271c|lobs_c1dc5db4425adc33b877026c|lobs_bad70b57464a4f578fddada5|lobs_664007db40052c59131e5aed,2,5,medium,BASE_WAGE_REFERENCE_TO_APPENDIX_A_NO_NUM|OVERTIME_1_1_2_MULTIPLIER_TOKEN_PRESENT|OVERTIME_COMP_TIME_RULES_PARTIAL_VISIBLE|SICK_LEAVE_BUYBACK_457_OPTION_TOKEN|CITY_457_MATCH_1_PERCENT_CAP_TOKEN|RETIREMENT_HEALTH_SAVINGS_PLAN_TOKENS,provisional_unverified
mix_5a4a0713fdb5b5a8b1c1a6a9,cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,sr_1a3510e82a45e3b81d4bc947,NSCQ-IA-20260720-0010,IA,Cedar Rapids,CITY OF CEDAR RAPIDS,fire,cba,qobs_2ebf3e1a264002440c1ce964,lobs_2ebf3e1a264002440c1ce964,1,1,medium,OVERTIME_RATE_RULES_AND_MULTIPLIERS_ON_C|DEFERRED_COMPENSATION_AND_BENEFIT_INCENT,provisional_unverified
mix_cacae93681c3933e4c8df355,cex_7411e7cfe12346a7d59e30e0,doc_2e5b194dc234b3b8d037bdab,ttd_be0588f8645588a596157aef,sr_84ece7576a945d0f12fbaa7c,NSCQ-IA-20260720-0009,IA,Cedar Rapids,CITY OF CEDAR RAPIDS,police,cba,qobs_88ed7f699c0325ae6592a4c9|qobs_73886c0047f0682031245ee5|qobs_e0a2a4fe8d4ea41983fcb96b|qobs_b31306f853bc63bb027b72e0|qobs_e09525aade283075103c5440,lobs_88ed7f699c0325ae6592a4c9|lobs_73886c0047f0682031245ee5|lobs_e0a2a4fe8d4ea41983fcb96b|lobs_b31306f853bc63bb027b72e0,5,4,medium,TRAVEL_PAY_STRAIGHT_TIME_CHIEF_DISCREION|TUITION_REIMB_60_PERCENT_CAP_1700|STANDBY_RATE_1_66_AND_MIN_2_HOURS|HEALTH_WELFARE_IRS125_PRETAX_PARTIAL_NUM|LONGEVITY_PCT_OF_HOURLY_WAGE_PER_HOUR,provisional_unverified
mix_d9c9d1841b5dded946f3af41,cex_3968ffb9964b291bba2ec726,doc_c16b96ae4559b6d80b5d8964,ttd_0be2df44a560d4844c847f0c,sr_695838eab079c2e7243af1c2,NSCQ-IA-20260720-0005,IA,Des Moines,CITY OF DES MOINES,non_safety,cba,qobs_4878cf1eb7c0a0821532d9e1|qobs_acb798ac1cfb231716ea717f|qobs_96c7ae578c93abec5c03dae1,lobs_4878cf1eb7c0a0821532d9e1|lobs_acb798ac1cfb231716ea717f|lobs_96c7ae578c93abec5c03dae1,3,3,medium,AFCSTH01|AFCSTH02|AFCSTH03|NONBASE01,provisional_unverified
mix_b91150c12195e79531833ecd,cex_36238085637ea86b1bd74840,doc_74a3cc618705ee3989ed064a,ttd_227829a38debbf83a11c1630,sr_b1cedc1105bcc90c1611ad78,NSCQ-IA-20260720-0041,IA,Marshalltown,CITY OF MARSHALLTOWN,non_safety,cba,qobs_8dcb8f75d6dbe7a260ee01f6|qobs_ca4d8716a41afe9cee6cb7e8|qobs_ec57750955df752c969fbf60,lobs_8dcb8f75d6dbe7a260ee01f6|lobs_ca4d8716a41afe9cee6cb7e8,3,2,medium,W3_8_2WAGE_GRADE3_PROB|W3_8_2WAGE_GRADE4_TRAINING|W3_9_5WAGE_GRADE5_AFTER_ONE_YEAR|W3_9_CLOTHING_ALLOWANCE_500_PER_CONTRACT,provisional_unverified
mix_c38e1ed4b249c5c93262b127,cex_0cae3a90688ce5612e8e9e91,doc_28374d5fdbdc0d4da8b52751,ttd_97e1e73ced0a32bed7ddc9de,sr_07bee4e69a7ab6e398354e7a,NSCQ-IA-20260720-0039,IA,Marshalltown,CITY OF MARSHALLTOWN,police,cba,qobs_ff70c6e454e240d67c15ad2b|qobs_49726b03989fbd90cbdb44e0|qobs_c4117b58016cd531d9c963e1|qobs_275ae8c2e7fd393d0a2f5999|qobs_dbd2f79f37d7808a8f46d036,lobs_ff70c6e454e240d67c15ad2b|lobs_49726b03989fbd90cbdb44e0|lobs_c4117b58016cd531d9c963e1|lobs_275ae8c2e7fd393d0a2f5999|lobs_dbd2f79f37d7808a8f46d036,5,5,medium,A1|A2|A3|B1|C1|B2|C2|E1,provisional_unverified
mix_35e90ee136e75ea483dd945a,cex_9ef5de7ba915e0082c99d79e,doc_09b792627b1f25132c9cb97e,ttd_6e8e602b54ea66c7bfd18956,sr_bc0a55592c5f063b88711d94,NSCQ-IL-20260720-0212,IL,Alton,CITY OF ALTON,fire,cba,qobs_d576b1292f8dcd1084f73fb4,lobs_d576b1292f8dcd1084f73fb4,1,1,medium,A3BY3_4_08_01|A3BY3_4_08_02|A3BY3_4_08_03,provisional_unverified
mix_1a8f69d70746a63560f0f426,cex_9eda9ceb393e82f8cbf02c5e,doc_a7ba9fa1a6b11d161d3a3ddc,ttd_cca526a1c565b96ecd81a3c0,sr_80b6ac3a5ff9743813316131,NSCQ-IL-20260720-0213,IL,Alton,CITY OF ALTON,non_safety,cba,qobs_18f4212214cbb54d2e21f720|qobs_e766a77facc43067601aa6fe,lobs_18f4212214cbb54d2e21f720|lobs_e766a77facc43067601aa6fe|lobs_ecbda032660e36a13f26b7b2|lobs_1281e89bc51409634072578e,2,4,medium,A2B2C2D3,provisional_unverified
mix_a304b4cbaa37cc23d1eb67f8,cex_3fbdcc846468804c39d304c7,doc_67fe2a9e8c322b10aa95dff8,ttd_30b6ebc1dca7fc45590baebe,sr_e704b56aa3b60ae1428c588a,NSCQ-IL-20260720-0022,IL,Elgin,CITY OF ELGIN,fire,cba,qobs_a746d0ac44fa19a7fd410fca|qobs_4c2c6060a7f03b3b5e5cec52|qobs_0270ffac9188e1718609e5ac|qobs_66779b897ec1a3b76d3e140e|qobs_a513b2ab4584adecb7a33bbd,lobs_a746d0ac44fa19a7fd410fca|lobs_4c2c6060a7f03b3b5e5cec52,5,2,medium,BASE_PERCENT_INCREASE_TOKENS_FOUND_ON_10|STEP_AND_LIEUTENANT_OFFSET_RULES_FOUND,provisional_unverified
mix_705a80f169100f3f4027bad5,cex_89199500d21c2dbab6bb3b4c,doc_e582c4017ddcd8daf81f54d3,ttd_a5f37d6b2c87f2b07b794c34,sr_60c30d0f4246524d0bf6eb03,NSCQ-IL-20260720-0023,IL,Elgin,CITY OF ELGIN,non_safety,cba,qobs_a1dc04ec70bb2e81c6edafbb|qobs_d27117eb74b19b547ef8b778|qobs_1dffbfdcabc6e60faecdfcc9|qobs_419736e633d6cc58da5b6dc0|qobs_66cc1322d9b12394f9c5b5bb,lobs_a1dc04ec70bb2e81c6edafbb,5,1,medium,A2|A3|A4|A5|A6|C1|NB1|NB2,provisional_unverified
mix_f4ce1d66ddf0e4ba11e6d36b,cex_1fa1e412a821765bf0673616,doc_9dc94fcf970255f13c430db9,ttd_9847023c8f7565d68d876ceb,sr_ae7029efe8542a6a8b46ea47,NSCQ-IL-20260720-0021,IL,Elgin,CITY OF ELGIN,police,cba,qobs_7d59019de0e975088093191b|qobs_696fec269326e7bd405b6a47|qobs_194aeccaaa80ba41e0ff3892|qobs_e68f60236f4804303aaddbdc|qobs_d8cd849b2a621614dad873d6,lobs_7d59019de0e975088093191b|lobs_696fec269326e7bd405b6a47|lobs_194aeccaaa80ba41e0ff3892|lobs_e68f60236f4804303aaddbdc,5,4,medium,ONLY_PAGE6_SHOWS_NUMERIC_SALARY_RANGE_T0|STEP_ADVANCEMENT_AND_PERCENT_ADDER_RULES|NON_BASE_VALUES_NOT_VISIBLE_IN_PROVIDED_,provisional_unverified
mix_b37ca3ba03e3f48793a7263a,cex_22fd8486a8983f9881a0f909,doc_ebec227745d9053e680b86d0,ttd_55f95ac4729cc02ec77a9aec,sr_d8a132477f09effcb39c4cec,NSCQ-IL-20260720-0286,IL,Geneva,CITY OF GENEVA,non_safety,cba,qobs_2ca2f494fb0b7c1fc05a705b,lobs_2ca2f494fb0b7c1fc05a705b,1,1,medium,FOREMAN_ACTING_FOREMAN_RULE_PRESENT_WITH|FUNERAL_LEAVE_DAYS_WITH_PAY_PRESENT|SEVERANCE_MONTHS_PRESENT|PERSONAL_DAYS_AND_HOLIDAY_PAY_RULES_PART,provisional_unverified
mix_b240ef2339674497c632e9c6,cex_521db4c1d2302b418ddb68d1,doc_eadd8c9a402f5a8466d6889c,ttd_e9f10720160b149ef04d2118,sr_0a294c2b93567ccca80f21cc,NSCQ-IL-20260720-0283,IL,Geneva,CITY OF GENEVA,police,cba,qobs_7fbd00a6fe7b2543dd1087e6|qobs_3661b239ace0d41cf9fd555e|qobs_129257f63317ad64136df014|qobs_1a38b5bf4ebd337b7e2d79c7|qobs_b5e01f9cc0a1c5d068968047,lobs_7fbd00a6fe7b2543dd1087e6|lobs_3661b239ace0d41cf9fd555e|lobs_129257f63317ad64136df014|lobs_1a38b5bf4ebd337b7e2d79c7|lobs_b5e01f9cc0a1c5d068968047,5,5,medium,NO_BASE_PAY_COMP_TOKENS_IN_PACKET|LEAVE_AND_REIMBURSEMENT_NON_BASE_CONTENT,provisional_unverified
mix_8003a08d8936a0e10addf7e8,cex_a867105ad0f1028e785c1523,doc_c84a01242b569ad742c9d97c,ttd_5bcf105b4db73dc6d2ff2ac4,sr_334b3d37f04e2c9c7a82ce51,NSCQ-IL-20260720-0107,IL,Glenview,VILLAGE OF GLENVIEW,fire,cba,qobs_96398ff219787394c2d49676,lobs_96398ff219787394c2d49676,1,1,medium,ONLY_COLA_PERCENTAGES_AND_NONPAY_PROCEDU|NO_BASE_SALARY_TABLES_IN_PACKET,provisional_unverified
mix_560cce5cc329e50e599276e1,cex_8f53bb6a9675f9abb76a9600,doc_cde39dc46cc6609266ae444d,ttd_dce8abe8b1e04f56785dabbe,sr_7002d50e3facdd8b4c81b544,NSCQ-IL-20260720-0108,IL,Glenview,VILLAGE OF GLENVIEW,non_safety,cba,qobs_4d3a3931bf355999436fd22c|qobs_cc5f044a40ca766cb4438a3b|qobs_923b5c3d59ed8125744ab90f|qobs_7687b01e490bfe9f9804013b|qobs_cda492c36d2b149bd478926a,lobs_4d3a3931bf355999436fd22c|lobs_cc5f044a40ca766cb4438a3b|lobs_923b5c3d59ed8125744ab90f|lobs_7687b01e490bfe9f9804013b|lobs_cda492c36d2b149bd478926a,5,5,medium,LIMITED_TO_BOUNDED_PACKET_PAGES|MISSING_VALUES_FOR_SOME_BASE_PAY_CONTEXT|OVERTIME_RULES_PARTIALLY_VISIBLE,provisional_unverified
mix_7297e64307538c45db8049da,cex_87f643314ad06cfa714ced23,doc_9ebb6d42cf48f3d86eb3001f,ttd_1b5b8c6e472f26a35f4f7470,sr_329cda24ea8fa2e5f44cf81c,NSCQ-IL-20260720-0106,IL,Glenview,VILLAGE OF GLENVIEW,police,cba,qobs_86b37c56b1fe1e21feca3de6|qobs_c2f2fa840af46be0c91436b4|qobs_7dbde19ab20135b3fa4490de|qobs_a5fd4e6733711a3cfdee4534,lobs_86b37c56b1fe1e21feca3de6,4,1,medium,W1_BASE_PAY_PERCENT_INCREASES_FROM_WAGES|W1_HIRE_DATE_DIFFERENTIATION_AND_PRE_CER|W2_SICK_LEAVE_ANNUAL_PAYOUT_SUNSETS_2025|W23_BEREAVEMENT_LEAVE_DAYS_RULE|W24_DEFERRED_COMP_AND_FSA_OPTIONS,provisional_unverified
mix_7d69d3bd496755552a4c559b,cex_004c92c09d7977b642cafbfe,doc_b107226195aba4206c08b847,ttd_060af706737d4e657040e479,sr_1fd94c2f9061c9c3d59e0719,NSCQ-IL-20260720-0105,IL,Glenview,VILLAGE OF GLENVIEW,police,cba,qobs_cded6c653197eec726da5607|qobs_ddb595a83111445e98bf3392,lobs_cded6c653197eec726da5607|lobs_ddb595a83111445e98bf3392|lobs_a2bec6fe44b58c8d7b480715|lobs_b5eb4c0adad54a15cec18d43,2,4,medium,W1W2|M1|M2|M3|M4|NB1|NB2|NB3,provisional_unverified
mix_3e8dd658d5eec268738b105d,cex_ab917507f329592486b29843,doc_bb37a3e06e8c18da484c19d9,ttd_7c5fb023da0bba527a676336,sr_9f9892dd6eb5e453d0feebc4,NSCQ-IL-20260720-0229,IL,Gurnee,VILLAGE OF GURNEE,fire,cba,qobs_44a83550097148e1d85f2bf5|qobs_856f5fa3198509c7df2da90c|qobs_63ad7110a458951eb2848e86,lobs_44a83550097148e1d85f2bf5|lobs_856f5fa3198509c7df2da90c,3,2,medium,FOUND_BASE_PAY_ANNUAL_AMOUNT_TOKEN_ON_CE|FOUND_HOURLY_RATE_FORMULA_COMPONENTS_264|FOUND_KELLY_FLOAT_TIME_ADDITIONAL_HOURS|FOUND_LONGEVITY_DOLLAR_AMOUNTS_AND_DEC31|FOUND_CPI_U_MARKET_ADJUSTMENT_MECHANISM,provisional_unverified
mix_7fe17cf059619f025d6fbde2,cex_77475cce43106235f3f10cd8,doc_5b7f8e0bb604b74252728049,ttd_33592ed93ce0b081963fd2af,sr_09557ae995b3972e33fa3009,NSCQ-IL-20260720-0230,IL,Gurnee,VILLAGE OF GURNEE,non_safety,cba,qobs_29c68477fc087f0fe195908c|qobs_9f0100edd0b7da0ed93f7262,lobs_29c68477fc087f0fe195908c|lobs_9f0100edd0b7da0ed93f7262,2,2,medium,PAY_GRADE_REFERENCE_WITH_EFFECTIVE_DATE|RETROACTIVE_RATE_RULES_FOR_NEW_CLASS_F|PART_TIME_PRORATED_BENEFITS_MENTION,provisional_unverified
mix_5467c7c79732000058152560,cex_854859233d0e5b52960f0d56,doc_88963fa686b8f4a3a777f9a5,ttd_1a3471d400c8b70431527fac,sr_6e33a89b0b61e1ccfd894c88,NSCQ-IL-20260720-0166,IL,Northbrook,VILLAGE OF NORTHBROOK,non_safety,cba,qobs_cf4a2da5fd7a66e12d8c2c28|qobs_d0cc0f4141cfb0804d411654|qobs_9d1e461fad88596e3f28cf24|qobs_db74747e212b63b2c203f893|qobs_a5fe0c217ff33b48cb7cc980,lobs_cf4a2da5fd7a66e12d8c2c28|lobs_d0cc0f4141cfb0804d411654,5,2,medium,EXHIBIT_A_PROGRESSION_SCHEDULE|SICK_LEAVE_COMPENSATION_EXAMPLE_HOURLY|SICK_LEAVE_BUYBACK_PERCENTAGE_30_20|VOLUNTARY_DISCONTINUATION_HEALTH_PLAN_E|DENTAL_BENEFITS_FULL_COST|DEATH_BENEFIT_ONE_MONTH_SALARY,provisional_unverified
mix_0b9e7f4c904bb6654716af13,cex_7fb62cac4d915b216871b5a5,doc_f7680e03102a03036d85c06b,ttd_2bdb3075f48071d39afa35c9,sr_be95ac3ad1ecc8de7da6a319,NSCQ-IL-20260720-0127,IL,Pekin,CITY OF PEKIN,police,cba,qobs_97ec3eb28fbb5dcfa33a3149|qobs_74e6ef8b457c252a95b49cc3|qobs_673dbec5ef3b458bc4bde757|qobs_16f24e82992aa4b65a2ebe7c|qobs_2e8287659eb9d3cd175e851f,lobs_97ec3eb28fbb5dcfa33a3149|lobs_74e6ef8b457c252a95b49cc3|lobs_673dbec5ef3b458bc4bde757|lobs_16f24e82992aa4b65a2ebe7c|lobs_2e8287659eb9d3cd175e851f,5,5,medium,OT_HOURLY_RATE_FORMULA_STEP_PLUS_BONUS_D|OT_COMP_TIME_EARNING_MULTIPLIERS_AND_CAP|COURT_APPEARANCE_AND_STANDBY_MINIMUMS,provisional_unverified
mix_1e5f34d3fe986a614d276f06,cex_8edceeb0ad4ae0322e14d92d,doc_c9d9aa7d886e4b412239fcf5,ttd_4c1ed1b29d421b077992ebe4,sr_2447772b5afee35ae0e4132e,NSCQ-IL-20260720-0009,IL,Rockford,CITY OF ROCKFORD,non_safety,cba,qobs_5f6b6f20d5a62431a83daa3b|qobs_dd8202d6beec469dbfc8c09f,lobs_5f6b6f20d5a62431a83daa3b|lobs_dd8202d6beec469dbfc8c09f|lobs_2ab9f8bdd500429e4e8c747b,2,3,medium,STEP_INCREASE_2PERCENT_TOKENED|ONE_TIME_300_BONUS_TOKENED|OUT_OF_CLASS_PAY_RETROACTIVE_RULES_TOKEN|RECLASSIFICATION_LOWER_GRADE_PAY_PRESERV,provisional_unverified
mix_7c042fcb86cc89e6296c896f,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,qobs_3f39b4ea1c776a2a278bbd81|qobs_1305cc30e55e9bed128d11a8|qobs_34e7e12d1784727123afd4f3|qobs_2b8d1362d00761ad14e1e27c,lobs_3f39b4ea1c776a2a278bbd81|lobs_1305cc30e55e9bed128d11a8|lobs_34e7e12d1784727123afd4f3|lobs_2b8d1362d00761ad14e1e27c,4,4,medium,OVERTIME_RATE_REFERENCED_BY_ARTICLE_NO_N,provisional_unverified
mix_3102c9ff39f1466afb90abe7,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,qobs_8f63135e175c240c73de2e1e|qobs_975cdf91ea149611f9efc35b|qobs_64d98dcdbda11510ad7edf05,lobs_8f63135e175c240c73de2e1e|lobs_975cdf91ea149611f9efc35b,3,2,medium,G3|G4|G5|M1|M2|NB1|NB2|NB3,provisional_unverified
mix_ca5a261d7dddda5ec76e9f75,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,qobs_2cd01484c3af8f4c2ac54d07|qobs_8fa86fe2cc16defa107334c0|qobs_11f48dd556541aacd530d0ce|qobs_baf90652f38a8290b492de8e|qobs_7b79ecd7d94748a3eafa398d,lobs_2cd01484c3af8f4c2ac54d07|lobs_8fa86fe2cc16defa107334c0|lobs_11f48dd556541aacd530d0ce|lobs_baf90652f38a8290b492de8e|lobs_7b79ecd7d94748a3eafa398d,5,5,medium,OVERTIME_RATE_MULTIPLIERS_VISIBLE|APPENDIX_WAGE_TABLE_HAS_NUMERIC_TOKENS_B,provisional_unverified
mix_eed08e795858492ada2ff312,cex_90087bbbbc909a147839a59b,doc_8450383e0379594ebecf951b,ttd_fdae1cd4ad8e1869d07af4fe,sr_851f74f89b041d028c440a15,NSCQ-LA-20260720-0005,LA,Baton Rouge,CITY-PARISH OF BATON ROUGE-EAST BATON ROUGE,non_safety,ordinance_or_policy,qobs_4cbcea69a43b58d83d79346f|qobs_3a22970364132edf7d2d9ad0|qobs_41e29faa70a536bcabcbb21a|qobs_5836acf288536b0e79bbc598|qobs_3e893ed64a855baede966b45,lobs_4cbcea69a43b58d83d79346f|lobs_3a22970364132edf7d2d9ad0,5,2,medium,FLSA_OWT_RULE_THRESHOLD_TOKENS_PRESENT|EXEMPT_TO_NON_EXEMPT_MECHANISM_PRESENT|PAY_GRADE_RANGES_TO_DELETE_PRESENT|PAGE2_LISTING_SHOWS_PG_CHANGE_MAPPING_BD|NO_NON_BASE_WAGE_TOKENS_IN_PACKET,provisional_unverified
mix_fdb5a7c7c6f00fe68ea9fd46,cex_96493b49736d6f7327c3e0ce,doc_065a39ebc7e0b8d966482356,ttd_11cc9d75a067349da0e43602,sr_0c71b3057818ff31c8d80d8d,NSCQ-MA-20260720-0100,MA,Attleboro,CITY OF ATTLEBORO,non_safety,cba,qobs_c3b5684941d79e84f91e82bf|qobs_d95f85b2ae976470336d3e35|qobs_e9544668f1a983f18dabd179,lobs_c3b5684941d79e84f91e82bf,3,1,medium,COLA_VALUES_VISIBLE_WITH_EFFECTIVE_DATES|NON_BASE_BONUS_AND_LEAVE_TOKENS_VISIBLE|ANNUAL_LEAVE_TEXT_APPEARS_TRUNCATED_IN_B,provisional_unverified
mix_bee02ad8de394c92ff7702ea,cex_d24f4335f9d34688ba986ea2,doc_bf9ff22bddfc9e21f493b447,ttd_832c49de0666dc95298818db,sr_6862b4fe65c1fe4213475eed,NSCQ-MA-20260720-0097,MA,Beverly,CITY OF BEVERLY,non_safety,cba,qobs_ac0a2c9f62b326ec5bea5980|qobs_4fa1fea0f2ae3c6da265e003,lobs_ac0a2c9f62b326ec5bea5980,2,1,medium,CBAAIXVIDEXBAEDXEDX70XAXGXV5,provisional_unverified
mix_12c5da23c38273f8d8ab6180,cex_0de7c95a55cb8bd269beedcf,doc_9ed64e40493accc24ad8672e,ttd_f1fb945082105bafc03f0bf4,sr_e71186c10b863721b62f698e,NSCQ-MA-20260720-0082,MA,Fitchburg,CITY OF FITCHBURG,non_safety,cba,qobs_948ac510c282bbf11c373e0c,lobs_948ac510c282bbf11c373e0c,1,1,medium,COMPENSATION_EVIDENCE_LIMITED_TO_REOPEN,provisional_unverified
mix_551c871479d941345f93cf67,cex_fa42fc634830b4af7bbd55ed,doc_398dd30e8712e024008685e7,ttd_bf2ba91d808940e49bfacf5d,sr_79100b71dfa8361749005775,NSCQ-MA-20260720-0037,MA,Lowell,CITY OF LOWELL,fire,cba,qobs_105175a47d0bf328006c847a|qobs_982a77e3393d944971e7b536|qobs_94edfdedfe26072c5f43df88|qobs_209be9a836fa5829749587ef,lobs_105175a47d0bf328006c847a|lobs_982a77e3393d944971e7b536,4,2,medium,PAID_DETAILS_RATE_FORMULA|HOLD_OVER_THRESHOLD_GT_15_MIN|HOLD_OVER_THRESHOLD_GT_1_HOUR|EXCHANGE_TIME_NO_LOSS_OF_PAY_OR_BENEFITS|SWAP_FINAL_COMP_DEDUCTION|ANNUAL_PUBLIC_EDUCATION_FUND_AMOUNT,provisional_unverified
mix_b7f62da8850134b3b280f477,cex_8296db9331be377a157b0421,doc_1b368be1ee19c998584e939d,ttd_2d56ca43e6a3d157b343291a,sr_79fb46d39ccff9b5e787461f,NSCQ-MA-20260720-0036,MA,Lowell,CITY OF LOWELL,police,cba,qobs_56be8e43a4a87a8204b1386b|qobs_7f2431bdbc1f074e02cdb4cc|qobs_f9f5d6b8ef24338683649db6|qobs_25264e6502ed619b87edd9e3|qobs_63f476f86b21b7372b0b3461,lobs_56be8e43a4a87a8204b1386b|lobs_7f2431bdbc1f074e02cdb4cc|lobs_f9f5d6b8ef24338683649db6|lobs_25264e6502ed619b87edd9e3|lobs_63f476f86b21b7372b0b3461,5,5,medium,BASE_HOURLY_RATE_AND_PREMIUM_MULTIPLIERS,provisional_unverified
mix_0dba063bbb08df8f6910a290,cex_f33120cbaef698bd96e46f4f,doc_c9e968699f1b335c497db80f,ttd_9ff622ccef027a20432bce88,sr_66e9fa76931e0bdf66b8b1f7,NSCQ-MA-20260720-0073,MA,Pittsfield,CITY OF PITTSFIELD,non_safety,cba,qobs_c11a9c37cabc47c0b3f32839|qobs_953adda3d14baef4b6d75da2,lobs_c11a9c37cabc47c0b3f32839|lobs_953adda3d14baef4b6d75da2,2,2,medium,WTF4_STEP_RESTRUCTURE_2_75_PERCENT_AND_3|WTF4_STARTING_RATE_STEP_3|WTF4_STEP_INCREASES_JULY_1_AND_6M_ANNIV|WTF6_VACATION_CASHOUT_REGULAR_RATE_WITH_,provisional_unverified
mix_d9bb05cec81b1873bd81b9eb,cex_dbb69ce70a30f89106ab2941,doc_77b15d3289b8efc011546fac,ttd_fa8cdb524291643979fb807a,sr_9657d18561768713b3889f4d,NSCQ-MA-20260720-0071,MA,Pittsfield,CITY OF PITTSFIELD,police,cba,qobs_76a8ce1b5957274972f7f6e7|qobs_e54324a66af9cd5859bea470|qobs_5b32a9f69232930eb15ed6bb,lobs_76a8ce1b5957274972f7f6e7,3,1,high,WAGE_ARTICLE_V_SCHEDULE_NUMERIC_PCT_TOK|ARTICLE_VIII_CLOTHING_ALLOWANCE_NUMERIC_|ARTICLE_IX_COURT_TIME_MULTIPLIER_NUMERIC,provisional_unverified
mix_f3c481ddb19676ae15d57f16,cex_bb1ff8652b496af176465a59,doc_15a297bef508f2840b6eff11,ttd_ee1d7d9d5899f691ee57d9be,sr_0a8ba95cf5bd49386f8d43b9,NSCQ-MA-20260720-0030,MA,Springfield,CITY OF SPRINGFIELD,non_safety,cba,qobs_8971db0bcd0a6be3b61cfac1|qobs_9ac3076cd5d6b962469c0361|qobs_536c5d2c038c5e218abc7d45,lobs_8971db0bcd0a6be3b61cfac1|lobs_9ac3076cd5d6b962469c0361|lobs_536c5d2c038c5e218abc7d45,3,3,medium,WAGES_1_SALARY_INCREASES_EFFECTIVE_AND_2|ELIGIBILITY_FOR_RETROACTIVE_MONIES_ON_PY|MILEAGE_REIMBURSEMENT_NON_CITY_MOTOR_VEH|CHANGE_IN_SALARY_RANGE_AT_LEAST_5,provisional_unverified
mix_b89b3d14f968194dfcf361d9,cex_3e940c2d671c549e5967d721,doc_a979cded6c40dc8fe983ce21,ttd_adbbd36ea1ff29e6fdadff1b,sr_0c7dc75c68a7e6c210594482,NSCQ-MD-20260720-0023,MD,Salisbury,CITY OF SALISBURY,non_safety,cba,qobs_11b9469f7e488b96f3668b4b|qobs_228069350461bb0ef04bff48|qobs_9b7471a3c3c2e64bfeaa0a8c|qobs_6f49e66e1ce2749d9c185787|qobs_610adb79510ac69ce4a9b0b2,lobs_11b9469f7e488b96f3668b4b|lobs_228069350461bb0ef04bff48|lobs_9b7471a3c3c2e64bfeaa0a8c,5,3,medium,BASE_PAY_TABLE_FY24_GRADE_VALUES_PRESENT|NON_BASE_OVERTIME_AVOIDANCE_LANGUAGE_DEM,provisional_unverified
